Number,site,ID,Genus,species,Genus species,Sex_old,Age_est,Sex,at,bt,time_orig,Date,Day,Month,yr,date
2152,AUSL,2152_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,28.8,38,910,181278,18,12,1978,18/12/1978
1714,AUSL,1714_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,29.4,38,1100,301178,30,11,1978,30/11/1978
1731,AUSL,1731_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,30.2,38,845,11278,1,12,1978,1/12/1978
2107,AUSL,2107_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,30.4,38,1213,171278,17,12,1978,17/12/1978
1507,AUSR,1507_R,Varanus,gouldii,Varanus gouldii,F ,Adult,FEMALE,30.6,38,850,171178,17,11,1978,17/11/1978
2189,AUSL,2189_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,30.8,38,1028,271278,27,12,1978,27/12/1978
1241,AUSL,1241_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,31.4,38,1638,61178,6,11,1978,6/11/1978
1239,AUSL,1239_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,31.7,38,1610,61178,6,11,1978,6/11/1978
2005,AUSR,2005_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,31.8,38,1009,151278,15,12,1978,15/12/1978
1375,AUSL,1375_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,25.4,38.1,1039,131178,13,11,1978,13/11/1978
950,AUSR,950_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,26.3,38.1,1120,201078,20,10,1978,20/10/1978
1637,AUSL,1637_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,29.2,38.1,1106,281178,28,11,1978,28/11/1978
2061,AUSL,2061_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,30.4,38.1,1650,161278,16,12,1978,16/12/1978
1011,AUSL,1011_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,20.3,38.2,1040,271078,27,10,1978,27/10/1978
1020,AUSL,1020_L,Ctenophorus,isolepis,Ctenophorus isolepis,J ,Juvenile,UNK,23.4,38.2,1311,271078,27,10,1978,27/10/1978
1791,AUSR,1791_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,23.7,38.2,1340,31278,3,12,1978,3/12/1978
1345,AUSL,1345_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,23.8,38.2,1210,121178,12,11,1978,12/11/1978
1333,AUSL,1333_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,24.5,38.2,1040,121178,12,11,1978,12/11/1978
1346,AUSL,1346_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,25,38.2,1213,121178,12,11,1978,12/11/1978
1814,AUSR,1814_R,Varanus,gouldii,Varanus gouldii,UNK,UNK,UNK,26.6,38.2,857,51278,5,12,1978,5/12/1978
1607,AUSR,1607_R,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,28.2,38.2,815,211178,21,11,1978,21/11/1978
1506,AUSR,1506_R,Varanus,gouldii,Varanus gouldii,M ,Adult,MALE,28.4,38.2,850,171178,17,11,1978,17/11/1978
2110,AUSL,2110_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,29.6,38.2,1135,171278,17,12,1978,17/12/1978
2187,AUSL,2187_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,29.7,38.2,910,271278,27,12,1978,27/12/1978
1261,AUSL,1261_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,29.8,38.2,858,71178,7,11,1978,7/11/1978
1728,AUSL,1728_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,31,38.2,1410,301178,30,11,1978,30/11/1978
1274,AUSL,1274_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,32.6,38.2,1725,71178,7,11,1978,7/11/1978
1192,AUSR,1192_R,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,33.6,38.2,1058,41178,4,11,1978,4/11/1978
1866,AUSR,1866_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,33.8,38.2,835,91278,9,12,1978,9/12/1978
2197,AUSL,2197_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,23.2,38.3,800,281278,28,12,1978,28/12/1978
1328,AUSL,1328_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,24.4,38.3,1112,121178,12,11,1978,12/11/1978
1123,AUSR,1123_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,25,38.3,1027,11178,1,11,1978,1/11/1978
994,AUSL,994_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,26.3,38.3,913,251078,25,10,1978,25/10/1978
2179,AUSL,2179_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,28,38.3,813,271278,27,12,1978,27/12/1978
1217,AUSR,1217_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,28.4,38.3,1255,51178,5,11,1978,5/11/1978
2183,AUSL,2183_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,29.6,38.3,846,271278,27,12,1978,27/12/1978
2220,AUSR,2220_R,Lophognathus,longirostris,Lophognathus longirostris,UNK,UNK,UNK,32,38.3,925,291278,29,12,1978,29/12/1978
1838,AUSR,1838_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,35.9,38.3,1705,71278,7,12,1978,7/12/1978
1756,AUSL,1756_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,21.7,38.4,821,21278,2,12,1978,2/12/1978
1023,AUSL,1023_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,22.6,38.4,1355,271078,27,10,1978,27/10/1978
1654,AUSL,1654_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,22.6,38.4,920,291178,29,11,1978,29/11/1978
1655,AUSL,1655_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,24.2,38.4,1015,291178,29,11,1978,29/11/1978
2056,AUSL,2056_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,24.8,38.4,910,161278,16,12,1978,16/12/1978
995,AUSL,995_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,26.5,38.4,940,251078,25,10,1978,25/10/1978
2142,AUSL,2142_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,27.8,38.4,937,181278,18,12,1978,18/12/1978
2083,AUSL,2083_L,Ctenotus,calurus,Ctenotus calurus,F ,Adult,FEMALE,28.1,38.4,1045,171278,17,12,1978,17/12/1978
2008,AUSR,2008_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,28.8,38.4,1032,151278,15,12,1978,15/12/1978
2154,AUSL,2154_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,28.8,38.4,925,181278,18,12,1978,18/12/1978
2089,AUSL,2089_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,30,38.4,1122,171278,17,12,1978,17/12/1978
1263,AUSL,1263_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,32,38.4,1020,71178,7,11,1978,7/11/1978
1268,AUSL,1268_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,32.2,38.4,1643,71178,7,11,1978,7/11/1978
2250,AUSR,2250_R,Ctenophorus,nuchalis,Ctenophorus nuchalis,F ,Adult,FEMALE,35.4,38.4,1020,301278,30,12,1978,30/12/1978
1311,AUSL,1311_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,20.5,38.5,1409,111178,11,11,1978,11/11/1978
1051,AUSL,1051_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,21.5,38.5,1000,281078,28,10,1978,28/10/1978
2057,AUSL,2057_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,23,38.5,925,161278,16,12,1978,16/12/1978
1669,AUSL,1669_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,24,38.5,923,291178,29,11,1978,29/11/1978
1717,AUSL,1717_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,24.4,38.5,840,301178,30,11,1978,30/11/1978
1030,AUSL,1030_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,24.5,38.5,1400,271078,27,10,1978,27/10/1978
2058,AUSL,2058_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,25.6,38.5,1028,161278,16,12,1978,16/12/1978
1423,AUSL,1423_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,27.8,38.5,1130,141178,14,11,1978,14/11/1978
1642,AUSL,1642_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,28.2,38.5,916,281178,28,11,1978,28/11/1978
2015,AUSI,2015_I,Ctenophorus,caudicinctus,Ctenophorus caudicinctus,M ,Adult,MALE,29.9,38.5,1547,151278,15,12,1978,15/12/1978
2092,AUSL,2092_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,30,38.5,1141,171278,17,12,1978,17/12/1978
2172,AUSL,2172_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,34.4,38.5,1719,251278,25,12,1978,25/12/1978
2222,AUSR,2222_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,34.7,38.5,1628,291278,29,12,1978,29/12/1978
1306,AUSL,1306_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,20.2,38.6,1408,111178,11,11,1978,11/11/1978
1405,AUSL,1405_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,24.7,38.6,902,141178,14,11,1978,14/11/1978
1631,AUSL,1631_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,25.6,38.6,829,281178,28,11,1978,28/11/1978
1620,AUSL,1620_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,26.4,38.6,725,221178,22,11,1978,22/11/1978
2203,AUSL,2203_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,26.4,38.6,924,281278,28,12,1978,28/12/1978
2105,AUSL,2105_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,27.4,38.6,1115,171278,17,12,1978,17/12/1978
1894,AUSR,1894_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,28.5,38.6,1145,101278,10,12,1978,10/12/1978
2174,AUSL,2174_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,29.8,38.6,820,261278,26,12,1978,26/12/1978
1609,AUSR,1609_R,Ctenotus,helenae,Ctenotus helenae,J ,Juvenile,UNK,31,38.6,935,211178,21,11,1978,21/11/1978
1271,AUSL,1271_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,32.8,38.6,1711,71178,7,11,1978,7/11/1978
1266,AUSL,1266_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,33,38.6,1638,71178,7,11,1978,7/11/1978
1957,AUSR,1957_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,33,38.6,1653,131278,13,12,1978,13/12/1978
1267,AUSL,1267_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,33.6,38.6,1641,71178,7,11,1978,7/11/1978
1671,AUSL,1671_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,24.4,38.7,1018,291178,29,11,1978,29/11/1978
2199,AUSL,2199_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,25.4,38.7,835,281278,28,12,1978,28/12/1978
1370,AUSL,1370_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,26.3,38.7,956,131178,13,11,1978,13/11/1978
973,AUSL,973_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,28.4,38.7,1114,241078,24,10,1978,24/10/1978
1644,AUSL,1644_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,31.3,38.7,1606,281178,28,11,1978,28/11/1978
2113,AUSL,2113_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,31.7,38.7,1618,171278,17,12,1978,17/12/1978
1331,AUSL,1331_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,21,38.8,1140,121178,12,11,1978,12/11/1978
1086,AUSR,1086_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,24.5,38.8,1108,301078,30,10,1978,30/10/1978
2201,AUSL,2201_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,25.1,38.8,842,281278,28,12,1978,28/12/1978
2082,AUSL,2082_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,27,38.8,1030,171278,17,12,1978,17/12/1978
1640,AUSL,1640_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,28.5,38.8,900,281178,28,11,1978,28/11/1978
1888,AUSR,1888_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,29,38.8,951,101278,10,12,1978,10/12/1978
1709,AUSL,1709_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,29.6,38.8,1000,301178,30,11,1978,30/11/1978
2052,AUSL,2052_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,30.4,38.8,1146,161278,16,12,1978,16/12/1978
1242,AUSL,1242_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,31.1,38.8,1704,61178,6,11,1978,6/11/1978
1953,AUSR,1953_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,31.8,38.8,1040,131278,13,12,1978,13/12/1978
1173,AUSR,1173_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,32.6,38.8,836,31178,3,11,1978,3/11/1978
1667,AUSL,1667_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,23,38.9,918,291178,29,11,1978,29/11/1978
916,AUSL,916_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,22,39,1345,151078,15,10,1978,15/10/1978
1339,AUSL,1339_L,Ctenophorus,isolepis,Ctenophorus isolepis,JF,Juvenile,FEMALE,23,39,1139,121178,12,11,1978,12/11/1978
1537,AUSR,1537_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,24.3,39,1042,181178,18,11,1978,18/11/1978
2099,AUSL,2099_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,24.7,39,940,171278,17,12,1978,17/12/1978
1371,AUSL,1371_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,25.3,39,1000,131178,13,11,1978,13/11/1978
1121,AUSR,1121_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,25.8,39,1023,11178,1,11,1978,1/11/1978
1343,AUSL,1343_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,26.4,39,1157,121178,12,11,1978,12/11/1978
2103,AUSL,2103_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,26.6,39,1040,171278,17,12,1978,17/12/1978
2138,AUSL,2138_L,Ctenotus,quatt,Ctenotus quatt,B ,Yearling,UNK,26.7,39,919,181278,18,12,1978,18/12/1978
2180,AUSL,2180_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,29.3,39,815,271278,27,12,1978,27/12/1978
2090,AUSL,2090_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,29.4,39,1126,171278,17,12,1978,17/12/1978
2117,AUSL,2117_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,31.4,39,1655,171278,17,12,1978,17/12/1978
1868,AUSR,1868_R,Ctenotus,piankai,Ctenotus piankai,UNK,UNK,UNK,36.4,39,1008,91278,9,12,1978,9/12/1978
1870,AUSR,1870_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,36.4,39,1708,91278,9,12,1978,9/12/1978
1553,AUSR,1553_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,19.5,39.1,833,191178,19,11,1978,19/11/1978
1053,AUSL,1053_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,21.5,39.2,1025,281078,28,10,1978,28/10/1978
1335,AUSL,1335_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,22,39.2,1116,121178,12,11,1978,12/11/1978
1340,AUSL,1340_L,Ctenophorus,isolepis,Ctenophorus isolepis,JF,Juvenile,FEMALE,23.8,39.2,1145,121178,12,11,1978,12/11/1978
1338,AUSL,1338_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,24,39.2,1135,121178,12,11,1978,12/11/1978
1341,AUSL,1341_L,Ctenophorus,isolepis,Ctenophorus isolepis,JF,Juvenile,FEMALE,24.2,39.2,1147,121178,12,11,1978,12/11/1978
1668,AUSL,1668_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,24.3,39.2,921,291178,29,11,1978,29/11/1978
1935,AUSR,1935_R,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,28.2,39.2,1130,121278,12,12,1978,12/12/1978
1169,AUSR,1169_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,28.4,39.2,804,31178,3,11,1978,3/11/1978
1270,AUSL,1270_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,33.8,39.2,1659,71178,7,11,1978,7/11/1978
1735,AUSL,1735_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,34,39.2,950,11278,1,12,1978,1/12/1978
1174,AUSR,1174_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,35.2,39.2,1015,31178,3,11,1978,3/11/1978
915,AUSL,915_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,21.6,39.3,1340,151078,15,10,1978,15/10/1978
1533,AUSR,1533_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,21.6,39.3,905,181178,18,11,1978,18/11/1978
1021,AUSL,1021_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,22.9,39.3,1339,271078,27,10,1978,27/10/1978
1325,AUSL,1325_L,Ctenophorus,isolepis,Ctenophorus isolepis,JM,Juvenile,MALE,23.1,39.3,1028,121178,12,11,1978,12/11/1978
1413,AUSL,1413_L,Ctenophorus,isolepis,Ctenophorus isolepis,JF,Juvenile,FEMALE,26,39.3,1018,141178,14,11,1978,14/11/1978
996,AUSL,996_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,26.7,39.3,944,251078,25,10,1978,25/10/1978
978,AUSL,978_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,26.9,39.3,1340,241078,24,10,1978,24/10/1978
1545,AUSR,1545_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,27.3,39.3,1625,181178,18,11,1978,18/11/1978
1833,AUSE,1833_E,Ctenophorus,fordi,Ctenophorus fordi,M ,Adult,MALE,29.5,39.3,833,71278,7,12,1978,7/12/1978
1896,AUSR,1896_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,32.4,39.3,1443,101278,10,12,1978,10/12/1978
1484,AUSR,1484_R,Ctenotus,piankai,Ctenotus piankai,UNK,UNK,UNK,34.8,39.3,1005,161178,16,11,1978,16/11/1978
1235,AUSR,1235_R,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,26.6,39.4,853,61178,6,11,1978,6/11/1978
1639,AUSL,1639_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,26.8,39.4,839,281178,28,11,1978,28/11/1978
2048,AUSL,2048_L,Varanus,eremius,Varanus eremius,J ,Juvenile,UNK,27.9,39.4,1100,161278,16,12,1978,16/12/1978
1107,AUSR,1107_R,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,28,39.4,1532,311078,31,10,1978,31/10/1978
1373,AUSL,1373_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,28.6,39.4,1023,131178,13,11,1978,13/11/1978
2185,AUSL,2185_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,29.3,39.4,900,271278,27,12,1978,27/12/1978
1172,AUSR,1172_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,30.5,39.4,822,31178,3,11,1978,3/11/1978
1952,AUSR,1952_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,30.5,39.4,930,131278,13,12,1978,13/12/1978
2161,AUSL,2161_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,30.8,39.4,1122,181278,18,12,1978,18/12/1978
1721,AUSL,1721_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,32.1,39.4,1456,301178,30,11,1978,30/11/1978
1455,AUSR,1455_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,32.4,39.4,1646,151178,15,11,1978,15/11/1978
1865,AUSR,1865_R,Pogona,minor,Pogona minor,UNK,UNK,UNK,33.9,39.4,724,91278,9,12,1978,9/12/1978
1741,AUSL,1741_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,34.5,39.4,1717,11278,1,12,1978,1/12/1978
1119,AUSR,1119_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,26.5,39.5,1012,11178,1,11,1978,1/11/1978
2155,AUSL,2155_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,28.8,39.5,940,181278,18,12,1978,18/12/1978
1863,AUSR,1863_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,38.4,39.5,1710,81278,8,12,1978,8/12/1978
2200,AUSL,2200_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,25.4,39.6,839,281278,28,12,1978,28/12/1978
2102,AUSL,2102_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,27.8,39.6,1015,171278,17,12,1978,17/12/1978
2163,AUSL,2163_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,31,39.6,1145,181278,18,12,1978,18/12/1978
2188,AUSL,2188_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,31.4,39.6,955,271278,27,12,1978,27/12/1978
1647,AUSL,1647_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,31.6,39.6,1629,281178,28,11,1978,28/11/1978
1732,AUSL,1732_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,31.7,39.6,900,11278,1,12,1978,1/12/1978
1262,AUSL,1262_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,32.4,39.6,920,71178,7,11,1978,7/11/1978
1557,AUSR,1557_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,22.2,39.7,948,191178,19,11,1978,19/11/1978
1536,AUSR,1536_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,24.6,39.7,1038,181178,18,11,1978,18/11/1978
1374,AUSL,1374_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,26.4,39.7,1035,131178,13,11,1978,13/11/1978
1544,AUSR,1544_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,27.3,39.7,1620,181178,18,11,1978,18/11/1978
2143,AUSL,2143_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,27.7,39.7,940,181278,18,12,1978,18/12/1978
1190,AUSR,1190_R,Varanus,eremius,Varanus eremius,UNK,UNK,UNK,28,39.7,825,41178,4,11,1978,4/11/1978
2091,AUSL,2091_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,28.6,39.7,1136,171278,17,12,1978,17/12/1978
1348,AUSL,1348_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,25.8,39.8,1218,121178,12,11,1978,12/11/1978
2101,AUSL,2101_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,26.4,39.8,1000,171278,17,12,1978,17/12/1978
1630,AUSL,1630_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,26.6,39.8,811,281178,28,11,1978,28/11/1978
2217,AUSR,2217_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,29.3,39.8,852,291278,29,12,1978,29/12/1978
1243,AUSL,1243_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,31.1,39.8,1709,61178,6,11,1978,6/11/1978
1151,AUSR,1151_R,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,32,39.8,1328,21178,2,11,1978,2/11/1978
2045,AUSL,2045_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,28,39.9,1025,161278,16,12,1978,16/12/1978
1124,AUSR,1124_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,30.5,39.9,1128,11178,1,11,1978,1/11/1978
2157,AUSL,2157_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,31.4,39.9,1140,181278,18,12,1978,18/12/1978
1805,AUSR,1805_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,20.5,40,906,41278,4,12,1978,4/12/1978
1554,AUSR,1554_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,21.9,40,900,191178,19,11,1978,19/11/1978
1560,AUSR,1560_R,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,24.4,40,1125,191178,19,11,1978,19/11/1978
1635,AUSL,1635_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,26.6,40,1045,281178,28,11,1978,28/11/1978
1632,AUSL,1632_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,26.9,40,858,281178,28,11,1978,28/11/1978
1542,AUSR,1542_R,Ctenophorus,fordi,Ctenophorus fordi,UNK,UNK,UNK,27.1,40,1447,181178,18,11,1978,18/11/1978
1191,AUSR,1191_R,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,29.3,40,834,41178,4,11,1978,4/11/1978
2114,AUSL,2114_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,32.3,40,1629,171278,17,12,1978,17/12/1978
1666,AUSL,1666_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,22.5,40.1,914,291178,29,11,1978,29/11/1978
2088,AUSL,2088_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,30.5,40.1,1107,171278,17,12,1978,17/12/1978
1349,AUSL,1349_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,25.8,40.2,1220,121178,12,11,1978,12/11/1978
