Number,site,ID,Genus,species,Genus species,Sex_old,Age_est,Sex,at,bt,time_orig,Date,Day,Month,yr,date
1027,AUSL,1027_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,22.5,34,1436,271078,27,10,1978,27/10/1978
1018,AUSL,1018_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,22.5,34,1135,271078,27,10,1978,27/10/1978
941,AUSR,941_R,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,22.9,34,921,191078,19,10,1978,19/10/1978
836,AUSR,836_R,Moloch,horridus,Moloch horridus,M ,Adult,MALE,23.4,34,1123,210878,21,8,1978,21/8/1978
1933,AUSR,1933_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,28,34,1056,121278,12,12,1978,12/12/1978
1934,AUSR,1934_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,28.6,34,1108,121278,12,12,1978,12/12/1978
1711,AUSL,1711_L,Cryptoblepharus,buchananii,Cryptoblepharus buchananii,UNK,UNK,UNK,29,34,1031,301178,30,11,1978,30/11/1978
1152,AUSR,1152_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,29.4,34,1723,21178,2,11,1978,2/11/1978
2010,AUSR,2010_R,Lophognathus,longirostris,Lophognathus longirostris,J ,Juvenile,UNK,29.6,34,1157,151278,15,12,1978,15/12/1978
2060,AUSL,2060_L,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,30.2,34,1640,161278,16,12,1978,16/12/1978
945,AUSR,945_R,Ctenophorus,isolepis,Ctenophorus isolepis,J ,Juvenile,UNK,24.2,34.1,1030,191078,19,10,1978,19/10/1978
1129,AUSR,1129_R,Varanus,tristis,Varanus tristis,UNK,UNK,UNK,27.2,34.1,1645,11178,1,11,1978,1/11/1978
2255,AUSR,2255_R,Gehyra,variegata,Gehyra variegata,M ,Adult,MALE,33.6,34.1,1952,301278,30,12,1978,30/12/1978
1972,AUSR,1972_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,34.2,34.1,1025,141278,14,12,1978,14/12/1978
1321,AUSL,1321_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,19.8,34.2,903,121178,12,11,1978,12/11/1978
1376,AUSL,1376_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,19.8,34.2,805,131178,13,11,1978,13/11/1978
1445,AUSR,1445_R,Lophognathus,longirostris,Lophognathus longirostris,UNK,UNK,UNK,24.3,34.2,755,151178,15,11,1978,15/11/1978
1563,AUSR,1563_R,Varanus,tristis,Varanus tristis,F ,Adult,FEMALE,26.2,34.2,1640,191178,19,11,1978,19/11/1978
1619,AUSL,1619_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,26.4,34.2,720,221178,22,11,1978,22/11/1978
1389,AUSL,1389_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,28.4,34.2,1355,131178,13,11,1978,13/11/1978
1603,AUSR,1603_R,Ctenotus,piankai,Ctenotus piankai,UNK,UNK,UNK,29.3,34.2,852,211178,21,11,1978,21/11/1978
1388,AUSL,1388_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,,34.2,1035,131178,13,11,1978,13/11/1978
863,AUSR,863_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,18.7,34.3,1240,250878,25,8,1978,25/8/1978
1790,AUSR,1790_R,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,22,34.3,1255,31278,3,12,1978,3/12/1978
1539,AUSR,1539_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,25.2,34.3,1238,181178,18,11,1978,18/11/1978
1146,AUSR,1146_R,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,25.3,34.3,842,21178,2,11,1978,2/11/1978
1214,AUSR,1214_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,26.7,34.3,1004,51178,5,11,1978,5/11/1978
1101,AUSR,1101_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,28.1,34.3,1115,311078,31,10,1978,31/10/1978
2085,AUSL,2085_L,Ctenotus,ariadnae,Ctenotus ariadnae,UNK,UNK,UNK,29.1,34.3,1058,171278,17,12,1978,17/12/1978
1763,AUSL,1763_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,21,34.4,940,21278,2,12,1978,2/12/1978
913,AUSL,913_L,Ctenotus,calurus,Ctenotus calurus,J ,Juvenile,UNK,21.2,34.4,1250,151078,15,10,1978,15/10/1978
980,AUSL,980_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,21.7,34.4,735,251078,25,10,1978,25/10/1978
2075,AUSL,2075_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,24,34.4,854,171278,17,12,1978,17/12/1978
1100,AUSR,1100_R,Varanus,tristis,Varanus tristis,M ,Adult,MALE,24.8,34.4,923,311078,31,10,1978,31/10/1978
1122,AUSR,1122_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,26.4,34.4,1025,11178,1,11,1978,1/11/1978
1621,AUSL,1621_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,27.6,34.4,750,221178,22,11,1978,22/11/1978
2053,AUSL,2053_L,Cryptoblepharus,buchananii,Cryptoblepharus buchananii,UNK,UNK,UNK,28.9,34.4,1157,161278,16,12,1978,16/12/1978
2175,AUSL,2175_L,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,30.8,34.4,840,261278,26,12,1978,26/12/1978
2278,AUSR,2278_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,34,34.4,2020,311278,31,12,1978,31/12/1978
1970,AUSR,1970_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,36.8,34.4,1007,141278,14,12,1978,14/12/1978
874,AUSR,874_R,Ctenophorus,nuchalis,Ctenophorus nuchalis,UNK,UNK,UNK,21,34.5,1448,270878,27,8,1978,27/8/1978
1032,AUSL,1032_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,22.2,34.5,1430,271078,27,10,1978,27/10/1978
856,AUSL,856_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,23,34.5,1426,240878,24,8,1978,24/8/1978
1676,AUSL,1676_L,Pogona,minor,Pogona minor,J ,Juvenile,UNK,28.3,34.5,1428,291178,29,11,1978,29/11/1978
1279,AUSL,1279_L,Varanus,tristis,Varanus tristis,F ,Adult,FEMALE,30.8,34.5,1745,71178,7,11,1978,7/11/1978
2249,AUSR,2249_R,Pogona,minor,Pogona minor,UNK,UNK,UNK,31,34.5,855,301278,30,12,1978,30/12/1978
2283,AUSR,2283_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,33.7,34.5,2103,311278,31,12,1978,31/12/1978
1871,AUSR,1871_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,35,34.5,1745,91278,9,12,1978,9/12/1978
884,AUSR,884_R,Lophognathus,longirostris,Lophognathus longirostris,J ,Juvenile,UNK,19.9,34.6,1001,300878,30,8,1978,30/8/1978
1927,AUSR,1927_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,21.2,34.6,835,121278,12,12,1978,12/12/1978
1022,AUSL,1022_L,Ctenotus,schomburgkii,Ctenotus schomburgkii,UNK,UNK,UNK,21.7,34.6,1350,271078,27,10,1978,27/10/1978
2096,AUSL,2096_L,Cryptoblepharus,buchananii,Cryptoblepharus buchananii,UNK,UNK,UNK,22.2,34.6,837,171278,17,12,1978,17/12/1978
2038,AUSL,2038_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,23,34.6,847,161278,16,12,1978,16/12/1978
2214,AUSR,2214_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,24.5,34.6,725,291278,29,12,1978,29/12/1978
1410,AUSL,1410_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,25.3,34.6,908,141178,14,11,1978,14/11/1978
1674,AUSL,1674_L,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,26.5,34.6,1100,291178,29,11,1978,29/11/1978
1454,AUSR,1454_R,Ctenotus,pantherinus,Ctenotus pantherinus,UNK,UNK,UNK,30.3,34.6,1155,151178,15,11,1978,15/11/1978
2153,AUSL,2153_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,34.6,34.6,917,181278,18,12,1978,18/12/1978
907,AUSL,907_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,14.9,34.7,905,151078,15,10,1978,15/10/1978
2213,AUSR,2213_R,Lophognathus,longirostris,Lophognathus longirostris,UNK,UNK,UNK,24.3,34.7,715,291278,29,12,1978,29/12/1978
1085,AUSR,1085_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,24.8,34.7,1000,301078,30,10,1978,30/10/1978
1555,AUSR,1555_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,25.1,34.7,930,191178,19,11,1978,19/11/1978
2169,AUSL,2169_L,Ctenotus,calurus,Ctenotus calurus,B ,Yearling,UNK,26.4,34.7,916,251278,25,12,1978,25/12/1978
974,AUSL,974_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,27,34.7,1129,241078,24,10,1978,24/10/1978
2104,AUSL,2104_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,27.5,34.7,1045,171278,17,12,1978,17/12/1978
1937,AUSR,1937_R,Varanus,gouldii,Varanus gouldii,UNK,UNK,UNK,29,34.7,1750,121278,12,12,1978,12/12/1978
1850,AUSR,1850_R,Moloch,horridus,Moloch horridus,F ,Adult,FEMALE,30.2,34.7,754,81278,8,12,1978,8/12/1978
1968,AUSR,1968_R,Varanus,tristis,Varanus tristis,M ,Adult,MALE,35.6,34.7,905,141278,14,12,1978,14/12/1978
947,AUSR,947_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,25,34.8,1159,191078,19,10,1978,19/10/1978
1344,AUSL,1344_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,25,34.8,1205,121178,12,11,1978,12/11/1978
1149,AUSR,1149_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,30.2,34.8,945,21178,2,11,1978,2/11/1978
2264,AUSR,2264_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,32.4,34.9,1935,301278,30,12,1978,30/12/1978
1653,AUSL,1653_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,20,35,810,291178,29,11,1978,29/11/1978
1050,AUSL,1050_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,20.4,35,955,281078,28,10,1978,28/10/1978
1801,AUSR,1801_R,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,21.2,35,937,41278,4,12,1978,4/12/1978
1323,AUSL,1323_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,22,35,945,121178,12,11,1978,12/11/1978
1061,AUSL,1061_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,23,35,1537,281078,28,10,1978,28/10/1978
1120,AUSR,1120_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,24.5,35,1015,11178,1,11,1978,1/11/1978
1143,AUSR,1143_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,25.2,35,750,21178,2,11,1978,2/11/1978
1618,AUSL,1618_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,25.2,35,700,221178,22,11,1978,22/11/1978
2000,AUSR,2000_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,26.7,35,826,151278,15,12,1978,15/12/1978
1125,AUSR,1125_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,27.5,35,1108,11178,1,11,1978,1/11/1978
1849,AUSR,1849_R,Ctenophorus,clayi,Ctenophorus clayi,F ,Adult,FEMALE,30,35,740,81278,8,12,1978,8/12/1978
1893,AUSR,1893_R,Moloch,horridus,Moloch horridus,M ,Adult,MALE,30,35,1143,101278,10,12,1978,10/12/1978
1835,AUSE,1835_E,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,32.3,35,1000,71278,7,12,1978,7/12/1978
2279,AUSR,2279_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,34.5,35,2033,311278,31,12,1978,31/12/1978
1428,AUSL,1428_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,24.8,35.1,955,141178,14,11,1978,14/11/1978
2011,AUSI,2011_I,Varanus,gouldii,Varanus gouldii,M ,Adult,MALE,28.8,35.1,1314,151278,15,12,1978,15/12/1978
2256,AUSR,2256_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,33.5,35.1,1956,301278,30,12,1978,30/12/1978
1391,AUSL,1391_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,26.4,35.2,1403,131178,13,11,1978,13/11/1978
959,AUSR,959_R,Moloch,horridus,Moloch horridus,F ,Adult,FEMALE,26.9,35.2,840,211078,21,10,1978,21/10/1978
1115,AUSR,1115_R,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,27.8,35.2,1118,11178,1,11,1978,1/11/1978
1126,AUSR,1126_R,Lophognathus,longirostris,Lophognathus longirostris,UNK,UNK,UNK,28,35.2,1335,11178,1,11,1978,1/11/1978
2252,AUSR,2252_R,Gehyra,variegata,Gehyra variegata,M ,Adult,MALE,31.9,35.2,1941,301278,30,12,1978,30/12/1978
811,AUSD,811_D,Lophognathus,longirostris,Lophognathus longirostris,J ,Juvenile,UNK,19.9,35.3,951,170878,17,8,1978,17/8/1978
1097,AUSR,1097_R,Ctenotus,quatt,Ctenotus quatt,B ,Yearling,UNK,20.1,35.3,743,311078,31,10,1978,31/10/1978
1755,AUSL,1755_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,21.6,35.3,815,21278,2,12,1978,2/12/1978
942,AUSR,942_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,23.1,35.3,940,191078,19,10,1978,19/10/1978
2041,AUSL,2041_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,24,35.3,923,161278,16,12,1978,16/12/1978
1419,AUSL,1419_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,26,35.3,1130,141178,14,11,1978,14/11/1978
1999,AUSR,1999_R,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,26.4,35.3,810,151278,15,12,1978,15/12/1978
1578,AUSR,1578_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,31.3,35.3,1635,201178,20,11,1978,20/11/1978
814,AUSD,814_D,Ctenophorus,isolepis,Ctenophorus isolepis,J ,Juvenile,UNK,21.6,35.4,1128,180878,18,8,1978,18/8/1978
871,AUSR,871_R,Moloch,horridus,Moloch horridus,M ,Adult,MALE,23.6,35.4,1310,270878,27,8,1978,27/8/1978
1415,AUSL,1415_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,25.4,35.4,1050,141178,14,11,1978,14/11/1978
1643,AUSL,1643_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,27.2,35.4,924,281178,28,11,1978,28/11/1978
1102,AUSR,1102_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,27.4,35.4,1123,311078,31,10,1978,31/10/1978
998,AUSL,998_L,Ctenotus,schomburgkii,Ctenotus schomburgkii,UNK,UNK,UNK,29,35.4,1044,251078,25,10,1978,25/10/1978
1622,AUSL,1622_L,Ctenotus,schomburgkii,Ctenotus schomburgkii,UNK,UNK,UNK,29,35.4,820,221178,22,11,1978,22/11/1978
1889,AUSR,1889_R,Ctenophorus,clayi,Ctenophorus clayi,M ,Adult,MALE,29.5,35.4,1023,101278,10,12,1978,10/12/1978
1276,AUSL,1276_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,32.8,35.4,1732,71178,7,11,1978,7/11/1978
1837,AUSE,1837_E,Lophognathus,longirostris,Lophognathus longirostris,F ,Adult,FEMALE,,35.4,1000,71278,7,12,1978,7/12/1978
1046,AUSL,1046_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,18.8,35.5,815,281078,28,10,1978,28/10/1978
1662,AUSL,1662_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,20.8,35.5,811,291178,29,11,1978,29/11/1978
1111,AUSR,1111_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,22.4,35.5,807,11178,1,11,1978,1/11/1978
1026,AUSL,1026_L,Ctenotus,quatt,Ctenotus quatt,J ,Juvenile,UNK,22.7,35.5,1428,271078,27,10,1978,27/10/1978
1063,AUSL,1063_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,24.4,35.5,1555,281078,28,10,1978,28/10/1978
1066,AUSL,1066_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,24.5,35.5,1630,281078,28,10,1978,28/10/1978
1720,AUSL,1720_L,Pogona,minor,Pogona minor,UNK,UNK,UNK,31.2,35.5,1033,301178,30,11,1978,30/11/1978
2246,AUSR,2246_R,Moloch,horridus,Moloch horridus,M ,Adult,MALE,31.7,35.5,846,301278,30,12,1978,30/12/1978
1175,AUSR,1175_R,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,33.6,35.5,1640,31178,3,11,1978,3/11/1978
2276,AUSR,2276_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,34.7,35.5,1950,311278,31,12,1978,31/12/1978
873,AUSR,873_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,20.2,35.6,1334,270878,27,8,1978,27/8/1978
846,AUSL,846_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,20.6,35.6,1002,240878,24,8,1978,24/8/1978
1322,AUSL,1322_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,21,35.6,920,121178,12,11,1978,12/11/1978
949,AUSR,949_R,Ctenotus,dux,Ctenotus dux,B ,Yearling,UNK,22.2,35.6,840,201078,20,10,1978,20/10/1978
1427,AUSL,1427_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,24.8,35.6,953,141178,14,11,1978,14/11/1978
2137,AUSL,2137_L,Ctenotus,quatt,Ctenotus quatt,B ,Yearling,UNK,26.7,35.6,917,181278,18,12,1978,18/12/1978
2123,AUSL,2123_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,28.2,35.6,1715,171278,17,12,1978,17/12/1978
1646,AUSL,1646_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,30.1,35.6,1627,281178,28,11,1978,28/11/1978
1127,AUSR,1127_R,Lophognathus,longirostris,Lophognathus longirostris,UNK,UNK,UNK,31.1,35.6,1342,11178,1,11,1978,1/11/1978
2262,AUSR,2262_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,32,35.6,2021,301278,30,12,1978,30/12/1978
2223,AUSR,2223_R,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,32.5,35.6,1740,291278,29,12,1978,29/12/1978
1742,AUSL,1742_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,33.7,35.6,1724,11278,1,12,1978,1/12/1978
956,AUSR,956_R,Ctenotus,dux,Ctenotus dux,B ,Yearling,UNK,24.4,35.7,747,211078,21,10,1978,21/10/1978
2080,AUSL,2080_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,24.7,35.7,954,171278,17,12,1978,17/12/1978
1708,AUSL,1708_L,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,27,35.7,958,301178,30,11,1978,30/11/1978
1610,AUSL,1610_L,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,32.4,35.7,1540,211178,21,11,1978,21/11/1978
1851,AUSR,1851_R,Morethia,butleri,Morethia butleri,UNK,UNK,UNK,34,35.7,845,81278,8,12,1978,8/12/1978
1307,AUSL,1307_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,21.8,35.8,1530,111178,11,11,1978,11/11/1978
1558,AUSR,1558_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,22.6,35.8,1000,191178,19,11,1978,19/11/1978
1673,AUSL,1673_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,23.9,35.8,1033,291178,29,11,1978,29/11/1978
1059,AUSL,1059_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,24.5,35.8,1530,281078,28,10,1978,28/10/1978
1705,AUSL,1705_L,Pogona,minor,Pogona minor,UNK,UNK,UNK,28.3,35.8,923,301178,30,11,1978,30/11/1978
2063,AUSL,2063_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,29.2,35.8,1710,161278,16,12,1978,16/12/1978
2186,AUSL,2186_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,29.2,35.8,905,271278,27,12,1978,27/12/1978
2245,AUSR,2245_R,Varanus,tristis,Varanus tristis,M ,Adult,MALE,31.3,35.8,830,301278,30,12,1978,30/12/1978
2206,AUSR,2206_R,Ctenotus,quatt,Ctenotus quatt,M ,Adult,MALE,31.7,35.8,1600,281278,28,12,1978,28/12/1978
2122,AUSL,2122_L,Ctenophorus,isolepis,Ctenophorus isolepis,B ,Yearling,UNK,31.9,35.8,1642,171278,17,12,1978,17/12/1978
1273,AUSL,1273_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,32,35.8,1722,71178,7,11,1978,7/11/1978
2274,AUSR,2274_R,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,37,35.8,1837,311278,31,12,1978,31/12/1978
1324,AUSL,1324_L,Ctenophorus,isolepis,Ctenophorus isolepis,JF,Juvenile,FEMALE,21,35.9,1020,121178,12,11,1978,12/11/1978
872,AUSR,872_R,Ctenophorus,clayi,Ctenophorus clayi,UNK,UNK,UNK,22,35.9,1328,270878,27,8,1978,27/8/1978
1351,AUSL,1351_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,22.8,35.9,1641,121178,12,11,1978,12/11/1978
864,AUSR,864_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,17.6,36,1250,250878,25,8,1978,25/8/1978
1301,AUSL,1301_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,21.8,36,1250,111178,11,11,1978,11/11/1978
1329,AUSL,1329_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,22.2,36,1120,121178,12,11,1978,12/11/1978
1792,AUSR,1792_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,22.2,36,1330,31278,3,12,1978,3/12/1978
1384,AUSL,1384_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,24,36,950,131178,13,11,1978,13/11/1978
1715,AUSL,1715_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,24,36,802,301178,30,11,1978,30/11/1978
1060,AUSL,1060_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,24.4,36,1535,281078,28,10,1978,28/10/1978
1768,AUSR,1768_R,Lophognathus,longirostris,Lophognathus longirostris,UNK,UNK,UNK,26,36,1706,21278,2,12,1978,2/12/1978
1104,AUSR,1104_R,Ctenotus,piankai,Ctenotus piankai,UNK,UNK,UNK,27,36,1218,311078,31,10,1978,31/10/1978
2156,AUSL,2156_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,28.6,36,1010,181278,18,12,1978,18/12/1978
1691,AUSL,1691_L,Gehyra,variegata,Gehyra variegata,B ,Yearling,UNK,29.8,36,1658,291178,29,11,1978,29/11/1978
2106,AUSL,2106_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,30.4,36,1227,171278,17,12,1978,17/12/1978
2108,AUSL,2108_L,Ctenotus,ariadnae,Ctenotus ariadnae,UNK,UNK,UNK,30.4,36,1210,171278,17,12,1978,17/12/1978
1890,AUSR,1890_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,30.7,36,1034,101278,10,12,1978,10/12/1978
2247,AUSR,2247_R,Ctenotus,quatt,Ctenotus quatt,B ,Yearling,UNK,33.3,36,925,301278,30,12,1978,30/12/1978
1956,AUSR,1956_R,Ctenotus,pantherinus,Ctenotus pantherinus,UNK,UNK,UNK,33.7,36,1635,131278,13,12,1978,13/12/1978
1703,AUSL,1703_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,25,36.1,901,301178,30,11,1978,30/11/1978
2204,AUSL,2204_L,Ctenotus,quatt,Ctenotus quatt,B ,Yearling,UNK,28.6,36.1,1023,281278,28,12,1978,28/12/1978
1951,AUSR,1951_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,28.8,36.1,923,131278,13,12,1978,13/12/1978
898,AUSR,898_R,Ctenophorus,isolepis,Ctenophorus isolepis,J ,Juvenile,UNK,22.4,36.2,1320,310878,31,8,1978,31/8/1978
984,AUSL,984_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,22.6,36.2,752,251078,25,10,1978,25/10/1978
1047,AUSL,1047_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,23.8,36.2,925,281078,28,10,1978,28/10/1978
2198,AUSL,2198_L,Ctenophorus,isolepis,Ctenophorus isolepis,B ,Yearling,UNK,23.9,36.2,811,281278,28,12,1978,28/12/1978
1656,AUSL,1656_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,24.9,36.2,1020,291178,29,11,1978,29/11/1978
990,AUSL,990_L,Ctenophorus,isolepis,Ctenophorus isolepis,JF,Juvenile,FEMALE,25.3,36.2,827,251078,25,10,1978,25/10/1978
1615,AUSL,1615_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,26,36.2,710,221178,22,11,1978,22/11/1978
1884,AUSR,1884_R,Ctenophorus,clayi,Ctenophorus clayi,F ,Adult,FEMALE,26.1,36.2,800,101278,10,12,1978,10/12/1978
1390,AUSL,1390_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,28,36.2,1400,131178,13,11,1978,13/11/1978
964,AUSR,964_R,Varanus,tristis,Varanus tristis,UNK,UNK,UNK,30,36.2,1730,211078,21,10,1978,21/10/1978
1457,AUSR,1457_R,Varanus,tristis,Varanus tristis,M ,Adult,MALE,30.7,36.2,1659,151178,15,11,1978,15/11/1978
2272,AUSR,2272_R,Moloch,horridus,Moloch horridus,F ,Adult,FEMALE,35.4,36.2,805,311278,31,12,1978,31/12/1978
812,AUSD,812_D,Ctenophorus,isolepis,Ctenophorus isolepis,B ,Yearling,UNK,18.5,36.3,1011,170878,17,8,1978,17/8/1978
918,AUSL,918_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,23.6,36.3,1604,151078,15,10,1978,15/10/1978
1567,AUSR,1567_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,27.4,36.3,845,201178,20,11,1978,20/11/1978
976,AUSL,976_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,28,36.3,1316,241078,24,10,1978,24/10/1978
963,AUSR,963_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,31.3,36.3,1550,211078,21,10,1978,21/10/1978
