"","Region","Number","Site","Genus_species","dmy","time_orig","year_cat","Sex","Tb","Ta"
"2517","KAL",18522,"KLK","Trachylepis_sparsa",1970-03-13,"1110","1970","M",32.1,33.1
"2518","KAL",18659,"KLB","Trachylepis_sparsa",1970-04-05,"2055","1970","F",24,24.8
"2519","KAL",18671,"KLB","Trachylepis_sparsa",1970-04-06,"1124","1970","M",27.1,37.2
"2520","KAL",18717,"KLX","Trachylepis_sparsa",1970-04-13,"932","1970","F",25.3,36
"2521","KAL",18725,"KLX","Trachylepis_sparsa",1970-04-13,"933","1970","F",26.7,33.8
"2522","KAL",18772,"KLX","Trachylepis_sparsa",1970-04-14,"1046","1970","F",36.8,33.7
"2523","KAL",18777,"KLX","Trachylepis_sparsa",1970-04-14,"1112","1970","F",27.3,32.7
"2524","KAL",19334,"KLL","Trachylepis_sparsa",1970-05-11,"1333","1970","F",22.2,35.1
"2525","KAL",19367,"KLK","Trachylepis_sparsa",1970-05-12,"1512","1970","J",26.5,NA
"2526","KAL",19424,"KLK","Trachylepis_sparsa",1970-05-13,"1144","1970","M",23.4,35.2
"2527","KAL",19476,"KLB","Trachylepis_sparsa",1970-05-15,"1245","1970","F",24.4,NA
"2528","KAL",20056,"KLL","Trachylepis_sparsa",1970-07-04,"1515","1970","M",22.6,NA
"2529","KAL",20064,"KLL","Trachylepis_sparsa",1970-07-05,"1403","1970","M",24.8,NA
"2530","KAL",20460,"KLK","Trachylepis_sparsa",1970-08-09,"1250","1970","F",18.2,NA
"2531","KAL",20513,"KLX","Trachylepis_sparsa",1970-08-14,"1157","1970","M",25.7,NA
"2532","KAL",20773,"KLB","Trachylepis_sparsa",1970-09-07,"1226","1970","M",27.3,35.9
"2533","KAL",20890,"KLK","Trachylepis_sparsa",1970-09-12,"1423","1970","M",31.8,36.9
"2534","KAL",21681,"KLI","Trachylepis_sparsa",1970-10-14,"1212","1970","M",34.7,28.3
"2535","KAL",15664,"KLB","Trachylepis_sparsa",1969-12-28,"1402","1969","F",37.4,NA
"2536","KAL",19434,"KLK","Trachylepis_sparsa",1970-05-13,"1232","1970","J",25.5,NA
"2537","KAL",18469,"KLK","Trachylepis_sparsa",1970-03-13,"1030","1970","F",30.8,35.4
"2538","KAL",17092,"KLB","Trachylepis_sparsa",1970-02-08,"1058","1970","J",29.4,NA
"2539","KAL",18438,"KLK","Trachylepis_sparsa",1970-03-13,"931","1970","M",27.4,34.4
"2540","KAL",19423,"KLK","Trachylepis_sparsa",1970-05-13,"1129","1970","J",24.1,NA
"2541","KAL",20086,"KLL","Trachylepis_sparsa",1970-07-05,"1219","1970","F",21.8,31
"2542","KAL",20191,"KLB","Trachylepis_sparsa",1970-07-08,"1433","1970","F",24.2,33.2
"2543","KAL",20238,"KLB","Trachylepis_sparsa",1970-07-09,"1345","1970","F",22.9,34.1
"2544","KAL",18378,"KLK","Trachylepis_sparsa",1970-03-12,"1755","1970","M",32.1,35.5
"2545","KAL",19648,"KLX","Trachylepis_sparsa",1970-05-21,"1135","1970","M",25.1,NA
"2546","KAL",20054,"KLL","Trachylepis_sparsa",1970-07-04,"1445","1970","M",21,35.6
"2547","KAL",20169,"KLB","Trachylepis_sparsa",1970-07-08,"1245","1970","M",23.7,34.8
"2548","KAL",20554,"KLX","Trachylepis_sparsa",1970-08-15,"1343","1970","M",22.8,34.5
"2549","KAL",20789,"KLB","Trachylepis_sparsa",1970-09-07,"1533","1970","M",29.8,35.7
"2550","KAL",15133,"KLK","Trachylepis_sparsa",1969-11-30,"1130","1969","F",36.3,36.2
"2551","KAL",16780,"KLL","Trachylepis_sparsa",1970-02-04,"1144","1970","M",23.3,26
"2552","KAL",18248,"KLL","Trachylepis_sparsa",1970-03-11,"1050","1970","F",31.4,32.9
"2553","KAL",18716,"KLX","Trachylepis_sparsa",1970-04-13,"916","1970","F",24.3,33.9
"2554","KAL",19516,"KLB","Trachylepis_sparsa",1970-05-16,"1331","1970","F",29.7,35.5
"2555","KAL",19647,"KLX","Trachylepis_sparsa",1970-05-21,"1135","1970","F",25.1,NA
"2556","KAL",20897,"KLK","Trachylepis_sparsa",1970-09-13,"1229","1970","F",25.7,NA
"2557","KAL",20114,"KLK","Trachylepis_sparsa",1970-07-06,"1220","1970","J",22.5,NA
"2558","KAL",15109,"KLK","Trachylepis_sparsa",1969-11-29,"1600","1969","F",36.4,NA
"2559","KAL",17161,"KLM","Trachylepis_sparsa",1970-02-10,"942","1970","J",27.4,NA
"2560","KAL",18231,"KLL","Trachylepis_sparsa",1970-03-11,"1022","1970","J",31.3,NA
"2561","KAL",18453,"KLK","Trachylepis_sparsa",1970-03-13,"1012","1970","F",29.8,31.4
"2562","KAL",18660,"KLB","Trachylepis_sparsa",1970-04-06,"950","1970","F",25.4,33.7
"2563","KAL",18663,"KLB","Trachylepis_sparsa",1970-04-06,"957","1970","F",24.4,33
"2564","KAL",19426,"KLK","Trachylepis_sparsa",1970-05-13,"1150","1970","J",23.7,NA
"2565","KAL",19427,"KLK","Trachylepis_sparsa",1970-05-13,"1150","1970","M",23.7,34.7
"2566","KAL",19471,"KLB","Trachylepis_sparsa",1970-05-15,"1215","1970","M",23,NA
"2567","KAL",19554,"KLB","Trachylepis_sparsa",1970-05-15,"1243","1970","J",28.7,NA
"2568","KAL",19644,"KLX","Trachylepis_sparsa",1970-05-21,"1135","1970","F",25.1,NA
"2569","KAL",20015,"KLA","Trachylepis_sparsa",1970-07-03,"1430","1970","M",24.3,30.2
"2570","KAL",20078,"KLK","Trachylepis_sparsa",1970-07-06,"1205","1970","F",22.2,30.2
"2571","KAL",20121,"KLK","Trachylepis_sparsa",1970-07-06,"1609","1970","M",24.4,NA
"2572","KAL",20142,"KLK","Trachylepis_sparsa",1970-07-06,"1555","1970","M",25.2,34.8
"2573","KAL",20164,"KLB","Trachylepis_sparsa",1970-07-08,"1143","1970","J",23.3,NA
"2574","KAL",20172,"KLB","Trachylepis_sparsa",1970-07-08,"1333","1970","M",25.5,34.2
"2575","KAL",20792,"KLB","Trachylepis_sparsa",1970-09-07,"1543","1970","M",29.7,38.2
"2576","KAL",19390,"KLK","Trachylepis_sparsa",1970-05-12,"1431","1970","F",25,32.7
"2577","KAL",20430,"KLL","Trachylepis_sparsa",1970-08-05,"1305","1970","M",25.1,29.7
"2578","KAL",15939,"KLI","Trachylepis_sparsa",1970-01-05,"1753","1970","J",35.2,NA
"2579","KAL",18449,"KLK","Trachylepis_sparsa",1970-03-13,"952","1970","F",28.7,34.6
"2580","KAL",18726,"KLX","Trachylepis_sparsa",1970-04-13,"944","1970","J",28.8,33.8
"2581","KAL",19364,"KLK","Trachylepis_sparsa",1970-05-12,"1451","1970","M",24.5,33.6
"2582","KAL",19642,"KLX","Trachylepis_sparsa",1970-05-21,"1115","1970","M",25.1,NA
"2583","KAL",19649,"KLX","Trachylepis_sparsa",1970-05-21,"1135","1970","F",25.1,NA
"2584","KAL",20065,"KLL","Trachylepis_sparsa",1970-07-05,"1421","1970","F",25.8,NA
"2585","KAL",20068,"KLL","Trachylepis_sparsa",1970-07-05,NA,"1970","J",25.4,NA
"2586","KAL",20167,"KLB","Trachylepis_sparsa",1970-07-08,"1240","1970","M",22.8,30.9
"2587","KAL",19283,"KLL","Trachylepis_sparsa",1970-05-10,"1442","1970","F",22.1,36.1
"2588","KAL",19437,"KLK","Trachylepis_sparsa",1970-05-13,"1244","1970","J",24.6,35.8
"2589","KAL",20143,"KLK","Trachylepis_sparsa",1970-07-06,"1604","1970","M",25.3,NA
"2590","KAL",20879,"KLK","Trachylepis_sparsa",1970-09-12,"1258","1970","M",29.7,37.8
"2591","KAL",18404,"KLK","Trachylepis_sparsa",1970-03-12,"1804","1970","F",31.5,35.1
"2592","AUS",23263,"L","Ctenophorus isolepis",1989-11-18,"750","1989","F",32.9,18.9
"2593","AUS",23540,"L","Ctenophorus isolepis",1989-12-03,"750","1989","M",35.9,25.2
"2594","AUS",22818,"L","Ctenophorus isolepis",1989-10-04,"1625","1989","F",36.3,27.6
"2595","AUS",22820,"L","Ctenophorus isolepis",1989-10-05,"1600","1989","F",36.7,31.7
"2596","AUS",22865,"G","Ctenophorus isolepis",1989-10-13,"1630","1989","F",38.4,29
"2597","AUS",23294,"L","Ctenophorus isolepis",1989-11-20,"1610","1989","M",38.4,34.6
"2598","AUS",22978,"L","Ctenophorus isolepis",1989-10-29,"1030","1989","F",38.5,26.7
"2599","AUS",23220,"L","Ctenophorus isolepis",1989-11-13,"815","1989","M",38.6,25
"2600","AUS",22973,"L","Ctenophorus isolepis",1989-10-29,"820","1989","F",38.8,24.9
"2601","AUS",23011,"L","Ctenophorus isolepis",1989-11-04,"1210","1989","M",38.9,25.2
"2602","AUS",23272,"L","Ctenophorus isolepis",1989-11-19,"1005","1989","M",39.6,26.6
"2603","AUS",22976,"L","Ctenophorus isolepis",1989-10-29,"850","1989","M",39.7,25.5
"2604","AUS",22810,"L","Ctenophorus isolepis",1989-10-03,"1455","1989","UNK",40,22.4
"2605","AUS",22974,"L","Ctenophorus isolepis",1989-10-29,"830","1989","M",40.2,25.3
"2606","AUS",22846,"R","Ctenophorus isolepis",1989-10-10,"1040","1989","M",41.7,31
"2607","AUS",22975,"L","Ctenophorus isolepis",1989-10-29,"840","1989","F",42,25.5
"2608","AUS",23802,"L","Ctenophorus isolepis",1989-12-30,"946","1989","F",42.3,37.6
"2609","AUS",24185,"L","Ctenophorus isolepis",1990-01-28,"943","1990","M",34,24
"2610","AUS",25719,"R","Ctenophorus isolepis",1990-12-02,"1700","1990","UNK",34.5,33.6
"2611","AUS",24827,"L","Ctenophorus isolepis",1990-03-03,"915","1990","UNK",35.5,35.8
"2612","AUS",24273,"L","Ctenophorus isolepis",1990-02-04,"1800","1990","F",35.7,26
"2613","AUS",24235,"L","Ctenophorus isolepis",1990-02-01,"926","1990","F",36.5,19.2
"2614","AUS",24258,"L","Ctenophorus isolepis",1990-02-03,"912","1990","F",36.5,21
"2615","AUS",24646,"L","Ctenophorus isolepis",1990-02-25,"1455","1990","F",36.6,29.8
"2616","AUS",24282,"L","Ctenophorus isolepis",1990-02-05,"1110","1990","F",37.2,28.1
"2617","AUS",24384,"R","Ctenophorus isolepis",1990-02-14,"938","1990","F",37.3,30.5
"2618","AUS",24190,"L","Ctenophorus isolepis",1990-01-28,"1056","1990","F",37.6,25.5
"2619","AUS",24262,"L","Ctenophorus isolepis",1990-02-03,"926","1990","UNK",37.7,23.1
"2620","AUS",24269,"L","Ctenophorus isolepis",1990-02-04,"936","1990","F",37.8,21.6
"2621","AUS",24280,"L","Ctenophorus isolepis",1990-02-05,"1031","1990","M",37.9,26.7
"2622","AUS",24756,"L","Ctenophorus isolepis",1990-02-28,"930","1990","UNK",38,30
"2623","AUS",24267,"L","Ctenophorus isolepis",1990-02-04,"907","1990","M",38.1,21.5
"2624","AUS",24283,"L","Ctenophorus isolepis",1990-02-05,"1113","1990","M",38.1,28.6
"2625","AUS",24563,"R","Ctenophorus isolepis",1990-02-21,"1003","1990","F",38.1,33.9
"2626","AUS",24239,"L","Ctenophorus isolepis",1990-02-01,"947","1990","F",38.2,21.1
"2627","AUS",24234,"L","Ctenophorus isolepis",1990-02-01,"924","1990","M",38.3,19.2
"2628","AUS",24268,"L","Ctenophorus isolepis",1990-02-04,"929","1990","F",38.4,20.8
"2629","AUS",24212,"L","Ctenophorus isolepis",1990-01-29,"1046","1990","UNK",38.4,30.7
"2630","AUS",24694,"L","Ctenophorus isolepis",1990-02-26,"1639","1990","UNK",38.4,31.6
"2631","AUS",24301,"L","Ctenophorus isolepis",1990-02-07,"1205","1990","UNK",38.5,31.6
"2632","AUS",24638,"L","Ctenophorus isolepis",1990-02-25,"1348","1990","M",38.6,28.7
"2633","AUS",24237,"L","Ctenophorus isolepis",1990-02-01,"932","1990","M",38.9,19.3
"2634","AUS",24652,"L","Ctenophorus isolepis",1990-02-26,"931","1990","UNK",38.9,27.9
"2635","AUS",24104,"R","Ctenophorus isolepis",1990-01-25,"931","1990","UNK",39,22.8
"2636","AUS",24434,"R","Ctenophorus isolepis",1990-02-16,"1656","1990","F",39,27
"2637","AUS",24306,"L","Ctenophorus isolepis",1990-02-08,"900","1990","UNK",39,28.3
"2638","AUS",24601,"R","Ctenophorus isolepis",1990-02-22,"1610","1990","M",39,33
"2639","AUS",24270,"L","Ctenophorus isolepis",1990-02-04,"951","1990","M",39.1,22.1
"2640","AUS",24279,"L","Ctenophorus isolepis",1990-02-05,"1014","1990","F",39.1,25
"2641","AUS",24277,"L","Ctenophorus isolepis",1990-02-05,"1005","1990","F",39.1,25.6
"2642","AUS",24272,"L","Ctenophorus isolepis",1990-02-04,"1657","1990","F",39.2,27.4
"2643","AUS",24786,"L","Ctenophorus isolepis",1990-03-01,"1030","1990","UNK",39.5,31.5
"2644","AUS",24787,"L","Ctenophorus isolepis",1990-03-01,"1035","1990","UNK",39.5,32.5
"2645","AUS",24780,"L","Ctenophorus isolepis",1990-03-01,"1016","1990","UNK",39.5,34.2
"2646","AUS",24278,"L","Ctenophorus isolepis",1990-02-05,"1012","1990","M",39.6,24.9
"2647","AUS",24666,"L","Ctenophorus isolepis",1990-02-26,"1028","1990","UNK",39.6,28.4
"2648","AUS",24537,"R","Ctenophorus isolepis",1990-02-20,"944","1990","M",39.6,34
"2649","AUS",24847,"L","Ctenophorus isolepis",1990-03-04,"830","1990","F",39.8,35
"2650","AUS",24806,"L","Ctenophorus isolepis",1990-03-02,"936","1990","F",40,32.8
"2651","AUS",24757,"L","Ctenophorus isolepis",1990-02-28,"950","1990","UNK",40.3,31
"2652","AUS",24281,"L","Ctenophorus isolepis",1990-02-05,"1049","1990","F",40.4,27.7
"2653","AUS",24536,"R","Ctenophorus isolepis",1990-02-20,"941","1990","F",40.4,33.7
"2654","AUS",24292,"L","Ctenophorus isolepis",1990-02-06,"1041","1990","UNK",40.5,29.9
"2655","AUS",24284,"L","Ctenophorus isolepis",1990-02-05,"1115","1990","M",40.8,27.1
"2656","AUS",24824,"L","Ctenophorus isolepis",1990-03-03,"944","1990","F",41,36.4
"2657","AUS",809,"D","Ctenophorus isolepis",1978-08-17,"1505","1978","JF",30.3,23.3
"2658","AUS",1048,"L","Ctenophorus isolepis",1978-10-28,"950","1978","M ",30.5,22.2
"2659","AUS",1014,"L","Ctenophorus isolepis",1978-10-27,"1140","1978","J ",31,20
"2660","AUS",1300,"L","Ctenophorus isolepis",1978-11-11,"1245","1978","M ",31.2,20.8
"2661","AUS",834,"R","Ctenophorus isolepis",1978-08-21,"920","1978","J ",31.3,19.6
"2662","AUS",1660,"L","Ctenophorus isolepis",1978-11-29,"740","1978","UNK",31.3,19.9
"2663","AUS",1317,"L","Ctenophorus isolepis",1978-11-12,"750","1978","F ",31.4,18.7
"2664","AUS",857,"L","Ctenophorus isolepis",1978-08-24,"1430","1978","UNK",31.9,23.7
"2665","AUS",940,"R","Ctenophorus isolepis",1978-10-18,"945","1978","M ",32,19.7
"2666","AUS",1316,"L","Ctenophorus isolepis",1978-11-12,"746","1978","M ",32.1,16.5
"2667","AUS",806,"D","Ctenophorus isolepis",1978-08-17,"1243","1978","J ",32.2,23
"2668","AUS",906,"L","Ctenophorus isolepis",1978-10-15,"900","1978","F ",32.5,15.4
"2669","AUS",854,"L","Ctenophorus isolepis",1978-08-24,"1400","1978","UNK",32.5,22.7
"2670","AUS",1028,"L","Ctenophorus isolepis",1978-10-27,"1315","1978","UNK",32.5,25.5
"2671","AUS",1070,"R","Ctenophorus isolepis",1978-10-29,"1307","1978","F ",32.6,19.2
"2672","AUS",2039,"L","Ctenophorus isolepis",1978-12-16,"858","1978","B ",32.6,22.6
"2673","AUS",1082,"R","Ctenophorus isolepis",1978-10-30,"732","1978","F ",32.8,21
"2674","AUS",1377,"L","Ctenophorus isolepis",1978-11-13,"815","1978","UNK",32.8,21.4
"2675","AUS",1906,"R","Ctenophorus isolepis",1978-12-11,"708","1978","UNK",33.2,18.9
"2676","AUS",1081,"R","Ctenophorus isolepis",1978-10-30,"755","1978","M ",33.5,19.4
"2677","AUS",1299,"L","Ctenophorus isolepis",1978-11-11,"1223","1978","F ",33.6,21.6
"2678","AUS",1812,"R","Ctenophorus isolepis",1978-12-05,"715","1978","F ",33.6,23.6
"2679","AUS",2149,"L","Ctenophorus isolepis",1978-12-18,"755","1978","F ",33.6,23.6
"2680","AUS",2150,"L","Ctenophorus isolepis",1978-12-18,"758","1978","M ",33.6,23.6
"2681","AUS",1318,"L","Ctenophorus isolepis",1978-11-12,"900","1978","M ",33.7,20.2
"2682","AUS",1330,"L","Ctenophorus isolepis",1978-11-12,"1131","1978","F ",33.7,21.7
"2683","AUS",1297,"L","Ctenophorus isolepis",1978-11-11,"1200","1978","M ",33.8,23.2
"2684","AUS",1421,"L","Ctenophorus isolepis",1978-11-14,"906","1978","F ",33.8,24.6
"2685","AUS",1154,"R","Ctenophorus isolepis",1978-11-02,"1709","1978","UNK",33.8,29.2
"2686","AUS",1580,"R","Ctenophorus isolepis",1978-11-20,"1734","1978","F ",33.8,29.6
"2687","AUS",923,"L","Ctenophorus isolepis",1978-10-16,"806","1978","JM",34,18.3
"2688","AUS",1367,"L","Ctenophorus isolepis",1978-11-13,"813","1978","F ",34,19.7
"2689","AUS",1312,"L","Ctenophorus isolepis",1978-11-11,"1415","1978","UNK",34,21.2
"2690","AUS",1027,"L","Ctenophorus isolepis",1978-10-27,"1436","1978","M ",34,22.5
"2691","AUS",1018,"L","Ctenophorus isolepis",1978-10-27,"1135","1978","UNK",34,22.5
"2692","AUS",945,"R","Ctenophorus isolepis",1978-10-19,"1030","1978","J ",34.1,24.2
"2693","AUS",1321,"L","Ctenophorus isolepis",1978-11-12,"903","1978","M ",34.2,19.8
"2694","AUS",1376,"L","Ctenophorus isolepis",1978-11-13,"805","1978","UNK",34.2,19.8
"2695","AUS",1619,"L","Ctenophorus isolepis",1978-11-22,"720","1978","F ",34.2,26.4
"2696","AUS",1389,"L","Ctenophorus isolepis",1978-11-13,"1355","1978","F ",34.2,28.4
"2697","AUS",1388,"L","Ctenophorus isolepis",1978-11-13,"1035","1978","M ",34.2,NA
"2698","AUS",1763,"L","Ctenophorus isolepis",1978-12-02,"940","1978","M ",34.4,21
"2699","AUS",1621,"L","Ctenophorus isolepis",1978-11-22,"750","1978","F ",34.4,27.6
"2700","AUS",1032,"L","Ctenophorus isolepis",1978-10-27,"1430","1978","UNK",34.5,22.2
"2701","AUS",856,"L","Ctenophorus isolepis",1978-08-24,"1426","1978","UNK",34.5,23
"2702","AUS",1410,"L","Ctenophorus isolepis",1978-11-14,"908","1978","M ",34.6,25.3
"2703","AUS",907,"L","Ctenophorus isolepis",1978-10-15,"905","1978","F ",34.7,14.9
"2704","AUS",1344,"L","Ctenophorus isolepis",1978-11-12,"1205","1978","M ",34.8,25
"2705","AUS",1653,"L","Ctenophorus isolepis",1978-11-29,"810","1978","UNK",35,20
"2706","AUS",1050,"L","Ctenophorus isolepis",1978-10-28,"955","1978","UNK",35,20.4
"2707","AUS",1323,"L","Ctenophorus isolepis",1978-11-12,"945","1978","M ",35,22
"2708","AUS",1061,"L","Ctenophorus isolepis",1978-10-28,"1537","1978","F ",35,23
"2709","AUS",1120,"R","Ctenophorus isolepis",1978-11-01,"1015","1978","F ",35,24.5
"2710","AUS",1618,"L","Ctenophorus isolepis",1978-11-22,"700","1978","M ",35,25.2
"2711","AUS",1391,"L","Ctenophorus isolepis",1978-11-13,"1403","1978","F ",35.2,26.4
"2712","AUS",1755,"L","Ctenophorus isolepis",1978-12-02,"815","1978","F ",35.3,21.6
"2713","AUS",814,"D","Ctenophorus isolepis",1978-08-18,"1128","1978","J ",35.4,21.6
"2714","AUS",1643,"L","Ctenophorus isolepis",1978-11-28,"924","1978","F ",35.4,27.2
"2715","AUS",1276,"L","Ctenophorus isolepis",1978-11-07,"1732","1978","F ",35.4,32.8
"2716","AUS",1046,"L","Ctenophorus isolepis",1978-10-28,"815","1978","F ",35.5,18.8
"2717","AUS",1662,"L","Ctenophorus isolepis",1978-11-29,"811","1978","UNK",35.5,20.8
"2718","AUS",1063,"L","Ctenophorus isolepis",1978-10-28,"1555","1978","M ",35.5,24.4
"2719","AUS",1066,"L","Ctenophorus isolepis",1978-10-28,"1630","1978","F ",35.5,24.5
"2720","AUS",873,"R","Ctenophorus isolepis",1978-08-27,"1334","1978","M ",35.6,20.2
"2721","AUS",846,"L","Ctenophorus isolepis",1978-08-24,"1002","1978","M ",35.6,20.6
"2722","AUS",1322,"L","Ctenophorus isolepis",1978-11-12,"920","1978","M ",35.6,21
"2723","AUS",1427,"L","Ctenophorus isolepis",1978-11-14,"953","1978","F ",35.6,24.8
"2724","AUS",2123,"L","Ctenophorus isolepis",1978-12-17,"1715","1978","M ",35.6,28.2
"2725","AUS",1646,"L","Ctenophorus isolepis",1978-11-28,"1627","1978","UNK",35.6,30.1
"2726","AUS",1742,"L","Ctenophorus isolepis",1978-12-01,"1724","1978","M ",35.6,33.7
"2727","AUS",1307,"L","Ctenophorus isolepis",1978-11-11,"1530","1978","F ",35.8,21.8
"2728","AUS",1558,"R","Ctenophorus isolepis",1978-11-19,"1000","1978","F ",35.8,22.6
"2729","AUS",1673,"L","Ctenophorus isolepis",1978-11-29,"1033","1978","F ",35.8,23.9
"2730","AUS",1059,"L","Ctenophorus isolepis",1978-10-28,"1530","1978","M ",35.8,24.5
"2731","AUS",2063,"L","Ctenophorus isolepis",1978-12-16,"1710","1978","F ",35.8,29.2
"2732","AUS",2122,"L","Ctenophorus isolepis",1978-12-17,"1642","1978","B ",35.8,31.9
"2733","AUS",1273,"L","Ctenophorus isolepis",1978-11-07,"1722","1978","F ",35.8,32
"2734","AUS",1324,"L","Ctenophorus isolepis",1978-11-12,"1020","1978","JF",35.9,21
"2735","AUS",1351,"L","Ctenophorus isolepis",1978-11-12,"1641","1978","F ",35.9,22.8
"2736","AUS",864,"R","Ctenophorus isolepis",1978-08-25,"1250","1978","F ",36,17.6
"2737","AUS",1301,"L","Ctenophorus isolepis",1978-11-11,"1250","1978","M ",36,21.8
"2738","AUS",1329,"L","Ctenophorus isolepis",1978-11-12,"1120","1978","F ",36,22.2
"2739","AUS",1792,"R","Ctenophorus isolepis",1978-12-03,"1330","1978","F ",36,22.2
"2740","AUS",1384,"L","Ctenophorus isolepis",1978-11-13,"950","1978","F ",36,24
"2741","AUS",1715,"L","Ctenophorus isolepis",1978-11-30,"802","1978","M ",36,24
"2742","AUS",1060,"L","Ctenophorus isolepis",1978-10-28,"1535","1978","M ",36,24.4
"2743","AUS",898,"R","Ctenophorus isolepis",1978-08-31,"1320","1978","J ",36.2,22.4
"2744","AUS",1047,"L","Ctenophorus isolepis",1978-10-28,"925","1978","F ",36.2,23.8
"2745","AUS",2198,"L","Ctenophorus isolepis",1978-12-28,"811","1978","B ",36.2,23.9
"2746","AUS",990,"L","Ctenophorus isolepis",1978-10-25,"827","1978","JF",36.2,25.3
"2747","AUS",1615,"L","Ctenophorus isolepis",1978-11-22,"710","1978","M ",36.2,26
"2748","AUS",1390,"L","Ctenophorus isolepis",1978-11-13,"1400","1978","F ",36.2,28
"2749","AUS",812,"D","Ctenophorus isolepis",1978-08-17,"1011","1978","B ",36.3,18.5
"2750","AUS",918,"L","Ctenophorus isolepis",1978-10-15,"1604","1978","M ",36.3,23.6
"2751","AUS",1567,"R","Ctenophorus isolepis",1978-11-20,"845","1978","M ",36.3,27.4
"2752","AUS",924,"L","Ctenophorus isolepis",1978-10-16,"821","1978","M ",36.4,18.4
"2753","AUS",2054,"L","Ctenophorus isolepis",1978-12-16,"800","1978","M ",36.4,21.6
"2754","AUS",1031,"L","Ctenophorus isolepis",1978-10-27,"1420","1978","UNK",36.4,23.2
"2755","AUS",1352,"L","Ctenophorus isolepis",1978-11-12,"1625","1978","M ",36.4,25.2
"2756","AUS",1430,"L","Ctenophorus isolepis",1978-11-14,"1107","1978","M ",36.4,27.4
"2757","AUS",1277,"L","Ctenophorus isolepis",1978-11-07,"1743","1978","F ",36.4,32
"2758","AUS",1275,"L","Ctenophorus isolepis",1978-11-07,"1730","1978","F ",36.4,32.8
"2759","AUS",1265,"L","Ctenophorus isolepis",1978-11-07,"1635","1978","M ",36.4,33.6
"2760","AUS",1661,"L","Ctenophorus isolepis",1978-11-29,"806","1978","UNK",36.5,20.3
"2761","AUS",895,"R","Ctenophorus isolepis",1978-08-31,"1130","1978","M ",36.5,20.4
"2762","AUS",933,"L","Ctenophorus isolepis",1978-10-16,"924","1978","F ",36.5,20.4
"2763","AUS",1064,"L","Ctenophorus isolepis",1978-10-28,"1622","1978","F ",36.5,24
"2764","AUS",1109,"R","Ctenophorus isolepis",1978-10-31,"1637","1978","UNK",36.5,26.5
"2765","AUS",847,"L","Ctenophorus isolepis",1978-08-24,"1011","1978","M ",36.6,21
"2766","AUS",851,"L","Ctenophorus isolepis",1978-08-24,"1202","1978","M ",36.6,21.2
"2767","AUS",1446,"R","Ctenophorus isolepis",1978-11-15,"830","1978","F ",36.6,24.4
"2768","AUS",1628,"L","Ctenophorus isolepis",1978-11-28,"721","1978","F ",36.6,25.5
"2769","AUS",1342,"L","Ctenophorus isolepis",1978-11-12,"1150","1978","JF",36.6,26
"2770","AUS",1425,"L","Ctenophorus isolepis",1978-11-14,"1143","1978","F ",36.6,27
"2771","AUS",1636,"L","Ctenophorus isolepis",1978-11-28,"1055","1978","M ",36.6,28.2
"2772","AUS",2032,"L","Ctenophorus isolepis",1978-12-16,"811","1978","UNK",36.7,20.7
"2773","AUS",887,"R","Ctenophorus isolepis",1978-08-30,"1145","1978","J ",36.7,22
"2774","AUS",1670,"L","Ctenophorus isolepis",1978-11-29,"938","1978","F ",36.7,24.1
"2775","AUS",1269,"L","Ctenophorus isolepis",1978-11-07,"1655","1978","F ",36.7,33.8
"2776","AUS",817,"D","Ctenophorus isolepis",1978-08-18,"1450","1978","M ",36.8,20.9
"2777","AUS",1327,"L","Ctenophorus isolepis",1978-11-12,"1056","1978","JF",36.8,21.3
"2778","AUS",1417,"L","Ctenophorus isolepis",1978-11-14,"1110","1978","M ",36.8,25.7
"2779","AUS",1347,"L","Ctenophorus isolepis",1978-11-12,"1216","1978","JF",36.8,25.8
"2780","AUS",1387,"L","Ctenophorus isolepis",1978-11-13,"1012","1978","F ",36.8,25.8
"2781","AUS",1424,"L","Ctenophorus isolepis",1978-11-14,"1139","1978","M ",36.8,29.6
"2782","AUS",1171,"R","Ctenophorus isolepis",1978-11-03,"813","1978","M ",36.8,30
"2783","AUS",1738,"L","Ctenophorus isolepis",1978-12-01,"1700","1978","F ",36.8,34.3
"2784","AUS",1319,"L","Ctenophorus isolepis",1978-11-12,"923","1978","F ",36.9,22
"2785","AUS",1794,"R","Ctenophorus isolepis",1978-12-03,"1717","1978","F ",36.9,22.4
"2786","AUS",904,"L","Ctenophorus isolepis",1978-10-15,"845","1978","M ",37,15.7
"2787","AUS",911,"L","Ctenophorus isolepis",1978-10-15,"1050","1978","F ",37,17.6
"2788","AUS",1313,"L","Ctenophorus isolepis",1978-11-11,"1430","1978","F ",37,21.5
"2789","AUS",943,"R","Ctenophorus isolepis",1978-10-19,"953","1978","M ",37,24
"2790","AUS",855,"L","Ctenophorus isolepis",1978-08-24,"1405","1978","UNK",37,24.6
"2791","AUS",1383,"L","Ctenophorus isolepis",1978-11-13,"945","1978","UNK",37,25
"2792","AUS",1561,"R","Ctenophorus isolepis",1978-11-19,"1140","1978","UNK",37,25
"2793","AUS",1029,"L","Ctenophorus isolepis",1978-10-27,"1340","1978","UNK",37,26
"2794","AUS",2151,"L","Ctenophorus isolepis",1978-12-18,"850","1978","F ",37,26
