Species,ID,Liz Temperature,region,,reflectance,abs,year,notes
Pedioplanis lineocellata,11,32-35C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,11,32-35C,dorsal,dorsal,0.05,0.95,2017,
Pedioplanis lineocellata,11,32-35C,dorsal,dorsal,0.05,0.95,2017,
Pedioplanis lineocellata,11,32-35C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,11,32-35C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,11,32-35C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,11,32-35C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,13,32-35C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,13,32-35C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,13,32-35C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,13,32-35C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,13,32-35C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,13,32-35C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,13,32-35C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,13,32-35C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,13,32-35C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,25,32-35C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,25,32-35C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,25,32-35C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,25,32-35C,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,25,32-35C,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,25,32-35C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,25,32-35C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,25,32-35C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,25,32-35C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,32,32-35C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,32,32-35C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,32,32-35C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,32,32-35C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,32,32-35C,dorsal,dorsal,0.05,0.95,2017,
Pedioplanis lineocellata,32,32-35C,dorsal,dorsal,0.05,0.95,2017,
Pedioplanis lineocellata,32,32-35C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,32,32-35C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,32,32-35C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,32,32-35C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,23,32-35C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,23,32-35C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,23,32-35C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,23,32-35C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,23,32-35C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,23,32-35C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,23,32-35C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,23,32-35C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,23,32-35C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,14,32-35C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,14,32-35C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,14,32-35C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,14,32-35C,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,14,32-35C,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,14,32-35C,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,14,32-35C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,14,32-35C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,14,32-35C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,15,32-35C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,15,32-35C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,15,32-35C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,15,32-35C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,15,32-35C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,15,32-35C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,15,32-35C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,15,32-35C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,15,32-35C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,12,32-35C,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,12,32-35C,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,12,32-35C,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,12,32-35C,dorsal,dorsal,0.05,0.95,2017,
Pedioplanis lineocellata,12,32-35C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,12,32-35C,dorsal,dorsal,0.05,0.95,2017,
Pedioplanis lineocellata,12,32-35C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,12,32-35C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,12,32-35C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,31,32-35C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,31,32-35C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,31,32-35C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,31,32-35C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,31,32-35C,dorsal,dorsal,0.05,0.95,2017,
Pedioplanis lineocellata,31,32-35C,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,31,32-35C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,31,32-35C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,31,32-35C,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,14,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,14,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,14,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,14,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,14,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,14,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,14,red sand background,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,14,red sand background,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,14,red sand background,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,13,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,13,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,13,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,13,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,13,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,13,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,13,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,13,red sand background,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,13,red sand background,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,15,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,15,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,15,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,15,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,15,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,15,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,15,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,15,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,15,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,34,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,34,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,34,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,34,red sand background,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,34,red sand background,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,34,red sand background,dorsal,dorsal,0.12,0.88,2017,
Pedioplanis lineocellata,34,red sand background,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,34,red sand background,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,34,red sand background,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,31,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,31,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,31,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,31,red sand background,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,31,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,31,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,31,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,31,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,31,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,22,red sand background,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,22,red sand background,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,22,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,22,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,22,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,22,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,22,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,22,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,22,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,11,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,11,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,11,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,11,red sand background,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,11,red sand background,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,11,red sand background,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,11,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,11,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,11,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,11,red sand background,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,11,red sand background,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,11,red sand background,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.05,0.95,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.05,0.95,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,31,red sand background,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,31,red sand background,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,31,red sand background,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,31,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,31,red sand background,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,31,red sand background,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,31,red sand background,dorsal,dorsal,0.05,0.95,2017,
Pedioplanis lineocellata,31,red sand background,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,31,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,31,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,31,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,31,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,11,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,11,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,11,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,11,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,11,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,11,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,11,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,11,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,11,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,14,red sand background,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,14,red sand background,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,14,red sand background,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,14,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,14,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,14,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,14,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,14,red sand background,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,14,red sand background,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,14,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,14,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,14,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,14,red sand background,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,14,red sand background,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,14,red sand background,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,32,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,32,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,32,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,32,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,32,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,32,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,32,red sand background,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,32,red sand background,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,32,red sand background,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,32,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,32,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,32,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,23,red sand background,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,23,red sand background,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,23,red sand background,dorsal,dorsal,0.11,0.89,2017,
Pedioplanis lineocellata,23,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,23,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,23,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,23,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,23,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,23,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,23,red sand background,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,23,red sand background,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,23,red sand background,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,12,red sand background,dorsal,dorsal,0.06,0.94,2017,
Pedioplanis lineocellata,34,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,34,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,34,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,34,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,34,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,34,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,34,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,34,red sand background,dorsal,dorsal,0.08,0.92,2017,
Pedioplanis lineocellata,34,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,34,red sand background,dorsal,dorsal,0.13,0.87,2017,
Pedioplanis lineocellata,34,red sand background,dorsal,dorsal,0.12,0.88,2017,
Pedioplanis lineocellata,34,red sand background,dorsal,dorsal,0.12,0.88,2017,
Pedioplanis lineocellata,25,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,25,red sand background,dorsal,dorsal,0.09,0.91,2017,
Pedioplanis lineocellata,25,red sand background,dorsal,dorsal,0.1,0.9,2017,
Pedioplanis lineocellata,25,red sand background,dorsal,dorsal,0.12,0.88,2017,
Pedioplanis lineocellata,25,red sand background,dorsal,dorsal,0.13,0.87,2017,
Pedioplanis lineocellata,25,red sand background,dorsal,dorsal,0.14,0.86,2017,
Pedioplanis lineocellata,25,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,25,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,25,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,25,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,25,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,25,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,25,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,25,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,25,red sand background,dorsal,dorsal,0.07,0.93,2017,
Pedioplanis lineocellata,22,35,Dorsal central,dorsal,0.1,0.9,2019,
Pedioplanis lineocellata,22,35,Dorsal central,dorsal,0.1,0.9,2019,
Pedioplanis lineocellata,22,35,Dorsal central,dorsal,0.1,0.9,2019,
Pedioplanis lineocellata,22,35,Dorsal central,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,22,35,Dorsal central,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,22,35,Dorsal central,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,13,34,Dorsal central,dorsal,0.12,0.88,2019,room temp ~30-32C
Pedioplanis lineocellata,13,34,Dorsal central,dorsal,0.12,0.88,2019,
Pedioplanis lineocellata,13,34,Dorsal central,dorsal,0.09,0.91,2019,
Pedioplanis lineocellata,11,35,Dorsal central,dorsal,0.1,0.9,2019,has really red colour in the inside of post legs
Pedioplanis lineocellata,11,35,Dorsal central,dorsal,0.09,0.91,2019,
Pedioplanis lineocellata,11,35,Dorsal central,dorsal,0.09,0.91,2019,
Pedioplanis lineocellata,11,35,Dorsal central,dorsal,0.11,0.89,2019,
Pedioplanis lineocellata,11,35,Dorsal central,dorsal,0.11,0.89,2019,
Pedioplanis lineocellata,11,35,Dorsal central,dorsal,0.11,0.89,2019,
Pedioplanis lineocellata,19,34.5,Dorsal central,dorsal,0.07,0.93,2019,
Pedioplanis lineocellata,19,34.5,Dorsal central,dorsal,0.07,0.93,2019,
Pedioplanis lineocellata,19,34.5,Dorsal central,dorsal,0.07,0.93,2019,
Pedioplanis lineocellata,19,34.5,Dorsal central,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,19,34.5,Dorsal central,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,19,34.5,Dorsal central,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,20,34.5,Dorsal central,dorsal,0.11,0.89,2019,
Pedioplanis lineocellata,20,34.5,Dorsal central,dorsal,0.11,0.89,2019,
Pedioplanis lineocellata,20,34.5,Dorsal central,dorsal,0.12,0.88,2019,
Pedioplanis lineocellata,20,34.5,Dorsal central,dorsal,0.1,0.9,2019,
Pedioplanis lineocellata,20,34.5,Dorsal central,dorsal,0.1,0.9,2019,
Pedioplanis lineocellata,20,34.5,Dorsal central,dorsal,0.1,0.9,2019,
Pedioplanis lineocellata,28,32.5,Dorsal central,dorsal,0.12,0.88,2019,
Pedioplanis lineocellata,28,32.5,Dorsal central,dorsal,0.11,0.89,2019,
Pedioplanis lineocellata,28,32.5,Dorsal central,dorsal,0.11,0.89,2019,
Pedioplanis lineocellata,28,32.5,Dorsal central,dorsal,0.09,0.91,2019,
Pedioplanis lineocellata,28,32.5,Dorsal central,dorsal,0.09,0.91,2019,
Pedioplanis lineocellata,28,32.5,Dorsal central,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,24,33,Dorsal central,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,24,33,Dorsal central,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,24,33,Dorsal central,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,24,33,Dorsal central,dorsal,0.09,0.91,2019,
Pedioplanis lineocellata,24,33,Dorsal central,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,24,33,Dorsal central,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,30,35,Dorsal central,dorsal,0.1,0.9,2019,
Pedioplanis lineocellata,30,35,Dorsal central,dorsal,0.1,0.9,2019,
Pedioplanis lineocellata,30,35,Dorsal central,dorsal,0.1,0.9,2019,
Pedioplanis lineocellata,30,35,Dorsal central,dorsal,0.14,0.86,2019,
Pedioplanis lineocellata,30,35,Dorsal central,dorsal,0.13,0.87,2019,
Pedioplanis lineocellata,30,35,Dorsal central,dorsal,0.13,0.87,2019,
Pedioplanis lineocellata,32,35,Dorsal central,dorsal,0.07,0.93,2019,
Pedioplanis lineocellata,32,35,Dorsal central,dorsal,0.07,0.93,2019,
Pedioplanis lineocellata,32,35,Dorsal central,dorsal,0.07,0.93,2019,
Pedioplanis lineocellata,32,35,Dorsal central,dorsal,0.14,0.86,2019,
Pedioplanis lineocellata,32,35,Dorsal central,dorsal,0.13,0.87,2019,
Pedioplanis lineocellata,32,35,Dorsal central,dorsal,0.14,0.86,2019,
Pedioplanis lineocellata,35,30,Dorsal central,dorsal,0.09,0.91,2019,
Pedioplanis lineocellata,35,30,Dorsal central,dorsal,0.09,0.91,2019,
Pedioplanis lineocellata,35,30,Dorsal central,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,35,30,Dorsal central,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,35,30,Dorsal central,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,35,30,Dorsal central,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,40,30,Dorsal central,dorsal,0.11,0.89,2019,"very light colour, looks like female"
Pedioplanis lineocellata,40,30,Dorsal central,dorsal,0.11,0.89,2019,
Pedioplanis lineocellata,40,30,Dorsal central,dorsal,0.11,0.89,2019,
Pedioplanis lineocellata,40,30,Dorsal central,dorsal,0.14,0.86,2019,
Pedioplanis lineocellata,40,30,Dorsal central,dorsal,0.13,0.87,2019,
Pedioplanis lineocellata,40,30,Dorsal central,dorsal,0.14,0.86,2019,
Pedioplanis lineocellata,33.1,30,Dorsal central,dorsal,0.08,0.92,2019,red behind post. Legs
Pedioplanis lineocellata,33.1,30,Dorsal central,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,33.1,30,Dorsal central,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,33.1,30,Dorsal central,dorsal,0.09,0.91,2019,
Pedioplanis lineocellata,33.1,30,Dorsal central,dorsal,0.09,0.91,2019,
Pedioplanis lineocellata,33.1,30,Dorsal central,dorsal,0.09,0.91,2019,
Meroles suborbitalis,no id,30,Dorsal central,dorsal,0.05,0.95,2019,juveniles
Meroles suborbitalis,no id,30,Dorsal central,dorsal,0.05,0.95,2019,
Meroles suborbitalis,no id,30,Dorsal central,dorsal,0.05,0.95,2019,
