Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,12045,1968,01,16,24.5,1,Y
IDCJAC0011,12045,1968,01,17,28.2,1,Y
IDCJAC0011,12045,1968,01,18,27.7,1,Y
IDCJAC0011,12045,1968,01,19,,,
IDCJAC0011,12045,1968,01,20,19.5,,Y
IDCJAC0011,12045,1968,01,21,18.9,1,Y
IDCJAC0011,12045,1968,01,22,20.9,1,Y
IDCJAC0011,12045,1968,01,23,25.7,1,Y
IDCJAC0011,12045,1968,01,24,22.8,1,Y
IDCJAC0011,12045,1968,01,25,22.6,1,Y
IDCJAC0011,12045,1968,01,26,24.8,1,Y
IDCJAC0011,12045,1968,01,27,28.0,1,Y
IDCJAC0011,12045,1968,01,28,21.2,1,Y
IDCJAC0011,12045,1968,01,29,23.3,1,Y
IDCJAC0011,12045,1968,01,30,26.5,1,Y
IDCJAC0011,12045,1968,01,31,23.2,1,Y
IDCJAC0011,12045,1968,02,01,13.8,1,Y
IDCJAC0011,12045,1968,02,02,14.7,1,Y
IDCJAC0011,12045,1968,02,03,16.1,1,Y
IDCJAC0011,12045,1968,02,04,25.7,1,Y
IDCJAC0011,12045,1968,02,05,20.7,1,Y
IDCJAC0011,12045,1968,02,06,19.9,1,Y
IDCJAC0011,12045,1968,02,07,20.9,1,Y
IDCJAC0011,12045,1968,02,08,19.4,1,Y
IDCJAC0011,12045,1968,02,09,20.7,1,Y
IDCJAC0011,12045,1968,02,10,22.2,1,Y
IDCJAC0011,12045,1968,02,11,21.0,1,Y
IDCJAC0011,12045,1968,02,12,23.7,1,Y
IDCJAC0011,12045,1968,02,13,24.3,1,Y
IDCJAC0011,12045,1968,02,14,24.3,1,Y
IDCJAC0011,12045,1968,02,15,25.0,1,Y
IDCJAC0011,12045,1968,02,16,24.9,1,Y
IDCJAC0011,12045,1968,02,17,23.2,1,Y
IDCJAC0011,12045,1968,02,18,21.3,1,Y
IDCJAC0011,12045,1968,02,19,26.8,1,Y
IDCJAC0011,12045,1968,02,20,23.3,1,Y
IDCJAC0011,12045,1968,02,21,21.7,1,Y
IDCJAC0011,12045,1968,02,22,26.8,1,Y
IDCJAC0011,12045,1968,02,23,28.3,1,Y
IDCJAC0011,12045,1968,02,24,20.1,1,Y
IDCJAC0011,12045,1968,02,25,15.0,1,Y
IDCJAC0011,12045,1968,02,26,12.6,1,Y
IDCJAC0011,12045,1968,02,27,15.0,1,Y
IDCJAC0011,12045,1968,02,28,16.8,1,Y
IDCJAC0011,12045,1968,02,29,20.9,1,Y
IDCJAC0011,12045,1968,03,01,21.3,1,Y
IDCJAC0011,12045,1968,03,02,,,
IDCJAC0011,12045,1968,03,03,20.7,,Y
IDCJAC0011,12045,1968,03,04,20.6,1,Y
IDCJAC0011,12045,1968,03,05,21.7,1,Y
IDCJAC0011,12045,1968,03,06,21.8,1,Y
IDCJAC0011,12045,1968,03,07,22.2,1,Y
IDCJAC0011,12045,1968,03,08,19.6,1,Y
IDCJAC0011,12045,1968,03,09,18.9,1,Y
IDCJAC0011,12045,1968,03,10,14.7,1,Y
IDCJAC0011,12045,1968,03,11,15.3,1,Y
IDCJAC0011,12045,1968,03,12,24.0,1,Y
IDCJAC0011,12045,1968,03,13,20.7,1,Y
IDCJAC0011,12045,1968,03,14,21.0,1,Y
IDCJAC0011,12045,1968,03,15,21.8,1,Y
IDCJAC0011,12045,1968,03,16,23.0,1,Y
IDCJAC0011,12045,1968,03,17,20.6,1,Y
IDCJAC0011,12045,1968,03,18,14.3,1,Y
IDCJAC0011,12045,1968,03,19,13.9,1,Y
IDCJAC0011,12045,1968,03,20,16.7,1,Y
IDCJAC0011,12045,1968,03,21,19.9,1,Y
IDCJAC0011,12045,1968,03,22,16.7,1,Y
IDCJAC0011,12045,1968,03,23,12.6,1,Y
IDCJAC0011,12045,1968,03,24,12.6,1,Y
IDCJAC0011,12045,1968,03,25,15.9,1,Y
IDCJAC0011,12045,1968,03,26,17.0,1,Y
IDCJAC0011,12045,1968,03,27,14.6,1,Y
IDCJAC0011,12045,1968,03,28,9.8,1,Y
IDCJAC0011,12045,1968,03,29,10.6,1,Y
IDCJAC0011,12045,1968,03,30,10.7,1,Y
IDCJAC0011,12045,1968,03,31,9.8,1,Y
IDCJAC0011,12045,1968,04,01,15.2,1,Y
IDCJAC0011,12045,1968,04,02,16.1,1,Y
IDCJAC0011,12045,1968,04,03,16.1,1,Y
IDCJAC0011,12045,1968,04,04,16.9,1,Y
IDCJAC0011,12045,1968,04,05,17.7,1,Y
IDCJAC0011,12045,1968,04,06,19.1,1,Y
IDCJAC0011,12045,1968,04,07,17.7,1,Y
IDCJAC0011,12045,1968,04,08,24.0,1,Y
IDCJAC0011,12045,1968,04,09,19.7,1,Y
IDCJAC0011,12045,1968,04,10,19.5,1,Y
IDCJAC0011,12045,1968,04,11,19.5,1,Y
IDCJAC0011,12045,1968,04,12,16.2,1,Y
IDCJAC0011,12045,1968,04,13,17.8,1,Y
IDCJAC0011,12045,1968,04,14,14.6,1,Y
IDCJAC0011,12045,1968,04,15,11.7,1,Y
IDCJAC0011,12045,1968,04,16,10.5,1,Y
IDCJAC0011,12045,1968,04,17,15.1,1,Y
IDCJAC0011,12045,1968,04,18,12.2,1,Y
IDCJAC0011,12045,1968,04,19,10.1,1,Y
IDCJAC0011,12045,1968,04,20,9.3,1,Y
IDCJAC0011,12045,1968,04,21,10.5,1,Y
IDCJAC0011,12045,1968,04,22,11.3,1,Y
IDCJAC0011,12045,1968,04,23,11.7,1,Y
IDCJAC0011,12045,1968,04,24,14.4,1,Y
IDCJAC0011,12045,1968,04,25,10.4,1,Y
IDCJAC0011,12045,1968,04,26,11.0,1,Y
IDCJAC0011,12045,1968,04,27,9.3,1,Y
IDCJAC0011,12045,1968,04,28,9.3,1,Y
IDCJAC0011,12045,1968,04,29,11.2,1,Y
IDCJAC0011,12045,1968,04,30,6.6,1,Y
IDCJAC0011,12045,1968,05,01,11.0,1,Y
IDCJAC0011,12045,1968,05,02,3.5,1,Y
IDCJAC0011,12045,1968,05,03,1.6,1,Y
IDCJAC0011,12045,1968,05,04,3.9,1,Y
IDCJAC0011,12045,1968,05,05,6.7,1,Y
IDCJAC0011,12045,1968,05,06,9.2,1,Y
IDCJAC0011,12045,1968,05,07,12.1,1,Y
IDCJAC0011,12045,1968,05,08,13.4,1,Y
IDCJAC0011,12045,1968,05,09,8.3,1,Y
IDCJAC0011,12045,1968,05,10,9.9,1,Y
IDCJAC0011,12045,1968,05,11,9.8,1,Y
IDCJAC0011,12045,1968,05,12,10.3,1,Y
IDCJAC0011,12045,1968,05,13,8.2,1,Y
IDCJAC0011,12045,1968,05,14,11.0,1,Y
IDCJAC0011,12045,1968,05,15,11.7,1,Y
IDCJAC0011,12045,1968,05,16,11.2,1,Y
IDCJAC0011,12045,1968,05,17,9.4,1,Y
IDCJAC0011,12045,1968,05,18,7.1,1,Y
IDCJAC0011,12045,1968,05,19,6.7,1,Y
IDCJAC0011,12045,1968,05,20,8.4,1,Y
IDCJAC0011,12045,1968,05,21,6.0,1,Y
IDCJAC0011,12045,1968,05,22,7.8,1,Y
IDCJAC0011,12045,1968,05,23,7.2,1,Y
IDCJAC0011,12045,1968,05,24,9.3,1,Y
IDCJAC0011,12045,1968,05,25,4.6,1,Y
IDCJAC0011,12045,1968,05,26,3.5,1,Y
IDCJAC0011,12045,1968,05,27,3.0,1,Y
IDCJAC0011,12045,1968,05,28,5.1,1,Y
IDCJAC0011,12045,1968,05,29,6.2,1,Y
IDCJAC0011,12045,1968,05,30,11.8,1,Y
IDCJAC0011,12045,1968,05,31,10.1,1,Y
IDCJAC0011,12045,1968,06,01,10.1,1,Y
IDCJAC0011,12045,1968,06,02,4.0,1,Y
IDCJAC0011,12045,1968,06,03,11.8,1,Y
IDCJAC0011,12045,1968,06,04,10.4,1,Y
IDCJAC0011,12045,1968,06,05,3.5,1,Y
IDCJAC0011,12045,1968,06,06,5.7,1,Y
IDCJAC0011,12045,1968,06,07,11.8,1,Y
IDCJAC0011,12045,1968,06,08,11.0,1,Y
IDCJAC0011,12045,1968,06,09,13.9,1,Y
IDCJAC0011,12045,1968,06,10,13.5,1,Y
IDCJAC0011,12045,1968,06,11,5.2,1,Y
IDCJAC0011,12045,1968,06,12,8.8,1,Y
IDCJAC0011,12045,1968,06,13,15.4,1,Y
IDCJAC0011,12045,1968,06,14,4.8,1,Y
IDCJAC0011,12045,1968,06,15,3.0,1,Y
IDCJAC0011,12045,1968,06,16,4.9,1,Y
IDCJAC0011,12045,1968,06,17,10.6,1,Y
IDCJAC0011,12045,1968,06,18,14.6,1,Y
IDCJAC0011,12045,1968,06,19,12.3,1,Y
IDCJAC0011,12045,1968,06,20,6.4,1,Y
IDCJAC0011,12045,1968,06,21,6.1,1,Y
IDCJAC0011,12045,1968,06,22,7.1,1,Y
IDCJAC0011,12045,1968,06,23,8.3,1,Y
IDCJAC0011,12045,1968,06,24,10.6,1,Y
IDCJAC0011,12045,1968,06,25,11.7,1,Y
IDCJAC0011,12045,1968,06,26,12.3,1,Y
IDCJAC0011,12045,1968,06,27,9.9,1,Y
IDCJAC0011,12045,1968,06,28,7.4,1,Y
IDCJAC0011,12045,1968,06,29,7.3,1,Y
IDCJAC0011,12045,1968,06,30,8.8,1,Y
IDCJAC0011,12045,1968,07,01,7.1,1,Y
IDCJAC0011,12045,1968,07,02,7.3,1,Y
IDCJAC0011,12045,1968,07,03,3.7,1,Y
IDCJAC0011,12045,1968,07,04,8.4,1,Y
IDCJAC0011,12045,1968,07,05,6.1,1,Y
IDCJAC0011,12045,1968,07,06,6.4,1,Y
IDCJAC0011,12045,1968,07,07,6.0,1,Y
IDCJAC0011,12045,1968,07,08,9.6,1,Y
IDCJAC0011,12045,1968,07,09,6.8,1,Y
IDCJAC0011,12045,1968,07,10,8.2,1,Y
IDCJAC0011,12045,1968,07,11,5.6,1,Y
IDCJAC0011,12045,1968,07,12,4.3,1,Y
IDCJAC0011,12045,1968,07,13,7.1,1,Y
IDCJAC0011,12045,1968,07,14,2.4,1,Y
IDCJAC0011,12045,1968,07,15,6.0,1,Y
IDCJAC0011,12045,1968,07,16,2.3,1,Y
IDCJAC0011,12045,1968,07,17,0.1,1,Y
IDCJAC0011,12045,1968,07,18,1.1,1,Y
IDCJAC0011,12045,1968,07,19,1.8,1,Y
IDCJAC0011,12045,1968,07,20,2.9,1,Y
IDCJAC0011,12045,1968,07,21,4.9,1,Y
IDCJAC0011,12045,1968,07,22,3.6,1,Y
IDCJAC0011,12045,1968,07,23,4.7,1,Y
IDCJAC0011,12045,1968,07,24,5.7,1,Y
IDCJAC0011,12045,1968,07,25,4.3,1,Y
IDCJAC0011,12045,1968,07,26,12.4,1,Y
IDCJAC0011,12045,1968,07,27,9.6,1,Y
IDCJAC0011,12045,1968,07,28,0.8,1,Y
IDCJAC0011,12045,1968,07,29,4.6,1,Y
IDCJAC0011,12045,1968,07,30,5.4,1,Y
IDCJAC0011,12045,1968,07,31,0.4,1,Y
IDCJAC0011,12045,1968,08,01,1.6,1,Y
IDCJAC0011,12045,1968,08,02,2.3,1,Y
IDCJAC0011,12045,1968,08,03,6.8,1,Y
IDCJAC0011,12045,1968,08,04,0.8,1,Y
IDCJAC0011,12045,1968,08,05,1.8,1,Y
IDCJAC0011,12045,1968,08,06,10.7,1,Y
IDCJAC0011,12045,1968,08,07,6.7,1,Y
IDCJAC0011,12045,1968,08,08,4.4,1,Y
IDCJAC0011,12045,1968,08,09,-1.6,1,Y
IDCJAC0011,12045,1968,08,10,-1.7,1,Y
IDCJAC0011,12045,1968,08,11,4.5,1,Y
IDCJAC0011,12045,1968,08,12,1.7,1,Y
IDCJAC0011,12045,1968,08,13,5.0,1,Y
IDCJAC0011,12045,1968,08,14,5.2,1,Y
IDCJAC0011,12045,1968,08,15,3.9,1,Y
IDCJAC0011,12045,1968,08,16,3.7,1,Y
IDCJAC0011,12045,1968,08,17,8.3,1,Y
IDCJAC0011,12045,1968,08,18,5.6,1,Y
IDCJAC0011,12045,1968,08,19,4.6,1,Y
IDCJAC0011,12045,1968,08,20,-0.1,1,Y
IDCJAC0011,12045,1968,08,21,0.0,1,Y
IDCJAC0011,12045,1968,08,22,2.3,1,Y
IDCJAC0011,12045,1968,08,23,4.0,1,Y
IDCJAC0011,12045,1968,08,24,3.6,1,Y
IDCJAC0011,12045,1968,08,25,3.4,1,Y
IDCJAC0011,12045,1968,08,26,5.4,1,Y
IDCJAC0011,12045,1968,08,27,8.3,1,Y
IDCJAC0011,12045,1968,08,28,3.8,1,Y
IDCJAC0011,12045,1968,08,29,-0.7,1,Y
IDCJAC0011,12045,1968,08,30,0.9,1,Y
IDCJAC0011,12045,1968,08,31,1.1,1,Y
IDCJAC0011,12045,1968,09,01,4.6,1,Y
IDCJAC0011,12045,1968,09,02,3.8,1,Y
IDCJAC0011,12045,1968,09,03,5.0,1,Y
IDCJAC0011,12045,1968,09,04,,,
IDCJAC0011,12045,1968,09,05,10.0,,Y
IDCJAC0011,12045,1968,09,06,5.2,1,Y
IDCJAC0011,12045,1968,09,07,5.2,1,Y
IDCJAC0011,12045,1968,09,08,7.3,1,Y
IDCJAC0011,12045,1968,09,09,11.8,1,Y
IDCJAC0011,12045,1968,09,10,17.4,1,Y
IDCJAC0011,12045,1968,09,11,7.2,1,Y
IDCJAC0011,12045,1968,09,12,3.8,1,Y
IDCJAC0011,12045,1968,09,13,5.2,1,Y
IDCJAC0011,12045,1968,09,14,8.3,1,Y
IDCJAC0011,12045,1968,09,15,,,
IDCJAC0011,12045,1968,09,16,7.1,,Y
IDCJAC0011,12045,1968,09,17,9.3,1,Y
IDCJAC0011,12045,1968,09,18,14.6,1,Y
IDCJAC0011,12045,1968,09,19,3.3,1,Y
IDCJAC0011,12045,1968,09,20,5.4,1,Y
IDCJAC0011,12045,1968,09,21,10.8,1,Y
IDCJAC0011,12045,1968,09,22,16.2,1,Y
IDCJAC0011,12045,1968,09,23,5.6,1,Y
IDCJAC0011,12045,1968,09,24,3.4,1,Y
IDCJAC0011,12045,1968,09,25,7.1,1,Y
IDCJAC0011,12045,1968,09,26,12.6,1,Y
IDCJAC0011,12045,1968,09,27,10.6,1,Y
IDCJAC0011,12045,1968,09,28,8.2,1,Y
IDCJAC0011,12045,1968,09,29,6.6,1,Y
IDCJAC0011,12045,1968,09,30,7.9,1,Y
IDCJAC0011,12045,1968,10,01,5.1,1,Y
IDCJAC0011,12045,1968,10,02,6.8,1,Y
IDCJAC0011,12045,1968,10,03,11.2,1,Y
IDCJAC0011,12045,1968,10,04,18.7,1,Y
IDCJAC0011,12045,1968,10,05,11.8,1,Y
IDCJAC0011,12045,1968,10,06,5.4,1,Y
IDCJAC0011,12045,1968,10,07,6.3,1,Y
IDCJAC0011,12045,1968,10,08,8.3,1,Y
IDCJAC0011,12045,1968,10,09,11.4,1,Y
IDCJAC0011,12045,1968,10,10,12.7,1,Y
IDCJAC0011,12045,1968,10,11,13.4,1,Y
IDCJAC0011,12045,1968,10,12,18.4,1,Y
IDCJAC0011,12045,1968,10,13,16.2,1,Y
IDCJAC0011,12045,1968,10,14,20.0,1,Y
IDCJAC0011,12045,1968,10,15,16.3,1,Y
IDCJAC0011,12045,1968,10,16,17.2,1,Y
IDCJAC0011,12045,1968,10,17,18.2,1,Y
IDCJAC0011,12045,1968,10,18,15.2,1,Y
IDCJAC0011,12045,1968,10,19,12.8,1,Y
IDCJAC0011,12045,1968,10,20,13.5,1,Y
IDCJAC0011,12045,1968,10,21,12.7,1,Y
IDCJAC0011,12045,1968,10,22,9.3,1,Y
IDCJAC0011,12045,1968,10,23,6.1,1,Y
IDCJAC0011,12045,1968,10,24,9.3,1,Y
IDCJAC0011,12045,1968,10,25,10.3,1,Y
IDCJAC0011,12045,1968,10,26,16.8,1,Y
IDCJAC0011,12045,1968,10,27,13.9,1,Y
IDCJAC0011,12045,1968,10,28,19.5,1,Y
IDCJAC0011,12045,1968,10,29,18.5,1,Y
IDCJAC0011,12045,1968,10,30,18.3,1,Y
IDCJAC0011,12045,1968,10,31,14.4,1,Y
IDCJAC0011,12045,1968,11,01,8.0,1,Y
IDCJAC0011,12045,1968,11,02,12.1,1,Y
IDCJAC0011,12045,1968,11,03,14.1,1,Y
IDCJAC0011,12045,1968,11,04,19.3,1,Y
IDCJAC0011,12045,1968,11,05,9.8,1,Y
IDCJAC0011,12045,1968,11,06,9.8,1,Y
IDCJAC0011,12045,1968,11,07,9.4,1,Y
IDCJAC0011,12045,1968,11,08,14.7,1,Y
IDCJAC0011,12045,1968,11,09,19.0,1,Y
IDCJAC0011,12045,1968,11,10,19.0,1,Y
IDCJAC0011,12045,1968,11,11,14.6,1,Y
IDCJAC0011,12045,1968,11,12,19.8,1,Y
IDCJAC0011,12045,1968,11,13,17.6,1,Y
IDCJAC0011,12045,1968,11,14,16.1,1,Y
IDCJAC0011,12045,1968,11,15,23.3,1,Y
IDCJAC0011,12045,1968,11,16,23.0,1,Y
IDCJAC0011,12045,1968,11,17,21.0,1,Y
IDCJAC0011,12045,1968,11,18,26.0,1,Y
IDCJAC0011,12045,1968,11,19,14.3,1,Y
IDCJAC0011,12045,1968,11,20,13.8,1,Y
IDCJAC0011,12045,1968,11,21,17.1,1,Y
IDCJAC0011,12045,1968,11,22,16.5,1,Y
IDCJAC0011,12045,1968,11,23,13.7,1,Y
IDCJAC0011,12045,1968,11,24,17.8,1,Y
IDCJAC0011,12045,1968,11,25,17.9,1,Y
IDCJAC0011,12045,1968,11,26,19.6,1,Y
IDCJAC0011,12045,1968,11,27,20.1,1,Y
IDCJAC0011,12045,1968,11,28,14.9,1,Y
IDCJAC0011,12045,1968,11,29,15.7,1,Y
IDCJAC0011,12045,1968,11,30,21.8,1,Y
IDCJAC0011,12045,1968,12,01,23.8,1,Y
IDCJAC0011,12045,1968,12,02,13.5,1,Y
IDCJAC0011,12045,1968,12,03,12.1,1,Y
IDCJAC0011,12045,1968,12,04,14.4,1,Y
IDCJAC0011,12045,1968,12,05,17.7,1,Y
IDCJAC0011,12045,1968,12,06,19.3,1,Y
IDCJAC0011,12045,1968,12,07,23.2,1,Y
IDCJAC0011,12045,1968,12,08,21.0,1,Y
IDCJAC0011,12045,1968,12,09,14.4,1,Y
IDCJAC0011,12045,1968,12,10,20.6,1,Y
IDCJAC0011,12045,1968,12,11,24.1,1,Y
IDCJAC0011,12045,1968,12,12,16.0,1,Y
IDCJAC0011,12045,1968,12,13,12.2,1,Y
IDCJAC0011,12045,1968,12,14,11.5,1,Y
IDCJAC0011,12045,1968,12,15,12.8,1,Y
IDCJAC0011,12045,1968,12,16,18.3,1,Y
IDCJAC0011,12045,1968,12,17,20.2,1,Y
IDCJAC0011,12045,1968,12,18,19.6,1,Y
IDCJAC0011,12045,1968,12,19,26.5,1,Y
IDCJAC0011,12045,1968,12,20,20.2,1,Y
IDCJAC0011,12045,1968,12,21,24.6,1,Y
IDCJAC0011,12045,1968,12,22,18.7,1,Y
IDCJAC0011,12045,1968,12,23,14.6,1,Y
IDCJAC0011,12045,1968,12,24,19.9,1,Y
IDCJAC0011,12045,1968,12,25,19.6,1,Y
IDCJAC0011,12045,1968,12,26,20.6,1,Y
IDCJAC0011,12045,1968,12,27,23.9,1,Y
IDCJAC0011,12045,1968,12,28,27.2,1,Y
IDCJAC0011,12045,1968,12,29,20.7,1,Y
IDCJAC0011,12045,1968,12,30,18.3,1,Y
IDCJAC0011,12045,1968,12,31,18.9,1,Y
IDCJAC0011,12045,1969,01,01,20.6,1,Y
IDCJAC0011,12045,1969,01,02,22.6,1,Y
IDCJAC0011,12045,1969,01,03,20.6,1,Y
IDCJAC0011,12045,1969,01,04,21.0,1,Y
IDCJAC0011,12045,1969,01,05,24.0,1,Y
IDCJAC0011,12045,1969,01,06,23.2,1,Y
IDCJAC0011,12045,1969,01,07,26.2,1,Y
IDCJAC0011,12045,1969,01,08,18.7,1,Y
IDCJAC0011,12045,1969,01,09,20.9,1,Y
IDCJAC0011,12045,1969,01,10,22.6,1,Y
IDCJAC0011,12045,1969,01,11,23.5,1,Y
IDCJAC0011,12045,1969,01,12,22.6,1,Y
IDCJAC0011,12045,1969,01,13,20.9,1,Y
IDCJAC0011,12045,1969,01,14,19.2,1,Y
IDCJAC0011,12045,1969,01,15,20.0,1,Y
IDCJAC0011,12045,1969,01,16,21.6,1,Y
IDCJAC0011,12045,1969,01,17,21.3,1,Y
IDCJAC0011,12045,1969,01,18,19.8,1,Y
IDCJAC0011,12045,1969,01,19,23.2,1,Y
IDCJAC0011,12045,1969,01,20,24.0,1,Y
IDCJAC0011,12045,1969,01,21,25.9,1,Y
IDCJAC0011,12045,1969,01,22,21.0,1,Y
IDCJAC0011,12045,1969,01,23,26.7,1,Y
IDCJAC0011,12045,1969,01,24,20.4,1,Y
IDCJAC0011,12045,1969,01,25,18.4,1,Y
IDCJAC0011,12045,1969,01,26,20.7,1,Y
IDCJAC0011,12045,1969,01,27,27.1,1,Y
IDCJAC0011,12045,1969,01,28,23.4,1,Y
IDCJAC0011,12045,1969,01,29,21.0,1,Y
IDCJAC0011,12045,1969,01,30,24.4,1,Y
IDCJAC0011,12045,1969,01,31,17.1,1,Y
IDCJAC0011,12045,1969,02,01,20.3,1,Y
IDCJAC0011,12045,1969,02,02,20.4,1,Y
IDCJAC0011,12045,1969,02,03,22.7,1,Y
IDCJAC0011,12045,1969,02,04,22.4,1,Y
IDCJAC0011,12045,1969,02,05,21.0,1,Y
IDCJAC0011,12045,1969,02,06,25.4,1,Y
IDCJAC0011,12045,1969,02,07,23.8,1,Y
IDCJAC0011,12045,1969,02,08,20.1,1,Y
IDCJAC0011,12045,1969,02,09,16.7,1,Y
IDCJAC0011,12045,1969,02,10,18.3,1,Y
IDCJAC0011,12045,1969,02,11,22.6,1,Y
IDCJAC0011,12045,1969,02,12,23.8,1,Y
IDCJAC0011,12045,1969,02,13,24.1,1,Y
IDCJAC0011,12045,1969,02,14,22.7,1,Y
IDCJAC0011,12045,1969,02,15,24.7,1,Y
IDCJAC0011,12045,1969,02,16,25.7,1,Y
IDCJAC0011,12045,1969,02,17,20.9,1,Y
IDCJAC0011,12045,1969,02,18,19.9,1,Y
IDCJAC0011,12045,1969,02,19,20.6,1,Y
IDCJAC0011,12045,1969,02,20,21.8,1,Y
IDCJAC0011,12045,1969,02,21,16.8,1,Y
IDCJAC0011,12045,1969,02,22,14.6,1,Y
IDCJAC0011,12045,1969,02,23,13.9,1,Y
IDCJAC0011,12045,1969,02,24,17.1,1,Y
IDCJAC0011,12045,1969,02,25,16.3,1,Y
IDCJAC0011,12045,1969,02,26,15.7,1,Y
IDCJAC0011,12045,1969,02,27,16.3,1,Y
IDCJAC0011,12045,1969,02,28,17.3,1,Y
IDCJAC0011,12045,1969,03,01,18.2,1,Y
IDCJAC0011,12045,1969,03,02,19.6,1,Y
IDCJAC0011,12045,1969,03,03,20.6,1,Y
IDCJAC0011,12045,1969,03,04,17.3,1,Y
IDCJAC0011,12045,1969,03,05,18.2,1,Y
IDCJAC0011,12045,1969,03,06,18.3,1,Y
IDCJAC0011,12045,1969,03,07,21.3,1,Y
IDCJAC0011,12045,1969,03,08,21.3,1,Y
IDCJAC0011,12045,1969,03,09,22.1,1,Y
IDCJAC0011,12045,1969,03,10,22.6,1,Y
IDCJAC0011,12045,1969,03,11,18.4,1,Y
IDCJAC0011,12045,1969,03,12,21.8,1,Y
IDCJAC0011,12045,1969,03,13,,,
IDCJAC0011,12045,1969,03,14,,,
IDCJAC0011,12045,1969,03,15,13.7,1,Y
IDCJAC0011,12045,1969,03,16,14.6,1,Y
IDCJAC0011,12045,1969,03,17,15.0,1,Y
IDCJAC0011,12045,1969,03,18,19.4,1,Y
IDCJAC0011,12045,1969,03,19,17.9,1,Y
IDCJAC0011,12045,1969,03,20,17.4,1,Y
IDCJAC0011,12045,1969,03,21,14.6,1,Y
IDCJAC0011,12045,1969,03,22,14.9,1,Y
IDCJAC0011,12045,1969,03,23,12.9,1,Y
IDCJAC0011,12045,1969,03,24,19.1,1,Y
IDCJAC0011,12045,1969,03,25,14.4,1,Y
IDCJAC0011,12045,1969,03,26,15.7,1,Y
IDCJAC0011,12045,1969,03,27,18.5,1,Y
IDCJAC0011,12045,1969,03,28,21.3,1,Y
IDCJAC0011,12045,1969,03,29,14.0,1,Y
IDCJAC0011,12045,1969,03,30,14.4,1,Y
IDCJAC0011,12045,1969,03,31,18.3,1,Y
IDCJAC0011,12045,1969,04,01,22.4,1,Y
IDCJAC0011,12045,1969,04,02,17.3,1,Y
IDCJAC0011,12045,1969,04,03,20.7,1,Y
IDCJAC0011,12045,1969,04,04,20.0,1,Y
IDCJAC0011,12045,1969,04,05,15.4,1,Y
IDCJAC0011,12045,1969,04,06,17.8,1,Y
IDCJAC0011,12045,1969,04,07,24.8,1,Y
IDCJAC0011,12045,1969,04,08,23.9,1,Y
IDCJAC0011,12045,1969,04,09,16.2,1,Y
IDCJAC0011,12045,1969,04,10,12.8,1,Y
IDCJAC0011,12045,1969,04,11,11.1,1,Y
IDCJAC0011,12045,1969,04,12,11.2,1,Y
IDCJAC0011,12045,1969,04,13,9.4,1,Y
IDCJAC0011,12045,1969,04,14,11.1,1,Y
IDCJAC0011,12045,1969,04,15,9.8,1,Y
IDCJAC0011,12045,1969,04,16,10.2,1,Y
IDCJAC0011,12045,1969,04,17,14.3,1,Y
IDCJAC0011,12045,1969,04,18,10.4,1,Y
IDCJAC0011,12045,1969,04,19,11.5,1,Y
IDCJAC0011,12045,1969,04,20,12.2,1,Y
IDCJAC0011,12045,1969,04,21,11.1,1,Y
IDCJAC0011,12045,1969,04,22,14.6,1,Y
IDCJAC0011,12045,1969,04,23,15.7,1,Y
IDCJAC0011,12045,1969,04,24,17.6,1,Y
IDCJAC0011,12045,1969,04,25,13.2,1,Y
IDCJAC0011,12045,1969,04,26,12.9,1,Y
IDCJAC0011,12045,1969,04,27,12.1,1,Y
IDCJAC0011,12045,1969,04,28,15.1,1,Y
IDCJAC0011,12045,1969,04,29,15.7,1,Y
IDCJAC0011,12045,1969,04,30,12.7,1,Y
IDCJAC0011,12045,1969,05,01,13.9,1,Y
IDCJAC0011,12045,1969,05,02,17.8,1,Y
IDCJAC0011,12045,1969,05,03,13.8,1,Y
IDCJAC0011,12045,1969,05,04,11.2,1,Y
IDCJAC0011,12045,1969,05,05,9.8,1,Y
IDCJAC0011,12045,1969,05,06,11.8,1,Y
IDCJAC0011,12045,1969,05,07,13.3,1,Y
IDCJAC0011,12045,1969,05,08,17.3,1,Y
IDCJAC0011,12045,1969,05,09,16.3,1,Y
IDCJAC0011,12045,1969,05,10,10.6,1,Y
IDCJAC0011,12045,1969,05,11,4.3,1,Y
IDCJAC0011,12045,1969,05,12,7.9,1,Y
IDCJAC0011,12045,1969,05,13,7.3,1,Y
IDCJAC0011,12045,1969,05,14,7.8,1,Y
IDCJAC0011,12045,1969,05,15,10.1,1,Y
IDCJAC0011,12045,1969,05,16,14.3,1,Y
IDCJAC0011,12045,1969,05,17,10.8,1,Y
IDCJAC0011,12045,1969,05,18,18.9,1,Y
IDCJAC0011,12045,1969,05,19,14.4,1,Y
IDCJAC0011,12045,1969,05,20,8.6,1,Y
IDCJAC0011,12045,1969,05,21,10.8,1,Y
IDCJAC0011,12045,1969,05,22,11.5,1,Y
IDCJAC0011,12045,1969,05,23,7.0,1,Y
IDCJAC0011,12045,1969,05,24,5.4,1,Y
IDCJAC0011,12045,1969,05,25,6.5,1,Y
IDCJAC0011,12045,1969,05,26,6.7,1,Y
IDCJAC0011,12045,1969,05,27,6.8,1,Y
IDCJAC0011,12045,1969,05,28,6.6,1,Y
