,number,note_book,Site,Genus_species,datetime2,DEP,BT,TC_interp,TC,AT,TA_interp,TA1m,wt,svl,diff_TC,diff_TA,Error,Remove,Notes
2221,18519,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,2/4/1970 11:15,0,38.3,36,36.08693999,33.3,33.26,33.09920393,3.5,60,2.3,0,,,
2222,18539,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,2/4/1970 10:32,0,38.1,35.84,36.08693999,32.4,32.11,33.09920393,5.3,62,2.3,0.3,,,
726,16547,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,30/1/1970 08:55,0,38.1,35.7,35.99150216,30,29.55,29.74732505,4.2,57,2.4,0.4,,,
4417,19972,7.Kalahari-LC-FieldBook-18528-19938.pdf,KLA,Pedioplanis lineoocellata,2/7/1970 12:36,0,37.8,35.38,35.30015239,22,21.33,21.34468636,1.5,43,2.4,0.7,,,
48,15843,7.Kalahari-LC-FieldBook-18528-19938.pdf,KLA,Pedioplanis lineoocellata,2/1/1970 16:26,0,38.6,36.07,36.16519572,33.2,33.04,33.48436175,NA,56,2.5,0.2,,,
4445,20012,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,3/7/1970 14:13,0,35.7,33.25,33.8220897,24.3,24.28,24.28679576,0.7,33,2.5,0,,,
6320,20937,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,19/9/1970 14:25,0,38.1,35.65,35.82858581,28.1,29.36,29.42450054,2.3,43,2.5,-1.3,,,
6327,20951,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,19/9/1970 15:40,0,37.5,34.97,34.75888834,28.7,26.73,25.46060961,1.6,39,2.5,2,,,
6387,20930,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,21/9/1970 16:26,0,37.3,34.78,35.98138435,34.3,34.02,34.4007754,1.5,40,2.5,0.3,,,
50,15853,7.Kalahari-LC-FieldBook-18528-19938.pdf,KLA,Pedioplanis lineoocellata,2/1/1970 17:15,0,37.5,34.92,35.95303366,32.4,31.98,32.46815336,NA,58,2.6,0.4,,,
721,16541,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,30/1/1970 07:46,0,35.6,32.99,32.5491388,28.9,26.95,27.42504658,6,67,2.6,1.9,,,
754,16498,7.Kalahari-LC-FieldBook-18528-19938.pdf,KLA,Pedioplanis lineoocellata,31/1/1970 08:45,0,36.6,34.01,33.66246523,28.9,28.78,29.28496386,4.2,60,2.6,0.1,,,
1739,18504,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,13/3/1970 10:04,0,38.8,36.16,36.16425453,30.6,28.9,28.6641603,3.7,61,2.6,1.7,,,
6350,20962,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,20/9/1970 13:05,0,39.3,36.68,36.72924512,34,35.01,35.01987482,1.8,44,2.6,-1,,,
723,16549,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,30/1/1970 09:24,0,38.7,35.91,35.99150216,31.8,30.39,29.74732505,7.5,67,2.8,1.4,,,
4444,20011,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,3/7/1970 14:07,0,36.5,33.51,33.8220897,25.3,24.28,24.28679576,0.5,30,3,1,,,
6321,20942,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,19/9/1970 14:52,0,38.5,35.45,35.39177396,28.6,29.28,29.26221117,1.6,39,3,-0.7,,,
6409,21006,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,22/9/1970 09:31,0,38.3,35.28,35.3101622,28.6,28.23,30.48988082,4.9,63,3,0.4,,,
18,15752,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,1/1/1970 15:02,0,39.2,36.09,36.08426503,31.4,32.47,32.47037594,NA,68,3.1,-1.1,,,
6352,20966,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,20/9/1970 13:30,0,39.6,36.45,36.1702698,34.3,34.97,34.91204998,2,44,3.1,-0.7,,,
6355,20980,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,20/9/1970 15:55,0,39,35.93,35.92723985,35,31.78,31.52294784,5.7,64,3.1,3.2,,,
6356,20975,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,20/9/1970 15:30,0,39.1,35.93,35.92723985,34.9,33.08,31.52294784,1.3,40,3.2,1.8,,,
6389,20997,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,21/9/1970 15:50,0,39.2,36,35.98138435,34.8,34.56,34.4007754,1.2,38,3.2,0.2,,,
6385,20929,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,21/9/1970 16:23,0,38.2,34.92,35.98138435,34.9,34.06,34.4007754,1.7,43,3.3,0.8,,,
6322,20949,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,19/9/1970 15:25,0,38.5,35.13,35.39177396,27.9,27.68,29.26221117,2.2,43,3.4,0.2,,,
6349,20964,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,20/9/1970 13:20,0,39.9,36.54,36.72924512,33.9,34.98,35.01987482,1.4,40,3.4,-1.1,,,
6351,20967,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,20/9/1970 13:42,0,39.8,36.34,36.1702698,36.3,34.94,34.91204998,1.9,43,3.5,1.4,,,
6386,20993,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,21/9/1970 15:33,0,39.5,36.02,35.98138435,35.1,34.82,34.4007754,1.4,40,3.5,0.3,,,
2277,18632,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,4/4/1970 12:40,0,40.2,36.63,36.64781598,34,35.4,35.43152,4.5,58,3.6,-1.4,,,
719,16543,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,30/1/1970 08:17,0,37.2,33.52,32.5491388,29.5,28.08,27.42504658,5.2,61,3.7,1.4,,,
716,16542,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,30/1/1970 08:00,0,36.3,32.55,32.5491388,29.4,27.43,27.42504658,4.7,58,3.8,2,,,
16,15777,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,1/1/1970 15:20,0,40.3,36.11,36.08426503,33.8,32.43,32.47037594,NA,62,4.2,1.4,,,
752,16499,7.Kalahari-LC-FieldBook-18528-19938.pdf,KLA,Pedioplanis lineoocellata,31/1/1970 09:05,0,38,33.79,33.66246523,31.3,29.43,29.28496386,5.2,64,4.2,1.9,,,
2248,18593,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,3/4/1970 11:34,0,39.7,35.37,35.95986212,30.6,33.6,33.83842563,5.5,60,4.3,-3,,,
6326,20952,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,19/9/1970 15:45,0,39.3,34.92,34.75888834,29.7,26.41,25.46060961,1.4,37,4.4,3.3,,,
717,16515,7.Kalahari-LC-FieldBook-18528-19938.pdf,KLA,Pedioplanis lineoocellata,30/1/1970 07:45,0,37.6,33.02,32.5491388,28.7,26.92,27.42504658,4.7,58,4.6,1.8,,,
6359,20982,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,20/9/1970 16:01,0,40.5,35.85,35.92723985,34.9,31.5,31.52294784,1.8,44,4.6,3.4,,,
755,16613,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,31/1/1970 10:23,0,40.2,35.51,35.20441497,32.2,31.92,31.00560279,5,63,4.7,0.3,,,
753,16611,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,31/1/1970 08:58,0,38.6,33.71,33.66246523,29.3,29.22,29.28496386,4.5,62,4.9,0.1,,,
736,16555,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,30/1/1970 18:45,0,37.5,32.11,30.93595143,35,32.8,32.2818306,4.2,62,5.4,2.2,,,
20,15783,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,1/1/1970 16:59,0,40,34.52,34.49248493,33.2,31.28,31.25796863,NA,58,5.5,1.9,,,
22,15784,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,1/1/1970 16:59,0,40,34.52,34.49248493,33.2,31.28,31.25796863,NA,60,5.5,1.9,,,
738,16526,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,30/1/1970 18:37,0,39.4,32.74,30.93595143,35.6,33.08,32.2818306,3.5,58,6.7,2.5,,,
2283,18650,7.Kalahari-LC-FieldBook-18528-19938.pdf,KLA,Pedioplanis lineoocellata,4/4/1970 17:30,0,37,29.97,26.51542991,32.6,31.12,30.04940731,6,62,7,1.5,,,
23,15805,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,1/1/1970 17:43,0,37.6,29.96,28.16709632,32,29.52,28.82897942,NA,58,7.6,2.5,,,
4413,19963,7.Kalahari-LC-FieldBook-18528-19938.pdf,KLA,Pedioplanis lineoocellata,2/7/1970 11:36,0,34.8,27.18,35.50017017,17.5,20.86,21.31957114,1.2,39,7.6,-3.4,,,
21,15787,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,1/1/1970 17:24,0,40,31.96,34.49248493,32.7,30.29,31.25796863,NA,63,8,2.4,,,
737,16529,6.Kalahari-RBH-FieldBook-18494-19947.pdf,KLA,Pedioplanis lineoocellata,30/1/1970 19:00,0,39.6,30.94,30.93595143,35.7,32.28,32.2818306,4.2,60,8.7,3.4,,,
4421,19978,7.Kalahari-LC-FieldBook-18528-19938.pdf,KLA,Pedioplanis lineoocellata,2/7/1970 15:38,0,34.8,25.37,23.09911947,22.1,21.32,21.26157477,1,34,9.4,0.8,,,
5168,20373,7.Kalahari-LC-FieldBook-18528-19938.pdf,KLA,Pedioplanis lineoocellata,2/8/1970 15:55,0,33.9,24.45,24.01893657,19,21.07,20.94425841,1,40,9.4,-2.1,,,
5194,20398,7.Kalahari-LC-FieldBook-18528-19938.pdf,KLA,Pedioplanis lineoocellata,3/8/1970 16:01,0,34.5,23.74,23.82973908,14,13.99,14.00374518,1,40,10.8,0,,,
2282,18651,7.Kalahari-LC-FieldBook-18528-19938.pdf,KLA,Pedioplanis lineoocellata,4/4/1970 17:40,0,40.5,28.82,26.51542991,32.5,30.76,30.04940731,7.2,58,11.7,1.7,,,
5193,20397,7.Kalahari-LC-FieldBook-18528-19938.pdf,KLA,Pedioplanis lineoocellata,3/8/1970 15:57,0,36.6,24.22,23.82973908,14.2,14.02,14.00374518,0.7,37,12.4,0.2,,,
5293,20432,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,6/8/1970 11:22,0,20.5,34.63,34.38779798,17.6,22.49,22.17353624,6.3,68,-14.1,-4.9,,,
3148,19282,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,10/5/1970 14:04,0,29.9,35.32,35.37046446,19.5,20.76,20.78845953,0.7,34,-5.4,-1.3,,,
6142,20831,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,10/9/1970 12:12,0,30.2,34.97,34.96143717,15.5,18.29,18.17634902,3.8,53,-4.8,-2.8,,,
4520,20062,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,5/7/1970 12:08,0,31.6,35.42,35.42741296,21,24.1,23.93003733,4.7,61,-3.8,-3.1,,,
4521,20063,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,5/7/1970 12:27,0,31.8,35.39,35.42741296,21.2,24.49,23.93003733,4.7,59,-3.6,-3.3,,,
3189,19291,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,11/5/1970 10:40,0,31,33.87,34.87976272,17.8,21.18,22.45804221,4.2,52,-2.9,-3.4,,,
6145,20834,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,10/9/1970 12:30,0,32.2,34.99,35.01470793,15,18.46,18.75177642,4.6,57,-2.8,-3.5,,,
6146,20836,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,10/9/1970 12:53,0,32.2,35.01,35.01470793,16.3,18.68,18.75177642,2,42,-2.8,-2.4,,,
3157,19275,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,10/5/1970 14:50,0,32.4,34.7,34.56259976,19.5,20.49,20.43034984,3,53,-2.3,-1,,,
829,16794,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,4/2/1970 10:55,0,30.4,32.52,32.7391144,26.5,24.25,24.33822597,1,37,-2.1,2.2,,,
3188,19292,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,11/5/1970 10:55,0,32.7,34.63,34.87976272,17.7,22.14,22.45804221,4.5,56,-1.9,-4.4,,,
830,16756,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,4/2/1970 11:58,0,31.3,33.06,33.07371064,28.2,25.47,25.50851558,5,59,-1.8,2.7,,,
4490,19998,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,4/7/1970 11:39,0,33.2,35.05,34.87887479,20.2,22.09,22.24230563,5.3,60,-1.8,-1.9,,,
4527,20066,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,5/7/1970 14:46,0,32,33.78,33.3013,25.2,25.61,25.61144388,3.5,57,-1.8,-0.4,,,
6143,20833,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,10/9/1970 12:26,0,33.3,34.98,34.96143717,15.2,18.43,18.17634902,3.5,51,-1.7,-3.2,,,
4497,20050,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,4/7/1970 12:40,0,33.3,34.76,34.69441132,19.7,22.67,22.88331003,4.3,59,-1.5,-3,,,
5270,20427,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,5/8/1970 12:52,0,33.7,35.15,35.24631392,24.8,25.97,25.9752019,3,53,-1.4,-1.2,,,
831,16800,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,4/2/1970 12:10,0,31.3,32.63,33.07371064,24.4,25.31,25.50851558,5.5,63,-1.3,-0.9,,,
5305,20450,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,6/8/1970 14:35,0,33.7,35,35.34538415,22,24.2,24.28916861,5,63,-1.3,-2.2,,,
3150,19260,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,10/5/1970 13:35,0,34,35.17,35.37046446,18.9,20.81,20.78845953,2.5,51,-1.2,-1.9,,,
4495,20032,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,4/7/1970 12:40,0,33.6,34.76,34.69441132,21.8,22.67,22.88331003,5.5,62,-1.2,-0.9,,,
4491,20026,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,4/7/1970 11:55,0,33.8,34.92,34.87887479,20.8,22.21,22.24230563,5,60,-1.1,-1.4,,,
1683,18079,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,11/3/1970 10:45,0,34.6,35.64,35.75611681,32.4,33.69,34.24709846,2.7,48,-1,-1.3,,,
5303,20453,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,6/8/1970 14:50,0,34.2,35.21,35.34538415,22.6,24.25,24.28916861,4.5,61,-1,-1.6,,,
1718,18343,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,12/3/1970 11:11,0,34.4,35.27,35.24103274,30.6,31.27,30.99745761,1.3,39,-0.9,-0.7,,,
3187,19314,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,11/5/1970 11:20,0,34.1,34.98,34.87976272,19.2,22.68,22.45804221,4.5,58,-0.9,-3.5,,,
5304,20452,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,6/8/1970 14:46,0,34.2,35.15,35.34538415,23.1,24.24,24.28916861,4,58,-0.9,-1.1,,,
3156,19281,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,10/5/1970 14:01,0,34.7,35.36,35.37046446,17.4,20.78,20.78845953,3.7,54,-0.7,-3.4,,,
3194,19356,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,11/5/1970 14:02,0,33.8,34.49,34.48738501,24.7,23.32,23.32332521,4,59,-0.7,1.4,,,
4519,20038,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,5/7/1970 11:25,0,33.8,34.49,33.8126534,19.2,22.54,21.55100955,4.5,59,-0.7,-3.3,,,
5298,20446,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,6/8/1970 14:04,0,33.9,34.57,34.5139864,22.4,24.09,24.08110901,3.3,54,-0.7,-1.7,,,
3153,19238,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,10/5/1970 13:51,0,34.7,35.3,35.37046446,19.5,20.8,20.78845953,0.5,32,-0.6,-1.3,,,
3190,19333,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,11/5/1970 12:22,0,34.3,34.89,35.17816077,21.6,23.21,23.11264803,3.3,53,-0.6,-1.6,,,
4523,20089,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,5/7/1970 13:52,0,34.8,35.35,35.35162284,24.7,25.56,25.61488512,2.5,55,-0.6,-0.9,,,
3165,19302,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,10/5/1970 15:46,0,34.3,34.78,34.8465273,18.6,19.93,19.77851963,1.5,43,-0.5,-1.3,,,
6147,20840,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,10/9/1970 14:17,0,32.8,33.25,34.23750974,17.7,19.04,19.07513332,4.3,55,-0.5,-1.3,,,
1722,18344,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,12/3/1970 11:13,0,34.9,35.27,35.24103274,30.4,31.32,30.99745761,4.7,61,-0.4,-0.9,,,
3168,19287,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,10/5/1970 15:48,0,34.4,34.79,34.8465273,20.8,19.91,19.77851963,3,53,-0.4,0.9,,,
3159,19277,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,10/5/1970 15:02,0,34.4,34.57,34.56259976,20.7,20.41,20.43034984,4.5,60,-0.2,0.3,,,
5271,20428,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,5/8/1970 12:58,0,35.1,35.22,35.24631392,23.8,25.97,25.9752019,5,60,-0.1,-2.2,,,
6171,20854,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,11/9/1970 13:20,0,34.8,34.88,34.98630716,20.8,23.24,23.04173665,5,64,-0.1,-2.4,,,
3166,19301,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,10/5/1970 15:39,0,34.8,34.75,34.8465273,20,20.01,19.77851963,3.7,54,0,0,,,
4494,19997,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,4/7/1970 11:33,0,35.1,35.09,34.87887479,18.9,22.05,22.24230563,4.5,61,0,-3.2,,,
5301,20454,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,6/8/1970 14:55,0,35.3,35.28,35.34538415,22.3,24.27,24.28916861,4,60,0,-2,,,
6144,20835,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,10/9/1970 12:50,0,35.1,35.01,35.01470793,15.1,18.66,18.75177642,4,54,0.1,-3.6,,,
1679,18261,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,11/3/1970 11:19,0,36.2,35.95,35.75611681,32.8,34.42,34.24709846,2.2,48,0.2,-1.6,,,
3152,19263,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,10/5/1970 13:51,0,35.5,35.3,35.37046446,19.6,20.8,20.78845953,4.7,58,0.2,-1.2,,,
1720,18361,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,12/3/1970 11:15,0,35.6,35.27,35.24103274,31.6,31.37,30.99745761,4.5,60,0.3,0.2,,,
3146,19258,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,10/5/1970 13:26,0,35.4,35.1,34.88992856,19.6,20.82,20.84397525,2,44,0.3,-1.2,,,
3163,19284,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,10/5/1970 14:56,0,34.9,34.62,34.56259976,21.9,20.45,20.43034984,3.5,53,0.3,1.4,,,
4524,20098,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,5/7/1970 14:45,0,34.1,33.81,33.3013,24.4,25.61,25.61144388,3.5,55,0.3,-1.2,,,
6148,20839,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,10/9/1970 13:57,0,34.6,34.28,34.23750974,18.3,19.06,19.07513332,4.4,58,0.3,-0.8,,,
1678,18282,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,11/3/1970 11:12,0,36.3,35.88,35.75611681,32,34.36,34.24709846,3,51,0.4,-2.4,,,
1724,18320,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,12/3/1970 11:10,0,35.7,35.26,35.24103274,31,31.25,30.99745761,2.7,53,0.4,-0.2,,,
3191,19321,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,11/5/1970 11:46,0,35.5,35.11,35.17816077,19.3,22.96,23.11264803,4,59,0.4,-3.7,,,
3167,19289,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,10/5/1970 15:57,0,35.3,34.83,34.8465273,19.8,19.81,19.77851963,3.2,55,0.5,0,,,
5302,20451,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,6/8/1970 14:43,0,35.6,35.11,35.34538415,22.9,24.23,24.28916861,3.3,55,0.5,-1.3,,,
1721,18362,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,12/3/1970 11:22,0,35.9,35.29,35.24103274,30.8,31.55,30.99745761,3.7,57,0.6,-0.8,,,
4499,20053,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,4/7/1970 14:37,0,35.6,34.99,34.97170193,22.2,23.2,23.14279799,5.3,61,0.6,-1,,,
4528,20099,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,5/7/1970 14:48,0,34.3,33.71,33.3013,25.9,25.61,25.61144388,2.5,51,0.6,0.3,,,
1687,18256,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,11/3/1970 11:43,0,36.9,36.2,36.37164417,34.7,34.64,34.79344824,2,50,0.7,0.1,,,
3151,19261,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,10/5/1970 13:38,0,35.9,35.19,35.37046446,19.2,20.81,20.78845953,2.5,50,0.7,-1.6,,,
5300,20456,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,6/8/1970 15:15,0,35.3,34.58,35.34538415,23.2,24.27,24.28916861,4,60,0.7,-1.1,,,
6172,20859,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,11/9/1970 14:04,0,35.4,34.71,34.67398085,20.7,23.64,23.630518,5.2,61,0.7,-2.9,,,
832,16778,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,4/2/1970 11:35,0,33.7,32.93,33.07371064,25.2,25.02,25.50851558,6,63,0.8,0.2,,,
3154,19240,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,10/5/1970 13:58,0,36.1,35.35,35.37046446,20,20.79,20.78845953,4,56,0.8,-0.8,,,
4526,20097,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,5/7/1970 14:41,0,34.8,33.95,33.3013,23.9,25.61,25.61144388,3.2,55,0.8,-1.7,,,
1686,18255,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,11/3/1970 11:39,0,37.1,36.16,36.37164417,32.7,34.6,34.79344824,4.2,56,0.9,-1.9,,,
3162,19279,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,10/5/1970 15:10,0,35.5,34.61,34.56259976,19.9,20.32,20.43034984,3.7,58,0.9,-0.4,,,
4496,20034,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,4/7/1970 13:00,0,35.6,34.69,34.69441132,20.8,22.88,22.88331003,5,62,0.9,-2.1,,,
5299,20445,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,6/8/1970 14:01,0,35.4,34.53,34.5139864,22.7,24.08,24.08110901,4.3,57,0.9,-1.4,,,
5297,20442,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,6/8/1970 13:52,0,35.6,34.6,34.5139864,22,24.03,24.08110901,4.3,59,1,-2,,,
3161,19278,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,10/5/1970 15:06,0,35.7,34.59,34.56259976,20.4,20.37,20.43034984,3,52,1.1,0,,,
1674,18221,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,11/3/1970 09:31,0,36.3,35.1,35.30431818,26.8,30.74,32.01571119,2.7,51,1.2,-3.9,,,
3149,19262,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,10/5/1970 13:49,0,36.5,35.28,35.37046446,19.6,20.8,20.78845953,2.3,49,1.2,-1.2,,,
3155,19239,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,10/5/1970 13:54,0,36.5,35.32,35.37046446,19.9,20.79,20.78845953,3.5,54,1.2,-0.9,,,
