,number,note_book,Site,Genus_species,datetime2,DEP,BT,TC_interp,TC,AT,TA_interp,TA1m,wt,svl,diff_TC,diff_TA,Error,Remove,Notes
2286,18655,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,4/4/1970 20:45,0,24.9,20.24,20.05790222,25.4,24.85,24.71352093,35,103,4.7,0.5,,,
6367,21001,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Chondrodactylus angulifer,21/9/1970 20:46,0,25.8,20.98,20.81701309,25.3,24.71,24.34118746,22.7,90,4.8,0.6,,,
670,16420,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Chondrodactylus angulifer,28/1/1970 21:15,0,32,27.13,27.46577333,31.6,30.2,30.52278524,26,97,4.9,1.4,,,
1046,17293,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,12/2/1970 22:55,0,28.1,23.09,23.06180721,29,25,25.04452318,23.2,91,5,4,,,
702,16535,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Chondrodactylus angulifer,29/1/1970 22:50,0,29.5,24.4,24.03122661,32.7,25.57,25.18284286,20.5,90,5.1,7.1,,,
2284,18657,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,4/4/1970 21:11,0,25.2,20.03,20.05790222,25.6,24.7,24.71352093,15.5,83,5.2,0.9,,,
726,16562,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Chondrodactylus angulifer,30/1/1970 21:45,0,31.4,25.93,25.69182314,30.8,25.88,25.60838694,31.7,101,5.5,4.9,,,
2282,18633,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,4/4/1970 20:25,0,26.3,20.49,20.80561611,27.1,25.04,25.27021082,14.2,85,5.8,2.1,,,
2227,18575,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,2/4/1970 22:00,0,28.3,21.58,21.57860651,29.1,24.77,24.76835179,19,90,6.7,4.3,,,
727,16561,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Chondrodactylus angulifer,30/1/1970 21:35,0,33.3,26.09,25.69182314,31.2,26.05,25.60838694,28.5,100,7.2,5.1,,,
