Region,ID,Site,Genus_species,datetime2,DEP,SHADE,BT,TC_interp,TC,AT,TA_interp,TA1m,diff_TC,diff_TA,Error,Remove,Notes
Au,1662_L,L,Ctenophorus isolepis,29/11/1978 08:11,0,45,35.5,35.25,38.81009563,20.8,22.07,31.75619481,0.2,-1.3,,N,
Au,1666_L,L,Ctenophorus isolepis,29/11/1978 09:14,0,39,40.1,38.28,38.68581534,22.5,24.15,30.82041219,1.8,-1.6,,N,
Au,1667_L,L,Ctenophorus isolepis,29/11/1978 09:18,0,39,38.9,38.3,38.68581534,23,24.26,30.82041219,0.6,-1.3,,N,
Au,1668_L,L,Ctenophorus isolepis,29/11/1978 09:21,0,39,39.2,38.32,38.68581534,24.3,24.35,30.82041219,0.9,-0.1,,N,
Au,1669_L,L,Ctenophorus isolepis,29/11/1978 09:23,0,39,38.5,38.33,38.68581534,24,24.4,30.82041219,0.2,-0.4,,N,
Au,1670_L,L,Ctenophorus isolepis,29/11/1978 09:38,0,27,36.7,38.41,38.10063316,24.1,24.82,29.22069101,-1.7,-0.7,,N,
Au,1671_L,L,Ctenophorus isolepis,29/11/1978 10:18,0,27,38.7,38.56,38.10063316,24.4,26.27,29.22069101,0.1,-1.9,,N,
Au,1673_L,L,Ctenophorus isolepis,29/11/1978 10:33,0,0,35.8,38.59,37.85618227,23.9,26.97,27.30876899,-2.8,-3.1,,N,
Au,1704_L,L,Ctenophorus isolepis,30/11/1978 09:18,0,48,38,37.65,38.57226781,27,27.68,33.90336564,0.4,-0.7,,N,
Au,1706_L,L,Ctenophorus isolepis,30/11/1978 09:33,0,36,41.2,37.61,38.81972777,28.4,28.2,32.33158118,3.6,0.2,,N,
Au,1709_L,L,Ctenophorus isolepis,30/11/1978 10:00,0,36,38.8,37.55,38.81972777,29.6,29.14,32.33158118,1.2,0.5,,N,
Au,1710_L,L,Ctenophorus isolepis,30/11/1978 10:25,0,36,40.8,38.63,38.81972777,29,30.93,32.33158118,2.2,-1.9,,N,
Au,1714_L,L,Ctenophorus isolepis,30/11/1978 11:00,0,0,38,40.14,34.50034268,29.4,33.43,29.84495507,-2.1,-4,,N,
Au,1715_L,L,Ctenophorus isolepis,30/11/1978 08:02,0,50,36,35.65,40.06530392,24,22.71,34.93277932,0.4,1.3,,N,
Au,1716_L,L,Ctenophorus isolepis,30/11/1978 08:31,0,48,37.6,36.67,38.57226781,25.6,24.88,33.90336564,0.9,0.7,,N,
Au,1717_L,L,Ctenophorus isolepis,30/11/1978 08:40,0,48,38.5,36.99,38.57226781,24.4,25.55,33.90336564,1.5,-1.2,,N,
Au,1721_L,L,Ctenophorus isolepis,30/11/1978 14:56,-2.5,50,39.4,40.08,30.30947159,32.1,34.87,21.78997968,-0.7,-2.8,,N,
Au,1726_L,L,Ctenophorus isolepis,30/11/1978 17:13,-2.5,50,37.4,37.88,28.23310447,31,31.79,21.68467861,-0.5,-0.8,,N,
Au,1731_L,L,Ctenophorus isolepis,1/12/1978 08:45,0,50,38,37.97,40.63508373,30.2,31.69,38.03025509,0,-1.5,,N,
Au,1732_L,L,Ctenophorus isolepis,1/12/1978 09:00,0,50,39.6,37.71,40.63508373,31.7,32.3,38.03025509,1.9,-0.6,,N,
Au,1735_L,L,Ctenophorus isolepis,1/12/1978 09:50,0,45,39.2,38.59,38.63474263,34,33.44,35.86923781,0.6,0.6,,N,
Au,1736_L,L,Ctenophorus isolepis,1/12/1978 17:05,-2.5,50,37.9,38.48,30.12255831,34.7,35.63,23.54229775,-0.6,-0.9,,N,
Au,1738_L,L,Ctenophorus isolepis,1/12/1978 17:00,-2.5,50,36.8,38.63,30.12255831,34.3,35.87,23.54229775,-1.8,-1.6,,N,
Au,1739_L,L,Ctenophorus isolepis,1/12/1978 17:10,-2.5,50,37.7,38.32,30.12255831,34.4,35.39,23.54229775,-0.6,-1,,N,
Au,1740_L,L,Ctenophorus isolepis,1/12/1978 17:13,-2.5,50,37.3,38.23,30.12255831,34.3,35.25,23.54229775,-0.9,-1,,N,
Au,1741_L,L,Ctenophorus isolepis,1/12/1978 17:17,-2.5,50,39.4,38.11,30.12255831,34.5,35.06,23.54229775,1.3,-0.6,,N,
Au,1742_L,L,Ctenophorus isolepis,1/12/1978 17:24,-2.5,50,35.6,37.89,30.12255831,33.7,34.72,23.54229775,-2.3,-1,,N,
Au,1753_L,L,Ctenophorus isolepis,2/12/1978 07:32,0,36,37.2,36.11,38.58714276,21,21.67,28.36482186,1.1,-0.7,,N,
Au,1755_L,L,Ctenophorus isolepis,2/12/1978 08:15,0,36,35.3,37.55,38.58714276,21.6,22.57,28.36482186,-2.2,-1,,N,
Au,1756_L,L,Ctenophorus isolepis,2/12/1978 08:21,0,36,38.4,37.6,38.58714276,21.7,22.73,28.36482186,0.8,-1,,N,
Au,1761_L,L,Ctenophorus isolepis,2/12/1978 08:15,0,36,37.8,37.55,38.58714276,21.8,22.57,28.36482186,0.2,-0.8,,N,
Au,1762_L,L,Ctenophorus isolepis,2/12/1978 08:20,0,36,38,37.59,38.58714276,21.6,22.7,28.36482186,0.4,-1.1,,N,
Au,1763_L,L,Ctenophorus isolepis,2/12/1978 09:40,0,0,34.4,37.86,36.3216639,21,24.49,25.51981926,-3.5,-3.5,,N,
Au,1764_L,L,Ctenophorus isolepis,2/12/1978 10:00,0,0,37.8,37.82,36.3216639,24,24.84,25.51981926,0,-0.8,,N,
Au,2032_L,L,Ctenophorus isolepis,16/12/1978 08:11,0,33,36.7,35.23,38.93446974,20.7,22.05,31.04738028,1.5,-1.4,,N,
Au,2039_L,L,Ctenophorus isolepis,16/12/1978 08:58,0,27,32.6,34.84,38.26673683,22.6,22.67,30.32201669,-2.2,-0.1,,N,
Au,2045_L,L,Ctenophorus isolepis,16/12/1978 10:25,0,0,39.9,37.98,38.25531189,28,25.06,29.26606199,1.9,2.9,,N,
Au,2049_L,L,Ctenophorus isolepis,16/12/1978 11:13,0,0,37.8,38.25,33.13566156,28.2,27.05,27.34825233,-0.5,1.1,,N,
Au,2054_L,L,Ctenophorus isolepis,16/12/1978 08:00,0,33,36.4,35.32,38.93446974,21.6,21.91,31.04738028,1.1,-0.3,,N,
Au,2055_L,L,Ctenophorus isolepis,16/12/1978 08:50,0,27,37.4,34.91,38.26673683,24.2,22.56,30.32201669,2.5,1.6,,N,
Au,2056_L,L,Ctenophorus isolepis,16/12/1978 09:10,0,27,38.4,35.33,38.26673683,24.8,22.88,30.32201669,3.1,1.9,,N,
Au,2057_L,L,Ctenophorus isolepis,16/12/1978 09:25,0,27,38.5,36.09,38.26673683,23,23.17,30.32201669,2.4,-0.2,,N,
Au,2058_L,L,Ctenophorus isolepis,16/12/1978 10:28,0,0,38.5,37.99,38.25531189,25.6,25.21,29.26606199,0.5,0.4,,N,
Au,2059_L,L,Ctenophorus isolepis,16/12/1978 11:15,0,0,38,38.27,33.13566156,27,27.09,27.34825233,-0.3,-0.1,,N,
Au,2061_L,L,Ctenophorus isolepis,16/12/1978 16:50,-2.5,50,38.1,38.26,21.56285629,30.4,29.44,20.66118357,-0.2,1,,N,
Au,2062_L,L,Ctenophorus isolepis,16/12/1978 17:00,-2.5,50,37.1,38.26,21.56285629,29.2,29.27,20.66118357,-1.2,-0.1,,N,
Au,2063_L,L,Ctenophorus isolepis,16/12/1978 17:10,-2.5,50,35.8,37.4,21.56285629,29.2,28.95,20.66118357,-1.6,0.2,,N,
Au,2071_L,L,Ctenophorus isolepis,17/12/1978 08:16,0,27,37.2,34.26,38.66243304,21.7,21.87,30.83856398,2.9,-0.2,,N,
Au,2076_L,L,Ctenophorus isolepis,17/12/1978 09:20,0,21,38,37.25,38.82986847,23.4,22.6,30.59518676,0.8,0.8,,N,
Au,2082_L,L,Ctenophorus isolepis,17/12/1978 10:30,0,0,38.8,38.41,31.08511757,27,25.21,28.02915752,0.4,1.8,,N,
Au,2087_L,L,Ctenophorus isolepis,17/12/1978 11:05,0,0,42.2,38.12,31.08511757,29,27.45,28.02915752,4.1,1.6,,N,
Au,2088_L,L,Ctenophorus isolepis,17/12/1978 11:07,0,0,40.1,38.12,31.08511757,30.5,27.46,28.02915752,2,3,,N,
Au,2090_L,L,Ctenophorus isolepis,17/12/1978 11:26,0,0,39,38.18,31.08511757,29.4,27.6,28.02915752,0.8,1.8,,N,
Au,2091_L,L,Ctenophorus isolepis,17/12/1978 11:36,-2.5,50,39.7,38.21,23.31149913,28.6,27.67,27.16061185,1.5,0.9,,N,
Au,2092_L,L,Ctenophorus isolepis,17/12/1978 11:41,-2.5,50,38.5,38.23,23.31149913,30,27.71,27.16061185,0.3,2.3,,N,
Au,2093_L,L,Ctenophorus isolepis,17/12/1978 11:52,-2.5,50,41.6,38.26,23.31149913,27.8,27.79,27.16061185,3.3,0,,N,
Au,2097_L,L,Ctenophorus isolepis,17/12/1978 08:40,0,21,37.6,35.49,38.82986847,22.1,22.15,30.59518676,2.1,0,,N,
Au,2099_L,L,Ctenophorus isolepis,17/12/1978 09:40,0,0,39,37.98,36.27507692,24.7,22.8,29.6419755,1,1.9,,N,
Au,2101_L,L,Ctenophorus isolepis,17/12/1978 10:00,0,0,39.8,38.72,36.27507692,26.4,23.01,29.6419755,1.1,3.4,,N,
Au,2102_L,L,Ctenophorus isolepis,17/12/1978 10:15,0,0,39.6,38.57,36.27507692,27.8,24.11,29.6419755,1,3.7,,N,
Au,2103_L,L,Ctenophorus isolepis,17/12/1978 10:40,0,0,39,38.31,31.08511757,26.6,25.94,28.02915752,0.7,0.7,,N,
Au,2105_L,L,Ctenophorus isolepis,17/12/1978 11:15,0,0,38.6,38.15,31.08511757,27.4,27.52,28.02915752,0.5,-0.1,,N,
Au,2107_L,L,Ctenophorus isolepis,17/12/1978 12:13,-2.5,50,38,38.39,23.31149913,30.4,27.95,27.16061185,-0.4,2.4,,N,
Au,2109_L,L,Ctenophorus isolepis,17/12/1978 11:55,-2.5,50,42.2,38.27,23.31149913,30.1,27.81,27.16061185,3.9,2.3,,N,
Au,2111_L,L,Ctenophorus isolepis,17/12/1978 11:27,0,0,37.1,38.19,31.08511757,30.4,27.61,28.02915752,-1.1,2.8,,N,
Au,2112_L,L,Ctenophorus isolepis,17/12/1978 16:15,-2.5,50,40.2,38.19,19.71944296,32,30.36,22.20950604,2,1.6,,N,
Au,2113_L,L,Ctenophorus isolepis,17/12/1978 16:18,-2.5,50,38.7,38.06,19.71944296,31.7,30.31,22.20950604,0.6,1.4,,N,
Au,2114_L,L,Ctenophorus isolepis,17/12/1978 16:29,-2.5,50,40,37.6,19.71944296,32.3,30.13,22.20950604,2.4,2.2,,N,
Au,2117_L,L,Ctenophorus isolepis,17/12/1978 16:55,-2.5,50,39,36.49,18.89845311,31.4,29.72,21.94183228,2.5,1.7,,N,
Au,2122_L,L,Ctenophorus isolepis,17/12/1978 16:42,-2.5,50,35.8,37.04,18.89845311,31.9,29.93,21.94183228,-1.2,2,,N,
Au,2123_L,L,Ctenophorus isolepis,17/12/1978 17:15,-2.5,50,35.6,34.98,18.89845311,28.2,29.24,21.94183228,0.6,-1,,N,
Au,2149_L,L,Ctenophorus isolepis,18/12/1978 07:55,0,36,33.6,31.36,38.26584589,23.6,20.77,33.48231174,2.2,2.8,,N,
Au,2150_L,L,Ctenophorus isolepis,18/12/1978 07:58,0,36,33.6,31.49,38.26584589,23.6,20.81,33.48231174,2.1,2.8,,N,
Au,2151_L,L,Ctenophorus isolepis,18/12/1978 08:50,0,30,37,36.5,38.65342416,26,24.28,33.09266536,0.5,1.7,,N,
Au,2152_L,L,Ctenophorus isolepis,18/12/1978 09:10,0,30,38,37.25,38.65342416,28.8,25.21,33.09266536,0.8,3.6,,N,
Au,2155_L,L,Ctenophorus isolepis,18/12/1978 09:40,0,18,39.5,36.54,38.28265444,28.8,25.92,31.64315015,3,2.9,,N,
Au,2157_L,L,Ctenophorus isolepis,18/12/1978 11:40,0,0,39.9,38.58,27.89669234,31.4,30.48,28.86823801,1.3,0.9,,N,
Au,2161_L,L,Ctenophorus isolepis,18/12/1978 11:22,0,0,39.4,38.65,38.77297225,30.8,30.43,29.9780641,0.8,0.4,,N,
Au,2163_L,L,Ctenophorus isolepis,18/12/1978 11:45,0,0,39.6,38.56,27.89669234,31,30.49,28.86823801,1,0.5,,N,
Au,2171_L,L,Ctenophorus isolepis,25/12/1978 17:10,-2.5,50,40.7,38.23,29.81765549,34.1,34.04,25.55921433,2.5,0.1,,N,
Au,2172_L,L,Ctenophorus isolepis,25/12/1978 17:19,-2.5,50,38.5,38.18,29.81765549,34.4,33.7,25.55921433,0.3,0.7,,N,
Au,2185_L,L,Ctenophorus isolepis,27/12/1978 09:00,0,36,39.4,38.41,37.99547145,29.3,29.46,33.66852134,1,-0.2,,N,
Au,2197_L,L,Ctenophorus isolepis,28/12/1978 08:00,0,42,38.3,36.41,38.91857098,23.2,21.66,33.88365833,1.9,1.5,,N,
Au,2198_L,L,Ctenophorus isolepis,28/12/1978 08:11,0,42,36.2,36.51,38.91857098,23.9,21.95,33.88365833,-0.3,1.9,,N,
Au,2199_L,L,Ctenophorus isolepis,28/12/1978 08:35,0,39,38.7,36.71,38.45522631,25.4,22.59,33.55898478,2,2.8,,N,
Au,2200_L,L,Ctenophorus isolepis,28/12/1978 08:39,0,39,39.6,36.74,38.45522631,25.4,22.69,33.55898478,2.9,2.7,,N,
Au,2201_L,L,Ctenophorus isolepis,28/12/1978 08:42,0,39,38.8,36.77,38.45522631,25.1,22.77,33.55898478,2,2.3,,N,
Au,2347_L,L,Ctenophorus isolepis,8/1/1979 12:15,0,0,41.6,42.37,33.64206209,33,38.61,34.20586134,-0.8,-5.6,,N,
Au,2349_L,L,Ctenophorus isolepis,8/1/1979 16:21,0,45,39.7,42.54,26.95664212,36.4,39.33,28.90022809,-2.8,-2.9,,N,
Au,2350_L,L,Ctenophorus isolepis,8/1/1979 16:30,-2.5,50,41.2,42.15,34.14646268,36.4,39.11,28.34957378,-0.9,-2.7,,N,
Au,2351_L,L,Ctenophorus isolepis,8/1/1979 16:46,-2.5,50,40.9,41.44,34.14646268,36.4,38.72,28.34957378,-0.5,-2.3,,N,
Au,2352_L,L,Ctenophorus isolepis,8/1/1979 16:50,-2.5,50,39.6,41.26,34.14646268,36.3,38.63,28.34957378,-1.7,-2.3,,N,
Au,2361_L,L,Ctenophorus isolepis,9/1/1979 08:36,0,50,39.2,38.2,42.19636756,26.9,26.48,38.84267738,1,0.4,,N,
Au,2362_L,L,Ctenophorus isolepis,9/1/1979 08:44,0,50,38.4,38.1,42.19636756,25.4,27.04,38.84267738,0.3,-1.6,,N,
Au,2364_L,L,Ctenophorus isolepis,9/1/1979 09:04,0,50,39.3,37.95,42.19636756,26.5,28.56,38.84267738,1.3,-2.1,,N,
Au,2365_L,L,Ctenophorus isolepis,9/1/1979 09:08,0,50,39.6,38.01,42.19636756,27.9,28.94,38.84267738,1.6,-1,,N,
Au,2366_L,L,Ctenophorus isolepis,9/1/1979 16:40,0,50,40.2,40.22,26.9542945,35.6,37.87,28.43579016,0,-2.3,,N,
Au,2374_L,L,Ctenophorus isolepis,10/1/1979 08:45,0,50,38.4,37.82,43.60121414,27.6,30.78,40.9157576,0.6,-3.2,,N,
Au,2375_L,L,Ctenophorus isolepis,10/1/1979 08:49,0,50,35.9,37.84,43.60121414,27.5,31.35,40.9157576,-1.9,-3.9,,N,
Au,2378_L,L,Ctenophorus isolepis,10/1/1979 09:19,0,50,38.8,38.35,43.60121414,26.8,33.79,40.9157576,0.4,-7,,N,
Au,2379_L,L,Ctenophorus isolepis,10/1/1979 09:35,0,50,38.1,38.72,40.84706627,30.8,34.54,39.40047251,-0.6,-3.7,,N,
Au,2381_L,L,Ctenophorus isolepis,10/1/1979 10:10,0,50,41.4,39.64,40.84706627,30.6,35.95,39.40047251,1.8,-5.4,,N,
Au,2382_L,L,Ctenophorus isolepis,10/1/1979 09:47,0,50,39,39,40.84706627,34.3,35.1,39.40047251,0,-0.8,,N,
Au,2384_L,L,Ctenophorus isolepis,11/1/1979 09:06,0,50,35.4,38.01,40.31686671,29.6,32.73,38.76225718,-2.6,-3.1,,N,
Au,2385_L,L,Ctenophorus isolepis,11/1/1979 09:08,0,50,35.9,38.03,40.31686671,29.9,32.81,38.76225718,-2.1,-2.9,,N,
Au,2386_L,L,Ctenophorus isolepis,11/1/1979 09:10,0,50,33.7,38.06,40.31686671,29.7,32.89,38.76225718,-4.4,-3.2,,N,
Au,2391_L,L,Ctenophorus isolepis,11/1/1979 12:02,0,0,39.8,41.09,34.75825184,37.4,36.24,34.17963937,-1.3,1.2,,N,
Au,2392_L,L,Ctenophorus isolepis,11/1/1979 12:11,0,0,39.8,41.3,34.75825184,36.2,36.34,34.17963937,-1.5,-0.1,,N,
Au,2406_L,L,Ctenophorus isolepis,12/1/1979 07:40,0,50,38.8,36,39.02149845,33,29.03,41.11151771,2.8,4,,N,
Au,2409_L,L,Ctenophorus isolepis,12/1/1979 08:27,0,50,39.4,36.73,39.02149845,34.7,32.25,41.11151771,2.7,2.5,,N,
Au,2410_L,L,Ctenophorus isolepis,12/1/1979 08:33,0,48,40.2,37.1,38.68037462,35.7,32.89,40.38860813,3.1,2.8,,N,
Au,2429_L,L,Ctenophorus isolepis,13/1/1979 07:30,0,50,39,34.86,40.08753125,31,28.05,40.83766204,4.1,2.9,,N,
Au,2430_L,L,Ctenophorus isolepis,13/1/1979 07:33,0,50,38.8,35.01,40.08753125,30.5,28.18,40.83766204,3.8,2.3,,N,
Au,2432_L,L,Ctenophorus isolepis,13/1/1979 08:07,0,50,40.2,36.63,40.08753125,33.7,29.74,40.83766204,3.6,4,,N,
Au,2433_L,L,Ctenophorus isolepis,13/1/1979 08:22,0,50,41.5,37.23,40.08753125,33.8,30.62,40.83766204,4.3,3.2,,N,
Au,2434_L,L,Ctenophorus isolepis,13/1/1979 08:43,0,50,38.7,38.06,39.15521654,35.3,31.84,40.48154796,0.6,3.5,,N,
Au,2435_L,L,Ctenophorus isolepis,13/1/1979 08:51,0,50,39.7,38.37,39.15521654,35,32.31,40.48154796,1.3,2.7,,N,
Au,2438_L,L,Ctenophorus isolepis,13/1/1979 08:55,0,50,37.9,38.53,39.15521654,34.8,32.54,40.48154796,-0.6,2.3,,N,
Au,2439_L,L,Ctenophorus isolepis,13/1/1979 08:57,0,50,37.9,38.61,39.15521654,34.8,32.66,40.48154796,-0.7,2.1,,N,
Au,2440_L,L,Ctenophorus isolepis,13/1/1979 09:30,0,48,38.5,39.06,38.48403759,36.3,35.9,39.63776708,-0.6,0.4,,N,
Au,2441_L,L,Ctenophorus isolepis,13/1/1979 09:35,0,48,36,39.12,38.48403759,36.3,36.41,39.63776708,-3.1,-0.1,,N,
Au,2443_L,L,Ctenophorus isolepis,13/1/1979 10:30,0,30,41,39.99,38.60985342,36.6,39.23,37.13616033,1,-2.6,,N,
Au,2588_L,L,Ctenophorus isolepis,21/1/1979 18:00,-2.5,50,33.6,35.96,29.3314218,31.1,30.72,21.13850991,-2.4,0.4,,N,
Au,2604_L,L,Ctenophorus isolepis,22/1/1979 08:50,0,50,40.4,37.65,40.77543905,25.6,29.64,37.15617252,2.8,-4,,N,
Au,2605_L,L,Ctenophorus isolepis,22/1/1979 09:30,0,48,41,38.38,38.54999416,28.6,32.21,35.73093523,2.6,-3.6,,N,
Au,2606_L,L,Ctenophorus isolepis,22/1/1979 09:45,0,48,40.2,38.53,38.54999416,28.8,32.75,35.73093523,1.7,-3.9,,N,
Au,2609_L,L,Ctenophorus isolepis,22/1/1979 08:25,0,50,36.5,36.61,42.64972063,25.9,25.92,37.85409415,-0.1,0,,N,
Au,2610_L,L,Ctenophorus isolepis,22/1/1979 10:20,0,48,36.3,39.21,38.54999416,30.1,33.8,35.73093523,-2.9,-3.7,,N,
Au,2611_L,L,Ctenophorus isolepis,22/1/1979 10:55,0,27,37.5,40.12,38.49925037,31.9,34.68,33.8069919,-2.6,-2.8,,N,
Au,2615_L,L,Ctenophorus isolepis,26/1/1979 09:06,0,45,40.1,38.35,37.94408381,25.7,25.77,33.44114836,1.8,-0.1,,N,
Au,2620_L,L,Ctenophorus isolepis,26/1/1979 10:35,0,0,37.6,37.67,36.12032054,26.4,31.69,31.16775776,-0.1,-5.3,,N,
Au,2623_L,L,Ctenophorus isolepis,26/1/1979 08:25,0,48,37.4,35.98,37.59916098,24.5,22.77,33.17532418,1.4,1.7,,N,
Au,2624_L,L,Ctenophorus isolepis,26/1/1979 08:30,0,45,38.5,36.33,37.94408381,24.6,23.11,33.44114836,2.2,1.5,,N,
Au,2626_L,L,Ctenophorus isolepis,26/1/1979 09:25,0,45,39.2,38.08,37.94408381,25,27.61,33.44114836,1.1,-2.6,,N,
Au,2628_L,L,Ctenophorus isolepis,26/1/1979 09:15,0,45,39.6,38.22,37.94408381,28,26.64,33.44114836,1.4,1.4,,N,
Au,2630_L,L,Ctenophorus isolepis,26/1/1979 11:20,0,0,37.4,38.11,36.12032054,28.7,32.46,31.16775776,-0.7,-3.8,,N,
Au,2631_L,L,Ctenophorus isolepis,26/1/1979 11:55,-2.5,50,37.7,38.76,37.20688781,29.5,32.95,26.65789627,-1.1,-3.5,,N,
Au,2635_L,L,Ctenophorus isolepis,26/1/1979 14:25,-2.5,50,40,38.23,33.65341324,33,33.34,24.74080396,1.8,-0.3,,N,
Au,2807_L,L,Ctenophorus isolepis,5/2/1979 17:05,-2.5,50,38.2,38.7,30.37457152,30,31.53,23.03000462,-0.5,-1.5,,N,
Au,2808_L,L,Ctenophorus isolepis,5/2/1979 17:07,-2.5,50,37.2,38.64,30.37457152,30,31.47,23.03000462,-1.4,-1.5,,N,
Au,2814_L,L,Ctenophorus isolepis,6/2/1979 07:25,0,50,34.9,36.81,42.70569083,24.4,21.79,36.24634651,-1.9,2.6,,N,
Au,2816_L,L,Ctenophorus isolepis,6/2/1979 08:57,0,50,37.7,38.25,39.41728802,28.2,27.77,35.59898884,-0.5,0.4,,N,
Au,2819_L,L,Ctenophorus isolepis,6/2/1979 09:45,0,45,39.5,38.79,38.28368144,29.5,30.42,34.06394009,0.7,-0.9,,N,
Au,2820_L,L,Ctenophorus isolepis,6/2/1979 09:58,0,45,37.3,38.88,38.28368144,31.7,31.1,34.06394009,-1.6,0.6,,N,
Au,2822_L,L,Ctenophorus isolepis,6/2/1979 10:47,0,0,40.1,39.07,36.39026213,32.6,32.56,32.23919906,1,0,,N,
Au,2824_L,L,Ctenophorus isolepis,6/2/1979 08:00,0,50,37.3,34.53,41.62796419,26,22.31,36.27930273,2.8,3.7,,N,
Au,2825_L,L,Ctenophorus isolepis,6/2/1979 13:10,0,24,41,42.52,26.97527931,34.4,35.98,29.73827437,-1.5,-1.6,,N,
Au,2827_L,L,Ctenophorus isolepis,6/2/1979 13:30,-2.5,50,39.2,42.6,35.22122394,34,36.09,25.66561237,-3.4,-2.1,,N,
Au,2834_L,L,Ctenophorus isolepis,7/2/1979 07:30,0,50,37.2,34.57,42.67752044,26.5,25.18,38.02649269,2.6,1.3,,N,
Au,2836_L,L,Ctenophorus isolepis,7/2/1979 08:19,0,50,39.9,37.17,42.67752044,29.2,29.26,38.02649269,2.7,-0.1,,N,
Au,2837_L,L,Ctenophorus isolepis,7/2/1979 08:30,0,50,41.2,37.39,40.40522031,31,30.46,37.00575645,3.8,0.5,,N,
Au,2838_L,L,Ctenophorus isolepis,7/2/1979 08:39,0,50,38.7,37.57,40.40522031,30,31.43,37.00575645,1.1,-1.4,,N,
Au,2842_L,L,Ctenophorus isolepis,7/2/1979 09:25,0,50,38.1,38.72,40.40522031,32.3,34.37,37.00575645,-0.6,-2.1,,N,
Au,2843_L,L,Ctenophorus isolepis,7/2/1979 10:35,0,0,37.7,40.97,36.76294903,34.6,35.91,33.32397757,-3.3,-1.3,,N,
Au,2844_L,L,Ctenophorus isolepis,7/2/1979 10:37,0,0,39,41.04,36.76294903,33.4,35.94,33.32397757,-2,-2.5,,N,
Au,2846_L,L,Ctenophorus isolepis,7/2/1979 10:48,0,0,38.7,41.42,36.76294903,33,36.14,33.32397757,-2.7,-3.1,,N,
Au,2847_L,L,Ctenophorus isolepis,7/2/1979 11:02,0,0,42,41.88,36.76294903,32.4,36.37,33.32397757,0.1,-4,,N,
Au,2851_L,L,Ctenophorus isolepis,7/2/1979 09:00,0,50,36.2,37.98,40.40522031,30,33.71,37.00575645,-1.8,-3.7,,N,
Au,2852_L,L,Ctenophorus isolepis,7/2/1979 09:05,0,50,38,38.13,40.40522031,30,33.84,37.00575645,-0.1,-3.8,,N,
Au,2854_L,L,Ctenophorus isolepis,7/2/1979 11:50,0,0,40.7,42.72,28.42383082,33.8,36.84,31.4357391,-2,-3,,N,
Au,2857_L,L,Ctenophorus isolepis,7/2/1979 17:30,-2.5,50,38.7,37.53,31.14024984,33.4,34.36,24.45056189,1.2,-1,,N,
Au,2864_L,L,Ctenophorus isolepis,8/2/1979 08:35,0,50,39.6,37.99,42.93644579,31.2,31.01,39.09842132,1.6,0.2,,N,
Au,2866_L,L,Ctenophorus isolepis,8/2/1979 09:00,0,50,39.3,38.95,42.93644579,31.7,34.64,39.09842132,0.3,-2.9,,N,
Au,2868_L,L,Ctenophorus isolepis,8/2/1979 09:05,0,50,39.3,39.13,42.93644579,34.3,34.83,39.09842132,0.2,-0.5,,N,
Au,2870_L,L,Ctenophorus isolepis,8/2/1979 10:00,0,50,40.6,41.17,40.00347917,34.7,36.89,37.56681369,-0.6,-2.2,,N,
Au,2874_L,L,Ctenophorus isolepis,8/2/1979 08:00,-5,50,38.6,36.65,47.54352918,29.2,25.92,40.13125324,2,3.3,,N,
Au,2875_L,L,Ctenophorus isolepis,8/2/1979 08:10,-5,50,39.4,37.03,47.54352918,28.7,27.38,40.13125324,2.4,1.3,,N,
Au,2876_L,L,Ctenophorus isolepis,8/2/1979 08:35,0,50,38.3,37.99,42.93644579,29.7,31.01,39.09842132,0.3,-1.3,,N,
Au,2877_L,L,Ctenophorus isolepis,8/2/1979 08:50,0,50,37.4,38.56,42.93644579,30.6,33.19,39.09842132,-1.2,-2.6,,N,
Au,2880_L,L,Ctenophorus isolepis,8/2/1979 16:20,-2.5,50,42.1,41.96,33.74883153,37,38.59,26.43838152,0.1,-1.6,,N,
Au,2881_L,L,Ctenophorus isolepis,8/2/1979 16:25,-2.5,50,40,41.71,33.74883153,36.8,38.46,26.43838152,-1.7,-1.7,,N,
Au,2886_L,L,Ctenophorus isolepis,9/2/1979 07:30,-5,50,38,36.1,47.26018706,31,26.88,40.50346053,1.9,4.1,,N,
Au,2888_L,L,Ctenophorus isolepis,9/2/1979 08:08,-5,50,40.4,38.75,47.26018706,33.2,29.96,40.50346053,1.6,3.2,,N,
Au,2891_L,L,Ctenophorus isolepis,9/2/1979 08:00,-5,50,38.8,38.44,47.26018706,32.3,28.71,40.50346053,0.4,3.6,,N,
Au,2895_L,L,Ctenophorus isolepis,9/2/1979 10:32,0,24,39.7,43.74,38.71424111,39.6,40.23,36.51527466,-4,-0.6,,N,
Au,2898_L,L,Ctenophorus isolepis,10/2/1979 07:40,0,50,38.1,36.6,41.881566,30.7,27.73,39.54664233,1.5,3,,N,
Au,2901_L,L,Ctenophorus isolepis,10/2/1979 08:48,0,50,37.5,40.41,40.07349448,35.7,36.57,38.91388597,-2.9,-0.9,,N,
Au,2903_L,L,Ctenophorus isolepis,10/2/1979 11:48,0,0,41,43.07,33.08023923,38.2,41.38,33.66467939,-2.1,-3.2,,N,
Au,2906_L,L,Ctenophorus isolepis,10/2/1979 11:25,0,0,41.4,43.75,38.5647512,38.5,41.2,35.99697783,-2.4,-2.7,,N,
Au,2908_L,L,Ctenophorus isolepis,10/2/1979 15:35,0,0,42.7,40.83,27.23046907,40,39.18,31.27807028,1.9,0.8,,N,
