ClimNo,StasName,Latitude,Longitude,DateT,Rain(mm),Mx,Mn
0317475A8,UPINGTON WO,-28.41,21.26,1996-07-27,0.00,18.80,4.20
0317475A8,UPINGTON WO,-28.41,21.26,1996-07-28,0.00,16.60,4.30
0317475A8,UPINGTON WO,-28.41,21.26,1996-07-29,0.00,12.00,2.70
0317475A8,UPINGTON WO,-28.41,21.26,1996-07-30,0.00,17.70,-0.50
0317475A8,UPINGTON WO,-28.41,21.26,1996-07-31,0.00,17.30,2.80
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-01,0.00,11.50,2.60
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-02,0.00,13.70,-0.70
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-03,0.00,17.50,0.70
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-04,0.00,19.00,2.20
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-05,0.00,14.10,2.20
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-06,0.00,14.40,1.00
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-07,0.00,18.60,1.10
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-08,0.00,23.00,2.50
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-09,0.00,27.40,10.20
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-10,0.00,15.70,6.40
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-11,0.00,18.10,0.90
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-12,0.00,20.90,4.30
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-13,0.00,14.90,3.30
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-14,0.00,15.90,3.00
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-15,0.00,23.10,1.70
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-16,0.00,25.40,4.20
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-17,0.00,18.40,4.10
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-18,0.00,19.80,5.80
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-19,0.00,20.10,2.90
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-20,0.00,20.20,0.10
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-21,0.00,23.60,1.40
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-22,0.00,24.50,5.60
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-23,0.00,26.90,12.60
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-24,0.00,20.70,7.60
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-25,0.00,26.60,4.70
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-26,0.00,20.60,5.30
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-27,0.60,15.60,6.60
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-28,0.00,20.10,2.40
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-29,0.00,26.60,4.70
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-30,0.00,28.90,11.40
0317475A8,UPINGTON WO,-28.41,21.26,1996-08-31,0.00,21.80,7.90
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-01,0.00,27.90,5.90
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-02,0.00,23.30,6.70
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-03,0.00,21.50,6.50
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-04,0.00,24.50,5.30
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-05,0.00,29.40,6.80
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-06,0.00,18.40,9.00
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-07,0.00,24.20,4.70
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-08,0.00,29.90,7.80
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-09,0.00,32.60,8.10
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-10,0.00,32.90,10.70
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-11,0.00,31.20,14.40
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-12,0.00,20.30,13.30
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-13,0.00,15.70,5.90
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-14,0.00,22.40,5.10
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-15,0.00,31.40,8.20
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-16,0.00,30.90,7.30
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-17,0.00,15.20,12.50
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-18,0.20,15.00,5.00
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-19,0.00,20.90,3.00
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-20,0.00,26.50,5.10
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-21,0.00,24.40,8.40
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-22,0.00,29.50,4.20
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-23,0.00,33.20,15.40
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-24,0.00,26.70,11.00
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-25,0.00,19.90,5.30
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-26,0.00,20.90,4.30
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-27,0.00,30.10,4.40
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-28,0.00,34.80,11.50
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-29,0.00,34.70,19.90
0317475A8,UPINGTON WO,-28.41,21.26,1996-09-30,0.00,33.80,12.90
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-01,0.00,23.20,9.00
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-02,0.00,25.30,8.30
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-03,0.00,25.60,8.60
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-04,0.00,29.40,5.30
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-05,0.00,26.00,8.80
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-06,0.00,32.80,7.40
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-07,0.00,34.50,12.80
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-08,2.50,32.00,20.50
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-09,4.40,22.20,16.80
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-10,0.80,35.00,16.70
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-11,0.00,21.60,8.80
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-12,0.00,26.10,9.40
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-13,0.00,33.40,10.30
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-14,0.00,28.60,13.70
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-15,0.00,28.00,10.30
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-16,0.00,33.70,13.50
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-17,0.00,30.10,20.60
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-18,3.60,32.00,21.50
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-19,0.00,26.50,17.50
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-20,0.00,23.60,11.80
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-21,0.00,28.60,13.90
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-22,0.00,19.20,7.90
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-23,0.00,24.70,8.00
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-24,0.00,26.50,9.80
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-25,0.00,32.50,12.00
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-26,0.00,35.90,14.00
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-27,0.00,33.10,15.00
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-28,0.00,32.20,14.00
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-29,0.00,34.40,14.60
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-30,0.00,33.50,17.50
0317475A8,UPINGTON WO,-28.41,21.26,1996-10-31,0.00,34.70,13.60
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-01,0.00,36.70,15.60
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-02,0.00,36.00,17.70
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-03,0.00,40.90,16.40
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-04,0.00,37.70,23.40
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-05,1.80,33.80,18.50
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-06,8.00,24.40,18.20
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-07,14.20,18.70,16.00
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-08,0.00,20.80,11.20
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-09,0.00,22.30,9.00
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-10,0.00,31.70,12.00
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-11,0.00,34.30,18.10
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-12,0.00,33.00,23.40
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-13,0.00,24.90,11.70
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-14,0.00,27.20,13.50
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-15,2.40,34.30,15.50
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-16,0.00,30.20,17.70
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-17,0.00,23.80,12.60
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-18,0.00,26.30,12.90
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-19,0.00,31.70,13.50
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-20,0.20,22.30,11.30
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-21,0.00,17.90,7.60
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-22,0.00,23.90,8.40
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-23,0.00,30.90,11.10
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-24,0.00,33.20,20.10
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-25,0.00,27.80,12.60
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-26,0.00,30.10,13.90
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-27,2.00,34.50,20.30
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-28,0.00,29.80,18.60
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-29,0.00,26.60,12.80
0317475A8,UPINGTON WO,-28.41,21.26,1996-11-30,0.00,30.10,12.60
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-01,0.00,31.70,14.50
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-02,0.00,24.30,13.40
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-03,0.00,27.40,10.10
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-04,0.00,33.40,10.60
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-05,0.00,38.80,18.40
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-06,0.20,34.70,21.20
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-07,0.60,36.40,18.70
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-08,0.00,37.00,19.90
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-09,0.00,36.00,17.40
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-10,0.00,39.30,20.40
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-11,0.00,35.20,19.30
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-12,0.00,34.90,18.40
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-13,0.00,35.90,18.60
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-14,0.00,37.00,19.20
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-15,0.00,36.70,22.60
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-16,0.00,38.10,21.90
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-17,0.00,33.90,19.30
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-18,0.00,24.80,12.80
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-19,0.00,30.20,16.30
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-20,0.00,36.70,15.70
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-21,0.00,37.30,22.80
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-22,0.00,36.10,17.80
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-23,0.00,32.50,17.30
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-24,0.00,35.50,16.10
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-25,0.00,40.30,17.50
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-26,0.00,37.60,24.70
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-27,0.00,31.40,24.00
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-28,0.10,29.90,22.30
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-29,0.00,28.10,15.20
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-30,0.00,30.80,14.40
0317475A8,UPINGTON WO,-28.41,21.26,1996-12-31,0.00,29.90,16.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-01,0.00,32.00,17.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-02,0.00,36.50,17.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-03,0.00,39.20,22.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-04,0.00,39.00,23.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-05,0.00,37.10,23.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-06,0.00,37.00,23.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-07,7.10,33.30,21.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-08,0.00,37.30,22.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-09,0.00,27.00,16.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-10,0.00,30.80,14.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-11,0.00,33.20,15.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-12,0.00,37.00,20.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-13,0.00,29.00,24.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-14,0.00,32.30,19.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-15,0.00,34.10,24.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-16,0.00,34.10,23.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-17,0.00,37.70,22.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-18,32.50,35.30,23.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-19,0.00,34.50,21.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-20,9.40,34.00,23.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-21,0.00,34.70,23.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-22,0.00,34.00,20.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-23,0.00,36.20,20.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-24,0.00,36.90,20.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-25,0.00,36.00,23.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-26,0.00,35.10,24.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-27,0.00,36.10,21.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-28,0.00,36.00,23.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-29,0.00,36.50,20.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-30,0.00,32.00,18.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-01-31,0.00,29.60,16.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-01,0.00,28.50,15.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-02,0.00,33.40,17.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-03,0.00,37.50,19.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-04,0.00,38.10,20.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-05,0.00,38.90,22.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-06,0.00,37.20,25.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-07,0.00,34.20,19.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-08,0.00,38.10,18.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-09,0.00,36.60,23.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-10,0.00,32.90,22.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-11,0.00,35.70,23.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-12,0.00,32.50,20.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-13,0.00,30.40,13.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-14,0.00,32.00,17.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-15,0.00,36.20,16.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-16,0.00,34.40,18.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-17,0.00,36.00,20.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-18,0.00,34.90,19.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-19,0.00,37.50,17.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-20,0.00,39.90,20.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-21,0.00,39.30,21.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-22,0.00,34.90,21.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-23,0.00,33.90,14.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-24,0.00,37.90,16.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-25,0.00,31.90,19.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-26,0.00,33.50,17.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-27,7.20,34.40,17.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-02-28,0.00,33.60,18.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-01,0.00,35.80,20.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-02,0.00,35.00,19.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-03,0.00,31.30,19.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-04,0.00,33.30,14.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-05,22.80,34.10,19.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-06,0.00,33.40,17.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-07,0.00,35.50,20.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-08,0.00,36.40,17.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-09,0.00,38.20,18.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-10,0.00,32.60,24.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-11,0.00,26.40,13.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-12,0.00,32.10,11.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-13,0.00,34.00,17.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-14,0.00,33.40,21.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-15,2.70,33.30,22.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-16,0.00,29.00,19.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-17,27.80,31.10,21.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-18,23.80,26.80,17.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-19,0.00,24.80,16.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-20,0.00,26.60,15.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-21,0.00,27.50,16.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-22,0.00,29.60,16.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-23,0.00,31.90,17.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-24,0.00,32.40,20.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-25,0.00,30.00,18.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-26,12.90,30.40,19.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-27,0.00,29.90,16.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-28,0.00,30.70,18.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-29,0.00,26.20,14.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-30,0.00,25.20,14.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-03-31,0.00,27.80,11.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-01,0.00,28.30,13.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-02,0.00,24.90,13.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-03,0.00,27.20,11.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-04,0.00,29.60,12.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-05,0.00,24.10,13.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-06,0.00,17.50,9.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-07,0.00,19.10,9.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-08,0.00,22.80,8.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-09,0.00,26.60,10.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-10,0.00,27.90,12.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-11,0.00,28.80,12.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-12,0.00,29.80,13.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-13,0.00,29.10,14.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-14,0.00,29.10,15.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-15,0.00,29.20,14.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-16,2.80,30.70,14.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-17,0.00,28.90,14.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-18,0.00,26.40,12.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-19,0.00,27.70,8.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-20,0.00,27.20,8.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-21,0.00,28.60,7.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-22,0.00,28.10,13.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-23,0.00,18.90,10.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-24,0.00,22.70,6.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-25,0.00,26.20,8.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-26,0.00,26.30,8.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-27,0.00,25.00,6.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-28,0.00,24.10,5.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-29,0.00,23.20,4.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-04-30,0.00,27.60,7.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-01,0.00,28.40,12.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-02,0.00,23.80,9.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-03,0.00,24.90,4.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-04,0.00,25.60,6.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-05,0.00,29.70,8.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-06,0.40,26.90,16.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-07,0.00,25.70,10.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-08,0.00,25.20,11.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-09,0.00,25.10,7.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-10,0.00,25.60,7.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-11,0.00,26.90,6.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-12,0.00,27.00,7.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-13,0.00,26.80,8.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-14,0.00,26.50,7.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-15,0.00,24.90,5.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-16,0.00,26.50,4.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-17,0.00,27.40,5.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-18,0.00,28.30,12.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-19,0.00,27.20,13.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-20,0.00,19.80,6.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-21,0.00,24.30,5.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-22,0.00,26.70,9.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-23,0.00,22.20,14.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-24,0.00,20.50,11.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-25,0.00,18.50,1.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-26,5.40,10.50,1.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-27,2.00,12.50,7.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-28,0.00,13.20,2.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-29,0.00,14.70,0.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-30,0.00,18.30,2.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-05-31,0.00,19.00,3.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-01,0.00,20.00,2.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-02,0.00,21.50,2.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-03,0.00,23.20,4.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-04,0.00,24.90,9.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-05,0.00,25.10,8.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-06,0.00,26.30,12.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-07,0.00,28.30,12.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-08,0.00,26.00,13.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-09,0.00,18.10,10.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-10,0.00,16.90,8.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-11,0.00,17.00,8.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-12,0.00,16.00,2.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-13,0.00,17.40,1.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-14,0.00,19.60,0.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-15,0.00,18.70,1.20
