ClimNo,StasName,Latitude,Longitude,DateT,Rain(mm),Mx,Mn
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-12,0.00,18.40,2.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-13,0.00,21.20,-0.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-14,0.00,23.90,-0.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-15,0.00,25.10,5.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-16,0.00,25.20,4.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-17,0.00,26.20,5.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-18,0.00,25.70,5.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-19,0.00,26.30,4.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-20,0.00,26.90,10.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-21,0.00,23.10,4.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-22,0.00,27.90,5.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-23,0.00,28.60,11.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-24,0.00,25.20,4.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-25,0.00,15.20,2.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-26,0.00,19.30,-1.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-27,0.60,15.50,2.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-28,0.00,13.60,1.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-29,0.00,15.70,-1.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-30,0.00,20.40,-0.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-31,0.00,25.60,0.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-01,0.00,27.10,2.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-02,0.00,28.90,10.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-03,0.00,17.60,2.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-04,0.00,20.10,1.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-05,0.00,26.40,2.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-06,0.20,24.40,8.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-07,0.00,15.00,1.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-08,0.00,20.70,-1.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-09,0.00,25.90,3.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-10,0.00,27.30,9.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-11,0.00,18.90,5.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-12,0.00,26.50,-0.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-13,0.00,28.90,4.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-14,0.00,19.00,1.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-15,0.00,14.60,0.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-16,0.00,19.80,-0.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-17,0.00,24.80,2.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-18,0.00,27.00,4.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-19,0.00,28.80,10.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-20,0.00,30.90,12.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-21,0.00,31.90,10.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-22,0.00,33.20,6.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-23,0.00,16.80,6.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-24,0.00,17.50,3.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-25,0.00,24.70,0.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-26,0.00,28.60,2.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-27,0.00,17.10,3.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-28,0.00,22.80,1.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-29,0.00,27.80,3.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-30,0.00,29.00,4.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-08-31,0.00,27.00,8.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-01,0.00,30.30,5.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-02,0.00,29.00,8.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-03,0.00,31.30,8.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-04,0.00,30.60,8.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-05,0.00,22.80,7.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-06,0.00,24.70,5.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-07,0.00,34.40,6.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-08,0.00,22.70,8.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-09,0.00,26.90,2.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-10,0.00,29.00,5.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-11,0.00,35.00,12.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-12,0.00,24.10,10.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-13,0.00,20.80,8.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-14,0.00,29.30,4.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-15,0.00,33.10,12.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-16,0.00,22.80,6.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-17,0.00,31.10,4.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-18,0.00,36.80,8.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-19,0.00,38.30,15.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-20,0.00,38.60,15.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-21,0.00,37.60,15.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-22,0.00,30.20,14.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-23,0.00,21.20,10.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-24,0.00,23.80,7.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-25,0.00,30.60,6.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-26,0.00,33.70,11.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-27,0.00,22.10,10.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-28,0.00,27.80,10.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-29,0.00,30.80,13.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-09-30,0.00,33.50,12.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-01,19.00,29.80,15.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-02,0.00,27.30,14.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-03,0.00,23.60,11.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-04,0.00,24.90,9.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-05,0.00,29.30,11.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-06,0.00,26.60,11.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-07,0.00,19.90,9.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-08,23.00,10.20,5.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-09,0.00,18.40,6.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-10,0.00,23.30,8.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-11,0.00,29.70,10.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-12,0.00,34.10,12.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-13,0.00,33.20,14.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-14,0.00,31.50,14.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-15,0.00,30.90,12.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-16,0.00,38.50,14.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-17,0.00,35.80,20.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-18,0.00,34.50,20.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-19,0.00,36.30,18.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-20,4.80,35.60,19.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-21,0.00,35.90,21.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-22,0.00,33.00,17.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-23,0.00,23.00,13.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-24,0.00,28.00,14.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-25,13.00,31.20,14.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-26,22.80,18.70,14.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-27,0.00,27.30,13.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-28,1.10,34.00,18.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-29,0.00,32.20,17.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-30,1.80,34.80,19.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-10-31,1.80,32.20,18.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-01,0.00,34.90,17.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-02,0.00,36.40,18.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-03,0.00,30.20,15.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-04,0.00,23.20,13.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-05,4.00,18.30,13.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-06,0.00,25.00,12.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-07,0.00,26.60,9.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-08,0.00,27.80,11.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-09,0.00,31.30,11.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-10,0.00,29.50,10.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-11,0.00,35.10,8.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-12,0.00,30.80,13.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-13,0.00,34.50,11.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-14,0.00,38.50,15.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-15,0.00,32.80,18.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-16,0.00,34.50,19.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-17,0.00,35.40,18.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-18,0.00,39.60,16.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-19,0.00,32.80,19.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-20,0.00,36.60,14.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-21,0.00,27.60,16.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-22,0.00,23.70,9.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-23,0.00,27.20,10.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-24,0.00,30.70,14.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-25,0.00,35.80,15.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-26,0.00,28.10,17.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-27,0.00,29.50,12.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-28,0.00,35.30,15.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-29,4.00,33.80,16.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-11-30,0.00,30.60,14.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-01,0.00,35.40,15.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-02,7.00,38.00,16.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-03,0.00,24.10,11.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-04,0.00,31.50,10.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-05,0.00,34.00,13.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-06,0.00,35.20,15.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-07,17.00,35.00,17.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-08,0.00,33.70,16.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-09,8.50,35.70,19.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-10,0.00,34.30,20.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-11,0.00,34.00,18.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-12,0.00,33.30,16.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-13,0.00,36.80,18.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-14,0.00,39.70,17.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-15,2.10,38.20,24.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-16,0.00,30.00,20.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-17,0.00,30.40,15.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-18,0.00,32.20,17.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-19,5.40,35.10,17.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-20,0.00,33.10,17.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-21,0.00,36.40,21.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-22,0.00,38.10,24.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-23,1.70,30.80,20.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-24,8.50,35.40,19.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-25,0.00,27.80,18.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-26,0.00,28.70,17.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-27,0.00,34.50,18.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-28,0.00,36.20,19.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-29,0.00,39.00,18.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-30,0.00,38.60,22.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-12-31,0.00,38.00,23.90
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-01,0.00,38.90,26.80
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-02,0.00,39.90,25.20
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-03,0.00,35.20,21.20
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-04,0.00,37.20,19.50
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-05,0.00,39.20,21.20
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-06,0.00,34.40,21.20
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-07,0.00,30.20,14.70
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-08,0.00,32.60,18.50
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-09,0.00,33.30,19.00
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-10,0.00,36.00,20.00
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-11,0.00,35.30,20.30
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-12,6.00,36.60,21.70
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-13,9.50,28.10,20.40
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-14,8.00,31.50,21.20
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-15,0.00,31.70,20.50
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-16,0.00,33.20,17.40
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-17,0.00,37.70,19.80
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-18,0.00,37.00,22.00
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-19,0.00,35.50,21.60
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-20,42.40,34.40,20.00
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-21,0.20,32.40,19.20
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-22,1.10,33.20,20.70
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-23,0.00,36.20,19.90
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-24,0.00,37.40,18.70
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-25,0.00,36.50,24.90
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-26,6.00,36.10,20.40
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-27,0.00,32.60,20.30
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-28,0.00,36.10,21.30
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-29,0.00,37.20,23.70
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-30,0.00,39.70,22.40
0317475A8,UPINGTON WO,-28.41,21.26,2008-01-31,0.00,40.50,21.70
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-01,0.00,40.40,19.50
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-02,0.00,39.30,22.70
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-03,0.00,35.50,23.80
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-04,0.00,38.10,17.30
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-05,1.20,37.80,20.70
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-06,0.80,35.70,23.20
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-07,6.40,36.70,21.60
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-08,0.00,36.30,21.10
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-09,0.00,34.90,22.10
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-10,1.20,33.60,23.30
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-11,1.20,32.10,20.40
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-12,0.00,34.10,19.80
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-13,0.00,36.40,19.00
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-14,0.00,36.80,21.40
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-15,0.00,35.60,19.70
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-16,0.00,39.10,19.30
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-17,2.00,38.00,22.00
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-18,0.00,35.40,20.10
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-19,0.00,38.00,20.80
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-20,7.00,39.10,20.10
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-21,0.00,36.80,22.90
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-22,0.40,36.60,22.00
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-23,1.00,31.30,21.30
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-24,0.00,34.90,19.60
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-25,0.00,34.30,21.50
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-26,0.00,32.70,18.40
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-27,0.00,33.50,13.90
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-28,0.00,36.60,14.00
0317475A8,UPINGTON WO,-28.41,21.26,2008-02-29,0.00,37.90,15.40
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-01,0.00,38.80,18.70
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-02,0.00,36.90,22.90
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-03,0.00,37.50,23.20
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-04,0.00,33.50,22.60
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-05,35.00,36.00,20.40
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-06,0.00,30.90,19.50
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-07,5.00,29.50,19.50
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-08,2.00,29.50,20.40
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-09,2.20,32.80,19.50
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-10,0.00,30.70,19.70
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-11,0.00,29.70,18.50
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-12,0.00,26.60,12.60
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-13,0.00,30.70,13.00
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-14,0.00,31.30,17.70
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-15,0.00,32.10,16.20
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-16,0.00,27.40,13.70
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-17,0.00,28.80,15.70
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-18,0.00,30.00,17.20
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-19,0.00,32.70,14.70
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-20,0.00,33.40,14.60
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-21,2.00,35.00,16.80
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-22,0.00,33.10,17.10
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-23,0.00,33.90,17.70
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-24,0.00,35.60,17.60
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-25,0.00,36.30,18.10
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-26,0.00,34.20,18.70
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-27,0.00,35.80,18.80
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-28,0.00,35.50,20.00
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-29,4.50,35.30,21.90
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-30,0.00,31.90,16.40
0317475A8,UPINGTON WO,-28.41,21.26,2008-03-31,4.10,29.40,19.40
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-01,0.00,31.60,15.90
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-02,0.00,29.90,19.20
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-03,0.00,32.30,18.30
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-04,0.00,33.80,15.60
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-05,6.00,30.70,16.90
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-06,0.00,22.70,12.50
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-07,0.00,25.20,10.00
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-08,0.00,28.30,8.30
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-09,0.00,31.70,9.60
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-10,0.00,33.00,17.10
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-11,0.80,31.20,17.00
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-12,0.00,30.70,13.30
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-13,0.00,29.20,12.90
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-14,0.00,30.10,12.30
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-15,0.00,31.40,12.60
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-16,0.00,32.00,11.40
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-17,0.00,32.40,9.70
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-18,0.00,33.60,13.80
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-19,0.00,28.10,12.50
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-20,0.00,19.60,7.10
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-21,0.00,21.60,5.40
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-22,0.00,25.90,4.70
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-23,0.00,28.10,7.10
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-24,0.00,29.40,8.60
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-25,0.00,30.40,13.70
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-26,0.00,29.10,8.70
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-27,0.00,29.00,8.00
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-28,0.00,27.00,7.60
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-29,0.00,26.70,6.90
0317475A8,UPINGTON WO,-28.41,21.26,2008-04-30,0.00,27.50,7.40
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-01,0.00,25.10,6.70
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-02,0.00,24.40,10.10
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-03,0.00,24.80,13.10
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-04,0.00,19.30,7.10
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-05,0.00,26.20,5.80
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-06,0.00,26.40,11.20
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-07,0.00,30.50,6.90
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-08,0.00,31.30,10.80
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-09,0.00,32.20,10.70
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-10,0.00,28.80,9.50
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-11,0.00,23.80,6.50
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-12,0.00,28.30,10.20
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-13,0.00,28.60,7.10
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-14,0.00,32.80,11.60
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-15,0.00,32.10,15.10
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-16,0.00,28.90,12.00
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-17,0.00,31.40,12.10
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-18,0.00,28.70,15.20
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-19,0.00,27.90,17.40
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-20,9.10,27.80,14.60
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-21,0.00,23.70,10.90
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-22,0.00,26.80,7.00
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-23,21.60,25.60,13.00
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-24,0.00,20.20,9.00
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-25,0.00,18.70,5.90
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-26,0.00,21.20,6.80
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-27,0.00,26.50,7.30
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-28,0.00,27.30,7.60
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-29,0.40,28.00,14.10
0317475A8,UPINGTON WO,-28.41,21.26,2008-05-30,0.00,19.20,10.70
